tu_id	speaker	start	end	duration	text
    68	SP2	119.349	123.371	4.022	non sono:: sì è già passata proprio un se- più di un secolo
    69	SP1	123.494	124.166	0.672	mh ma
    70	SP1	124.483	126.605	2.122	hai studiato da solo [o:]
    71	SP2	126.211	129.811	3.600	[no c(io)è:] no non è che studiato da solo è che ho fatto anche superiori qui
    72	SP1	130.683	131.927	1.244	a:h okay quindi sei
    73	SP1	132.027	133.105	1.078	sei giovanis[simo]
    74	SP2	132.811	133.247	0.436	[s:ì]
    75	SP2	133.699	134.395	0.696	sì ((ride))
    76	SP1	133.905	134.705	0.800	giovanissimo
    77	SP1	134.827	135.583	0.756	perchè (.) io
    78	SP1	136.499	137.688	1.189	non non voglio chiedere:
    79	SP2	137.688	138.055	0.367	gi[usto]
    80	SP1	137.794	138.911	1.117	[l'età] perchè no[n:]
    81	SP2	138.722	140.316	1.594	[no] no assoluta[mente (da) chiedere anche]
    82	SP1	139.366	141.655	2.289	[però (.) eh (.) sei an]dato a scuola qui quindi
    83	SP2	141.899	142.127	0.228	sì
    84	SP1	142.211	143.087	0.876	che scuola hai fatto
    85	SP1	143.149	145.849	2.700	perchè anch'io sono andata a scuola qui un un po' di anni fa [ma]
    86	SP2	145.722	149.388	3.666	[es]attamente <primo> e:h andato il m::h
    87	SP2	149.661	150.688	1.027	manfredi tanar[i]
    88	SP1	150.522	151.066	0.544	[o]kay
    89	SP2	151.344	157.794	6.450	che: per la lingua che non riuscito:: a passare poi: e:h cioè: ho trasferito,
    90	SP2	158.322	159.511	1.189	in: fioravanti
    91	SP1	159.511	159.972	0.461	oka[y]
    92	SP2	159.883	161.285	1.402	[a]desso è belluzzi fioravan[ti]
    93	SP1	161.144	161.592	0.448	[mh]mh [e]
    94	SP2	161.466	164.294	2.828	[però] quando ero fatto era era solo il fioravan[ti]
    95	SP1	164.027	166.411	2.384	[mhmh] okay e che indirizzo ha che: non lo so?
    96	SP2	166.672	171.422	4.750	no era: boh cioè aveva adesso eh mi sembrava di m:h casalecchio
    97	SP1	172.005	173.116	1.111	okay [okay]
    98	SP2	172.616	173.855	1.239	[belluzzi fi]or[avanti]
    99	SP1	173.323	173.999	0.676	[okay oka]y
   100	SP1	174.133	174.744	0.611	ho capito
   101	SP1	174.849	177.405	2.556	s- e che [che c]osa si studia a:l mh bellu[zzi]
   102	SP2	175.199	175.438	0.239	[sì]
   103	SP2	176.922	177.402	0.480	[tecnico]
   104	SP1	177.511	178.055	0.544	tecni[co]
   105	SP2	177.899	178.199	0.300	°[te]cni-°
   106	SP1	178.355	179.499	1.144	e [di]
   107	SP2	178.883	179.383	0.500	[professionale]
   108	SP1	179.705	181.111	1.406	elettrica, elettr[onica,]
   109	SP2	180.627	189.394	8.767	[no e:h] [là erava:- no] eh sì perchè: ci sono di informatica eh meccanica e:h idraulica con [autome]cc[anica]
   110	SP1	181.416	182.344	0.928	[informatica,]
   111	SP1	188.372	188.684	0.312	[°mh°]
   112	SP1	188.916	189.755	0.839	[mhmh o]ka[y]
   113	SP2	189.661	192.599	2.938	[ha] fatta: il cioè automeccanica con idrau[lica]
   114	SP1	192.226	192.705	0.479	[mhmh mh]
   115	SP1	192.927	195.599	2.672	e quando hai finito di studiare sei venuto a lavorare: subito
