tu_id	speaker	start	end	duration	text
    35	SP2	100.190	103.900	3.710	quindi adesso la cosa che io sono il porco e tu no (.) lasciamo [stare]
    36	SP3	103.390	107.910	4.520	[vabbuò] poi in generale: per una giornata: eh ch'è stato tanto cibo un po' chiatto
    37	SP2	107.910	110.270	2.360	ma è domenica è festa (.) [lo sanno tutti]
    38	SP3	109.570	110.430	0.860	[e:h lo so:] però:
    39	SP1	110.470	115.620	5.150	mh chiediamolo al diabete di terzo tipo che avremo tra un paio di anni ((sgranocchia qualcosa))
    40	SP3	115.700	117.290	1.590	((ride)) tra un [paio di anni]
    41	SP2	116.300	118.910	2.610	[si perché tutti i giorni] mangio così ovviamente?
    42	SP2	118.910	118.949	0.039	[si perché tutti i giorni] mangio così ovviamente?
    43	SP3	120.147	121.170	1.023	((sospira)) [xx]
    44	SP1	120.630	122.530	1.900	allo- che (nervosamente) mi fa veni[re]
    45	SP3	122.350	124.190	1.840	[avete] mangiato l'insalata ieri EH
    46	SP1	124.340	126.130	1.790	IERI HO MANGIATO L'INSALATINA
    47	SP2	127.470	128.030	0.560	((ride))
    48	SP3	128.080	129.890	1.810	no non mi guardare così che ho detto?
    49	SP1	129.890	137.720	7.830	(sapere) che c'era l'insalatina c'erano [i cube]tti (.) [di <provolone>]  e i cubetti di sa- ti sembra un'insalatina [questa?]
    50	SP2	129.920	131.250	1.330	[xxxxx dentro]
    51	SP3	131.790	132.790	1.000	[cioe?]
    52	SP3	133.180	134.690	1.510	[di formaggio e di salame]
    53	SP3	137.220	141.980	4.760	[vabbé però] non è che è esagerato sono degli affettati con l'nsalata cioè un pranzo:  mh
    54	SP2	141.980	143.027	1.047	allora [miri]
    55	SP3	142.310	143.580	1.270	[(neppure) non] troppo:
    56	SP2	143.150	148.530	5.380	e lo giuro (.) ti fidi di me quando ti dico una cosa? cioè non di- non ti ho mai detto una bugia in vita mia a te
    57	SP2	148.570	168.030	19.460	llora (.) ho messo mezza (.) cosa di iceberg poi ci ho messo <quattro fette contate> di salame tagliate a cubetti (.) mezzo pezzo di auricchio ((ride)) cioè di: provolone tagliato a cubetti e due fettine di pane fatte a cubetti saltate in padella che le ho fatte tipo: crostino
    58	SP3	168.130	168.470	0.340	mh
    59	SP2	168.470	168.990	0.520	basta
    60	SP2	169.960	174.830	4.870	que- [ah (.) e una e una caro]ta che l'ho tagliata: piccolina picco[lina]
    61	SP3	170.290	172.185	1.895	[oh xxxx]
    62	SP3	174.070	175.660	1.590	[no: >seco]ndo me la carota< non ci sta be-
    63	SP2	175.740	176.570	0.830	xx stava bene
    64	SP3	176.600	176.800	0.200	°sì?°
    65	SP3	177.240	178.650	1.410	no comunque no per me è un pranzo standard (.) no
    66	SP2	178.670	178.890	0.220	quindi
    67	SP3	178.930	180.770	1.840	 è un pranzo [standard] no
    68	SP2	179.550	180.730	1.180	[non è un pranzo gra]sso,
    69	SP3	180.820	181.390	0.570	no
