tu_id	speaker	start	end	duration	text
    94	SP1	208.162	208.684	0.522	okay
    95	SP1	209.487	211.433	1.946	ah interessante vedi è è proprio
    96	SP1	211.740	216.697	4.957	una: zona che non conosco del mondo diciamo non ci sono:: [non ci sono mai stata]
    97	SP2	215.407	220.026	4.619	[sì dipende come:] alcune persone come noi nostra famiglia e:h
    98	SP2	220.067	225.953	5.886	cioè come mh: come su- io sono ormai già sono già italiano ho già preso la cittadinanza
    99	SP1	226.053	226.539	0.486	mh[mh]
   100	SP2	226.263	228.387	2.124	[ade]sso il mio obiettivo per essere qui
   101	SP2	229.393	233.697	4.304	cioè proprio per: mia famiglia è qui allora: sono cresciuto qui
   102	SP2	233.776	236.750	2.974	cioè non ho tanto molti amici [(.) in] banglad[esh]
   103	SP1	235.787	236.329	0.542	[mhmh]
   104	SP1	236.592	236.960	0.368	[mhmh]
   105	SP2	236.829	239.526	2.697	[ho] parente ma [non è] non è che ho molto amici
   106	SP1	237.811	238.184	0.373	[mhmh]
