tu_id	speaker	start	end	duration	text
    46	SP1	119.320	123.080	3.760	e in generale bologna, (.) ritieni che sia una bella città in cui vivere:,
    47	SP2	124.180	126.900	2.720	sì (.) sì sì secondo me è una bella città in cui vivere,
    48	SP2	127.480	133.240	5.760	e:hm (.) non so (.) se (.) effettivamente ci vivrei forse con una famiglia:,
    49	SP1	133.300	135.580	2.280	okay (.) quindi più per giovani magari
    50	SP2	135.080	137.220	2.140	[sì è u]na città più per giovani per studenti:
    51	SP2	138.100	139.990	1.890	perché: e::hm
    52	SP2	140.640	145.620	4.980	sì ci sono molte attività (che puoi fare) poi sicuramente ci sono cose anche per per le famiglie chiaramente
    53	SP2	146.100	150.640	4.540	però:: mi sembra un po' più a misura di: di giovane (.) [che:] che famiglia
    54	SP1	149.280	149.970	0.690	[mhmh]
    55	SP1	150.980	153.980	3.000	e per esempio i suoi punti forti secondo te quali sono?
    56	SP2	154.560	157.780	3.220	ah i punti forti: (.) sicuramente
    57	SP2	158.650	159.760	1.110	m::h
    58	SP2	159.920	165.720	5.800	la storia cioè l'architettura (e) il centro sto[rico è] (.) proprio pieno di: (dalle) torri,
    59	SP1	162.550	163.190	0.640	[mhmh]
    60	SP1	163.840	164.820	0.980	((tossisce))
    61	SP2	166.020	171.780	5.760	a:: a san petronio:, insomma è proprio bella a livello secondo me architettonico, (.) storico
    62	SP2	172.620	179.700	7.080	e::h poi la vita, c'è sempre (.) >un sacco di cose da fare< se il weekend esci è pieno di gente in [centro tutti i local]i
    63	SP1	178.410	179.330	0.920	[è vero]
    64	SP2	180.180	183.720	3.540	e::h xx senti che è viva, è molto vissuta come città
    65	SP2	184.560	192.240	7.680	e::h >poi vabbè< ci son concerti stadio c(io)è ci sono tante cose da fare se se vuoi: (.) se vuoi viverla quindi secondo me, queste sono un po':
    66	SP1	192.580	194.740	2.160	i mezzi di trasporto anche:?
    67	SP2	194.900	198.920	4.020	e::h i mezzi di trasporto, >vi dicevo< se sei in centro dentro alle mura,
    68	SP2	199.740	203.740	4.000	m::h vai in bicicletta vai ai piedi ovunque (.) bene o male
    69	SP2	204.500	211.890	7.390	anche l'autobus secondo me funzionano abbastanza bene non mi sembrano: (.) c(io)è particolarmente inefficienti
    70	SP1	212.200	212.860	0.660	[°mhmh°]
    71	SP2	212.260	216.920	4.660	[però:] sì con la macchina bologna non è vivib[ile]
    72	SP1	216.620	217.860	1.240	°[non] è vivib[ile]°
    73	SP2	217.380	222.840	5.460	[non è viv]ibile perché se, (.) ripeto de- s- se sei fuori dal centro magari la usi [per andare,]
    74	SP1	222.080	222.720	0.640	[°mhmh°]
    75	SP2	223.820	226.700	2.880	>non so< al'ikea, o (.)  [fuo]ri ((ride))
    76	SP1	225.250	227.090	1.840	[sì] ((ride))
    77	SP2	226.970	232.520	5.550	se devi venire in centro:: è proprio scomodo perché (ripetev-) ripeto (.) vedo delle file
    78	SP2	232.840	237.220	4.380	per entrare nel parcheggio, (.) cioè anche quelli in piazza otto ag[osto]
    79	SP1	237.015	237.654	0.639	[mh]mh
    80	SP2	237.820	240.250	2.430	che: tutte le settimane è abbastanza:
    81	SP2	242.140	244.750	2.610	°x abbastanza° lunga quella fila quindi::
    82	SP2	245.100	247.420	2.320	io:: ho delle amiche che hanno una macchina,
    83	SP1	247.419	247.951	0.532	°mhmh°
    84	SP2	247.982	249.184	1.202	perché vivono fuori,
    85	SP2	249.800	253.212	3.412	però anche loro ad esempio quando devono venire a casa mia, [e::h]
    86	SP1	253.029	254.522	1.493	(°[eh] fanno pi[ù fatica]°)
