tu_id	speaker	start	end	duration	text
   102	SP6	197.240	198.040	0.800	è vero (.) però
   103	SP1	198.120	199.050	0.930	no son bruttissime
   104	SP6	199.100	199.530	0.430	(Vi)
   105	SP6	199.910	203.080	3.170	xxxx se fai questa cattiva pubblicità roberto non se le mangia
   106	SP4	204.050	207.090	3.040	ma a me manco piacciono mi piacciono solo quelle di mamma
   107	SP6	208.070	208.320	0.250	uhm
   108	SP6	208.910	210.630	1.720	a me piacciono soltanto quelle della mamma di roberto
   109	SP4	211.110	212.710	1.600	fanno schifo sanno di zenzero
   110	SP1	212.860	214.210	1.350	sono mh di zenzero?
   111	SP3	214.200	214.670	0.470	ma no
   112	SP1	214.960	216.090	1.130	zenzero non saprei
   113	SP2	218.450	219.820	1.370	per me come (viviano) sanno di aceto
   114	SP5	220.150	221.110	0.960	no non sono buone
   115	SP5	221.360	222.150	0.790	sono brutte proprio
   116	SP1	222.320	223.620	1.300	si sono brutte:
   117	SP6	223.900	226.100	2.200	che dite le buttiamo e apriamo quelle della mamma di roberto?
   118	SP1	226.550	227.690	1.140	e:h [io]
   119	SP6	226.950	227.680	0.730	[che ne pensate]?
   120	SP5	228.060	228.640	0.580	beh peccato
   121	SP1	229.120	230.220	1.100	è un po' uno spreco
   122	SP6	231.220	233.570	2.350	e lo so raga però: pure io xxxx per forza
   123	SP5	232.420	235.680	3.260	[però sono veramente bru]tte queste sembrano finte mamma mia che è?
   124	SP1	235.730	237.360	1.630	eh sono bruttissime:
   125	SP5	237.510	238.900	1.390	non hanno texture sono
   126	SP2	241.230	244.090	2.860	io un tempo compravo quelle là: della lidl
   127	SP1	244.650	244.990	0.340	mh
   128	SP2	246.050	246.630	0.580	(baresa)
   129	SP1	246.740	250.340	3.600	no ma ce ne sono delle marche in barattolo che sono nuove ma queste proprio brutte
   130	SP6	250.470	253.870	3.400	no ma questo (sarò) da amico in teoria dovrebbe cioè (marca xxx) costa
   131	SP2	252.430	253.560	1.130	costano eh
   132	SP2	254.120	255.120	1.000	costano queste
   133	SP1	256.390	257.790	1.400	come mai mamma l'ha comprata
   134	SP4	257.640	258.450	0.810	((ride))
   135	SP1	258.450	259.810	1.360	((ride))
   136	SP5	259.790	260.580	0.790	ha fatto i soldi
   137	SP1	260.340	262.030	1.690	(lo sai)? infatti ((ride))
   138	SP6	262.040	264.820	2.780	infatti (la cosa bella è che) non era un md ha detto oh oh
   139	SP1	264.870	265.430	0.560	ma scusami?
   140	SP2	265.860	266.640	0.780	qualcosa non va
   141	SP3	267.550	270.030	2.480	eh ma le raga: loro vanno anche alla conad no?
   142	SP1	270.790	272.630	1.840	sì però in genere:
   143	SP1	272.930	274.150	1.220	per il pane
   144	SP1	275.115	275.534	0.419	perché
   145	SP1	276.986	280.472	3.486	no sul pane abbiamo i vizi ma su tutto il resto siamo abbastanza chill
   146	SP2	280.549	282.097	1.548	(ma) nella conad (al gelì)
   147	SP6	282.097	282.858	0.761	m:h buono
   148	SP1	282.854	283.664	0.810	è buonissima
   149	SP2	284.093	285.527	1.434	mamma mia mai mangiato un pane così
   150	SP3	286.429	286.792	0.363	vero
   151	SP2	289.288	293.381	4.093	è anche più buono di quello al viallaggio della paninoteca: eh della: [xxx]
   152	SP1	292.173	293.389	1.216	[pure secondo me sai?]
   153	SP5	293.819	294.173	0.354	come si chiama?
   154	SP3	294.460	295.146	0.686	la (panichelli)
   155	SP3	295.363	295.925	0.562	la panetteria
   156	SP3	297.381	298.469	1.088	è molto molto buono
   157	SP2	300.743	302.133	1.390	papà quando c'è la (polacca) là
   158	SP2	302.540	303.876	1.336	li fa (aggiungere) tantissimo
   159	SP3	304.093	304.336	0.243	perché?
   160	SP2	304.465	307.274	2.809	infatti
