tu_id	speaker	start	end	duration	text
    90	SP1	164.960	168.038	3.078	facciamo come dentro la bologna tu venti minuti
    91	SP1	168.349	169.899	1.550	trenta minuti sei in lav[oro]
    92	SP2	169.491	170.194	0.703	[mhmh] mhmh
    93	SP2	170.420	171.300	0.880	certo sì sì
    94	SP2	171.580	175.099	3.519	ma prima di trasferirti in valsamoggia mh in quale zona abitavi: [di]
    95	SP1	174.793	176.583	1.790	[a ce]ntro proprio in c[entro storico]
    96	SP2	175.777	177.349	1.572	[centro cen]tro [okay]
    97	SP1	176.772	177.461	0.689	[centro centro]
    98	SP1	178.533	180.705	2.172	DIECI MINUTI CAMMINATA che dove lavoro io
    99	SP2	181.194	183.794	2.600	però c'è un po' di casino in cen[tro sporco,:]
   100	SP1	182.744	191.299	8.555	[no guarda che il <c]asino> no x cioè proprio no non è che è sporco tu di- tu mh non posso cioè non puoi: guardare tutte le cose insie[me]
   101	SP2	191.066	191.439	0.373	[mhmh]
   102	SP2	192.127	192.436	0.309	mhmh
   103	SP2	193.040	195.788	2.748	quindi sì ti [ti pia]cerebbe ritornare a [vivere in centro sì]
   104	SP1	193.777	194.083	0.306	[sì]
   105	SP1	194.972	203.472	8.500	[perché (.) è u]na persona che vanno cioè lavorare dentro in città va a abitare fuori (.) [ti in]qui- stai inquin[ando lo ste]ss[o]
   106	SP2	200.911	201.223	0.312	[mhmh]
   107	SP2	202.244	202.805	0.561	[anche]
   108	SP2	203.233	203.811	0.578	[ce]rto
   109	SP2	204.005	206.416	2.411	ah [no no no certamen]te (.) sì sì sì
   110	SP1	204.094	205.393	1.299	[devi capire questa qua]
   111	SP2	206.811	207.811	1.000	e:h nien[te da]
   112	SP1	207.511	211.344	3.833	[ma s]e come io che vengo a abitare (.) in cen- città
   113	SP1	211.705	212.777	1.072	una macchina
   114	SP1	213.061	213.449	0.388	già f-
   115	SP1	213.638	214.038	0.400	già
   116	SP1	214.288	215.205	0.917	fer[ma per]
   117	SP2	214.738	215.045	0.307	[mhmh]
   118	SP2	215.605	215.971	0.366	mh [mh]
   119	SP1	215.705	216.999	1.294	[non in]quinare la citt[à]
   120	SP2	216.860	219.199	2.339	[sì sì] sì è vero capisco perfettamente
   121	SP2	219.580	222.172	2.592	m:h e sono curiosa di chiederti anche
   122	SP2	222.311	222.794	0.483	perchè
   123	SP2	223.055	224.577	1.522	quindi immagino che la tua famiglia
   124	SP2	225.027	229.577	4.550	si sia trasfer[ita qui da]l banglade[sh no] quindi in in nella in casa con i tuoi genitori
   125	SP1	225.894	226.177	0.283	[sì]
   126	SP1	226.727	227.047	0.320	[sì]
   127	SP2	229.886	231.877	1.991	parla- m:h che lingua parlate
   128	SP1	232.227	235.453	3.226	[bangla] sì è la lingua:: bangla che parlan[o]
   129	SP2	232.233	232.773	0.540	[quale li:-]
   130	SP2	235.299	235.787	0.488	[e][:]
   131	SP1	235.685	238.640	2.955	[p]erò eh tutti quanti lo sanno anche italiano °tranquilla[mente°] ((ride))
   132	SP2	238.167	242.793	4.626	[okay] e lo mi- mischiate un po' [con l'italiano] quando parlate fra di [voi o]
   133	SP1	240.196	240.883	0.687	[sì sì]
   134	SP1	242.200	243.167	0.967	[sì: sì]::
   135	SP2	243.320	244.920	1.600	tu hai fratelli anch[e:]
   136	SP1	244.633	247.367	2.734	[sì] (.) ho una sorella che studia in università
   137	SP2	247.393	248.480	1.087	ch- ah che cosa studia?
   138	SP1	248.767	249.420	0.653	chimica
   139	SP2	249.420	253.480	4.060	chimica okay e è più grande più piccola di te
