tu_id	speaker	start	end	duration	text
    39	SP2	65.600	66.460	0.860	è troppo sì
    40	SP1	66.540	71.760	5.220	deve essere almeno tr[e camere di letto per per] mille euro milledue millecento facci[amo così]
    41	SP2	68.000	69.010	1.010	[sì sì sì]
    42	SP2	71.140	71.760	0.620	[mhmh]
    43	SP1	72.620	74.480	1.860	se vado a: valsamoggia,
    44	SP1	74.767	77.710	2.943	ogni mese io spendo c- più di duecen[to euro] di benzina.
    45	SP2	76.772	77.152	0.380	[°mhmh°]
    46	SP2	77.660	79.250	1.590	sì sì (.) e il parcheggio
    47	SP1	79.300	83.413	4.113	e parcheggio più (.) [fa]cciamo trecento[cinquanta euro di ogni mese]
    48	SP2	79.990	80.380	0.390	[°sì°]
    49	SP2	81.450	83.427	1.977	[sì sì tantissimo]
    50	SP2	83.720	84.513	0.793	tantissimo
    51	SP1	84.520	85.520	1.000	tantissimo
    52	SP2	84.750	85.720	0.970	((ride))
    53	SP2	85.780	86.390	0.610	°sì sì°
    54	SP2	86.550	90.630	4.080	no io non ho la macchina quindi [non mi rendo contO SENTO queste cifre] ((ride))
    55	SP1	88.120	93.890	5.770	[no inteNDEVO (.) <intendevo>] (.) che se là pago settecento euro in affitto
    56	SP1	94.290	97.200	2.910	più (.) trecentocinquant[a sono m]ille,
    57	SP2	96.240	96.830	0.590	[mhmh]
    58	SP2	97.310	97.833	0.523	mhmh
    59	SP1	98.200	105.080	6.880	GIÀ (.) mille: e.h[m mill- millece:n]to mille- duemilacento m:- milleduecento dopo [perché non è che solo] devo pagare la macchina,
    60	SP2	99.390	100.160	0.770	[°sì sì sì°]
    61	SP2	102.990	103.770	0.780	[°mhmh°]
    62	SP1	105.210	107.447	2.237	la benzina e::
    63	SP1	107.700	111.150	3.450	e anch[e il parcheggio] n[o, devo pa-] as-
    64	SP2	108.290	109.090	0.800	[sì sì sì]
    65	SP2	109.240	109.990	0.750	[°sì sì sì°]
    66	SP1	111.690	117.580	5.890	allora come la città, (.) se tu paghi duecento euro c(io)è duecento euro IN PI[Ù (.) ma t]i trovi tutto.
    67	SP2	116.300	117.040	0.740	[mhmh]
    68	SP2	117.713	118.280	0.567	certo sì
    69	SP2	118.480	119.233	0.753	certo certo certo
    70	SP1	119.307	124.800	5.493	come da là per fare una spesa io devo fare c(io)è dieci chilometri cinque chilometri al[meno]
    71	SP2	124.300	124.800	0.500	[mhmh]
    72	SP2	125.680	130.000	4.320	no poi ti (.) >(in)somma< ti svegli presto, [traffico, stress sì]
    73	SP1	127.890	130.787	2.897	[assolutamente ma (.) guarda che] (.) là
    74	SP1	131.280	133.473	2.193	da vivere la differenza da città e fuori città
    75	SP2	133.553	133.913	0.360	mhmh
    76	SP1	134.047	137.813	3.766	SE LAVORO, fuori città, guarda che per me va be[ne ma]
    77	SP2	137.290	137.810	0.520	[mhmh]
    78	SP1	137.913	139.560	1.647	de[ntro la città che devo lavorare]
    79	SP2	138.280	140.410	2.130	[venendo qua] (.) certo sì [sì]
    80	SP1	140.100	143.873	3.773	[si]gnifica che per [me] non è che una giornata di: (.) ventiquattro ore.
    81	SP2	141.013	141.206	0.193	[°mh°]
    82	SP2	143.907	144.400	0.493	mhmh
    83	SP1	144.633	146.330	1.697	sono (.) ventidue [ore]
    84	SP2	145.900	148.200	2.300	[CERTO] (.) perch[é una è x (.) mhmh]
    85	SP1	146.910	150.713	3.803	[ANCORA MENO] (.) sono venti ore ti[po per]ché: ogni giorno io lo
    86	SP2	149.184	149.464	0.280	[°sì sì°]
    87	SP1	151.287	159.267	7.980	vado avanti indietro un'ora un'ora e mezzo c(io)è per venire un'ora e mezzo un'[o:ra mi]nimo e ritornare è ancora facciamo mezz'ora o un'ora
    88	SP2	155.600	156.027	0.427	[°mhmh°]
    89	SP2	159.480	160.030	0.550	mh[mh]
    90	SP1	159.570	161.093	1.523	[allora] due ore è già scalata
    91	SP2	161.100	161.800	0.700	sì sì [mh]
    92	SP1	161.400	164.740	3.340	[per] preparare c(io)é se (.) tipo che noi abitiamo c(io)è
    93	SP1	164.980	167.980	3.000	facciamo come dentro la bolo:gna, tu venti minuti,
    94	SP1	168.300	170.100	1.800	trenta minuti sei [in lavoro.]
    95	SP2	169.600	170.100	0.500	[mhmh]
    96	SP2	170.350	175.150	4.800	°certo sì sì° (.) ma prima di trasferirti in valsamoggia m:h in quale zona abitav[i::?]
    97	SP1	174.850	177.630	2.780	[in ce]ntro proprio in [centro storico (.) centro c]entro.
    98	SP2	175.870	177.180	1.310	[centro centro? (.) okay]
    99	SP1	178.480	180.913	2.433	DIECI MINUTI CAMMINATA che dove lavoro io:
   100	SP2	181.210	183.880	2.670	però c'è un po' di casino in c[entro, sporco::]
   101	SP1	182.740	188.520	5.780	[NO GUARDA CHE c]asino: no p- c(io)è proprio no non è che è sporco tu di- tu m:h non posso d-
   102	SP1	188.680	191.233	2.553	c(io)è non puoi:: guardare tutte le cose insi[eme.]
   103	SP2	191.070	191.380	0.310	[mh]mh
   104	SP2	192.067	192.600	0.533	mhmh
   105	SP2	193.067	195.973	2.906	quindi sì ti ti piac[erebbe rit]ornare a vivere [°in centro sì°]
   106	SP1	193.860	194.430	0.570	[sì]
   107	SP1	194.950	200.700	5.750	[perché (.) è una] persona che vanno c(io)è lavorare dentro, in città:, e va ad abitare fuo[ri,]
   108	SP2	200.773	201.180	0.407	mh[mh]
   109	SP1	200.980	203.350	2.370	[ti-] n- stai inquin[ando lo stesso]
   110	SP2	202.230	206.410	4.180	[ANCHE (.) certo] (.) [ah no no no certamente] (.) sì sì sì sì
   111	SP1	204.030	205.407	1.377	[devi capire questa qua]
   112	SP2	206.710	207.700	0.990	e:: nien[te x]
   113	SP1	207.430	212.627	5.197	[ma s]e come io che vengo ad abitare: in cen- città (.) mh una macchina,
   114	SP1	213.070	216.987	3.917	già f- (.) già ferma [ma per] (.) [non inqu]inare la ci[ttà]
   115	SP2	214.710	215.350	0.640	[mhmh]
   116	SP2	215.460	216.070	0.610	[mhmh]
   117	SP2	216.730	219.320	2.590	[sì sì s]ì è vero capisco: perfettamente
   118	SP2	219.410	222.747	3.337	m::h e sono curiosa di chiederti anche (.) perché
   119	SP2	223.070	224.610	1.540	quindi immagino che la tua famiglia,
   120	SP2	225.070	229.750	4.680	si sia trasfer[ita qui dal] bangl[adesh no? quindi i]n nella in casa con i tuoi genitori
   121	SP1	225.840	226.260	0.420	[sì]
   122	SP1	226.720	227.520	0.800	[sì (.) °sì°]
   123	SP2	229.890	231.827	1.937	parla- m::h (.) che lingua parlate?
   124	SP2	232.260	233.000	0.740	[quale lin-]
   125	SP1	232.280	235.280	3.000	[bangla sì] (.) in lingua:: bangla che parlano.
   126	SP2	235.300	235.640	0.340	e:
   127	SP1	235.650	239.840	4.190	però eh tutti quanti lo sanno anche italiano tranquilla[mente] ((ride))
   128	SP2	238.220	243.020	4.800	[okay] (.) e lo mi- mischiate un po' con l'i[taliano, quando: par]late [fra di voi o]
   129	SP1	240.250	241.870	1.620	[sì (.) °sì sì°]
   130	SP1	241.980	243.027	1.047	[sì: sì:]
   131	SP2	243.400	244.810	1.410	tu hai fratelli anch[e:?]
   132	SP1	244.560	247.450	2.890	[sì.] (.) ho una sorella che: studia in università
   133	SP2	247.510	248.650	1.140	ah che cosa studia?
   134	SP1	248.687	249.230	0.543	chimica
   135	SP2	249.360	250.407	1.047	chimica [okay]
   136	SP1	249.930	250.487	0.557	[industria]le.
   137	SP2	250.493	253.880	3.387	ed è più:: (.) grande più pi[ccola di te?]
   138	SP1	253.040	255.540	2.500	[no: è più c-] sì più: piccola ((ride))
   139	SP2	254.590	255.667	1.077	più piccola okay
   140	SP2	255.960	261.130	5.170	sono curiosa di sapere se tu con la tua sorella parli pre- pr[evalentemente xx (.) (tutte e due) okay]
   141	SP1	259.300	265.269	5.969	[TUTTE E DUE LINGUE NOI PARLIAMO] tutte e due lingue sì: dipende quale argomento che parliamo però parliamo tutte e due °lingue°.
   142	SP2	265.270	268.790	3.520	ah tipo ci sono alcuni argomenti che sono: più legati a una l[ingua,]
   143	SP1	268.330	269.200	0.870	[sì] (.) °sì°
   144	SP2	269.387	270.100	0.713	per esempio?
   145	SP1	270.060	279.053	8.993	no esempio: e::h quando noi parliamo qualche argomenti di proprio c(io)è proprio ital- c(io)è posto qui, allora parliamo come:: m::h
   146	SP1	279.350	284.750	5.400	come italiano c(io)è proprio le cose, però eh quando noi parliamo la roba di per la famiglia,
   147	SP1	284.960	290.040	5.080	allora vabbè utilizziamo il [lin]gua:: bangla [per per la] fa[miglia assolu]ta[mente.]
   148	SP2	286.630	287.170	0.540	[mhmh]
   149	SP2	288.200	288.640	0.440	[mhmh]
   150	SP2	288.800	289.387	0.587	[mhmh]
   151	SP2	289.520	290.033	0.513	[mhmh mh]
