tu_id	speaker	start	end	duration	text
67	SP1	113.300	113.491	0.191	[eh]
68	SP1	114.552	115.788	1.236	no [no s]ì sì questo sì
69	SP3	114.658	115.000	0.342	[xx]
70	SP3	116.582	117.114	0.532	più o meno
71	SP1	117.975	119.434	1.459	no ci sono cose e cose
72	SP1	120.058	123.205	3.147	però tipo la pasta me la sto mangiando quasi completamente senza sale
73	SP3	123.333	123.635	0.302	m:h
74	SP3	124.627	125.741	1.114	non fa schifo la pasta senza sa~?
75	SP1	125.751	130.823	5.072	lo so ma mi sono abituata al sapore ormai PURE QUANDO CI METTI UN PIZZICO DI SALE IO LA SENTO SALATISSIMA
76	SP3	130.836	132.597	1.761	cioè non metti proprio {P} il sale nell'acqu[a]?
77	SP1	132.493	132.961	0.468	[n]:o
78	SP1	134.233	134.766	0.533	m:h
79	SP2	135.023	135.411	0.388	[cosa]?
80	SP3	135.027	135.960	0.933	[che schi]fo amo'
81	SP1	136.311	139.479	3.168	eh lo so però no xx mi sono abituata non so il perché
82	SP2	140.819	141.118	0.299	vabbè
83	SP2	141.615	142.205	0.590	che problema hai
84	SP3	142.318	142.886	0.568	{ride}
85	SP1	142.712	145.145	2.433	eh INFATTI che problema ho {P} d:itemelo voi
86	SP2	145.152	146.564	1.412	vabbè meglio così in realtà eh
87	SP3	146.564	147.005	0.441	tanti
88	SP1	147.745	149.196	1.451	marò veramente tantissimi {ride}
89	SP3	148.746	149.327	0.581	{ride}
90	SP2	149.586	150.118	0.532	cioè voglio dire
91	SP3	150.217	150.646	0.429	ops
92	SP2	150.648	155.468	4.820	che non la vuoi: che è sala:~ cioè che non vuoi mettere il sale nel condimento della pasta però:
93	SP2	155.756	158.386	2.630	non salare l'acqua quando la bolli e: illega[le]
94	SP3	158.155	158.825	0.670	[es]at[to]
95	SP2	158.565	159.060	0.495	[non si fa]
96	SP1	158.719	159.905	1.186	[è ill]egale
97	SP1	160.905	167.807	6.902	lo so ma ti vi giuro che io sento ormai sempre salato >pure< se ci metti un pizzico io non ce la faccio a mangiarlo non so >quante volte ho litigato con mamma<
98	SP2	168.270	169.196	0.926	vabbè meglio così
99	SP1	170.028	172.540	2.512	perché la sento oggettivamente salata
100	SP2	175.375	177.304	1.929	io comunque non so voi ho ancora fame voi?
101	SP3	178.082	180.713	2.631	io: non particolarme~ [mangiati un po'] di queste melanzanette
102	SP1	179.056	179.598	0.542	[io no:]
103	SP2	180.877	182.848	1.971	io volevo le m:h zucchine di rosanna
104	SP2	183.112	185.045	1.933	le avete mangiate [tutte quante]
105	SP3	184.083	185.042	0.959	[eh amo' sono finite]
106	SP1	184.758	187.653	2.895	[SENTI] non so se già le hai assaggiate ma x a me fanno schifo ste cose
107	SP2	189.338	189.725	0.387	vabbè
108	SP3	191.840	192.983	1.143	non sono quelle della mamma
109	SP1	193.086	196.873	3.787	n[o: no sono] brutte proprio amo' sono: sottaceto no sottolio
110	SP3	193.203	193.961	0.758	ma sono buone
111	SP3	197.249	197.877	0.628	è vero {P} però
112	SP1	197.938	198.901	0.963	no so bruttissime
113	SP3	198.977	199.453	0.476	ROSA
114	SP3	199.710	202.932	3.222	sanna cunsuma' se fai questa cattiva [pubblicità ALBERTO NON SE LE MANGIA] eh
115	SP1	201.156	202.815	1.659	[lo so ma non mi PIACCIONO ah]
116	SP2	204.151	206.897	2.746	ma a me neanche piacciono mi piacciono solo quelle di mamma
117	SP3	207.918	208.118	0.200	Sì
118	SP3	208.778	210.414	1.636	anche a me piacciono soltanto quelle della mamma di roberto
119	SP2	210.861	212.520	1.659	fanno s[chif]o sanno di zenzero
120	SP1	211.226	211.418	0.192	[eh]
121	SP1	212.606	213.936	1.330	sono {P} di zenzero?
122	SP3	213.983	214.504	0.521	ma no:
123	SP1	214.536	215.913	1.377	no zenzero <non saprei>
124	SP3	218.274	219.590	1.316	per me è come rosanna sanno di aceto
125	SP2	220.032	220.823	0.791	no non sono buone
126	SP2	221.147	221.950	0.803	sono brutte proprio
127	SP3	222.118	222.810	0.692	[le dobbiamo BUTTARE]?
128	SP1	222.118	223.494	1.376	[sì sono <bru]tte:>
129	SP3	223.684	225.840	2.156	che dite le buttiamo e com~ e apriamo quelle là della mamma di ALBERTO?
130	SP1	226.353	227.148	0.795	[e::h io]
131	SP3	226.624	227.483	0.859	[che ne pensa]te?
132	SP2	227.860	228.459	0.599	beh è peccato
133	SP1	228.753	229.953	1.200	è un [po' un]o spre:co
134	SP3	229.032	229.304	0.272	[eh]
135	SP3	231.049	233.434	2.385	eh lo so raga' però pure io [(le sto mangiando) per forza]
136	SP2	232.426	235.456	3.030	[però sono veramente bru]tte queste °mamma mia sembrano finte ma che è°
137	SP1	235.606	237.099	1.493	E:H sono bruttissime::
138	SP2	237.477	238.750	1.273	non hanno texture sono
139	SP2	241.059	244.007	2.948	io un tempo compravo quella là:: della lidl
140	SP1	244.383	244.815	0.432	m:h
141	SP2	245.712	246.532	0.820	BARESA
142	SP1	246.537	250.159	3.622	no ma ce ne sono delle marche in barattolo che sono buone ma queste sono proprio brutte
143	SP3	250.267	253.513	3.246	vabbè [queste so]no {P} d'amico in teoria dovrebb~ le x cioè è una marca buona] costa
144	SP1	250.388	250.694	0.306	[xx]
145	SP2	252.358	253.082	0.724	[COSTANO EH]
146	SP1	253.552	253.983	0.431	°eh [nu me piace°]
147	SP2	254.042	254.991	0.949	[cos]tano queste
148	SP1	256.281	257.713	1.432	e come ma~ mamma l'ha comprate?
149	SP3	257.382	258.491	1.109	{ride}
150	SP2	258.560	259.156	0.596	{ride}
151	SP1	258.576	259.685	1.109	{ride}
152	SP2	259.572	260.507	0.935	ha fatto i [soldi]
153	SP1	259.988	261.702	1.714	[(scusa)] {ride} eh infatti
154	SP3	261.950	264.321	2.371	>infatti quando luciana le ha portate< che non erano emme di ho detto oh oh
155	SP1	264.335	265.388	1.053	ma: scusa[mi] {ride}
156	SP3	264.721	265.096	0.375	[xx]
157	SP3	265.618	266.409	0.791	qualcosa non va
158	SP2	267.313	269.803	2.490	vabbè ma: le: raga~ loro vanno anche alla conad no?
159	SP1	270.672	272.383	1.711	sì: però:: in genere:: {ride}
160	SP3	272.926	274.315	1.389	mi [mangio un altro] di: questa vai
161	SP1	273.008	273.860	0.852	[per il PANE]
162	SP1	274.766	275.405	0.639	perché::
163	SP1	276.762	280.200	3.438	no sul pane abbiamo i vizi ma su tutto il resto no siamo abbastanza: ch[eap]
164	SP2	280.067	282.286	2.219	[be]h il pane della conad al gio[lì::]
165	SP3	281.530	282.841	1.311	[m:]:h [buono]
166	SP1	282.569	283.418	0.849	[è buonissimo]
167	SP2	283.914	285.410	1.496	mamma mia mai mangiato un pane così
168	SP3	286.254	286.613	0.359	è vero
169	SP2	288.905	293.002	4.097	è più buono anche di quello al villaggio: della paninoteca: [eh della:: pa~]
170	SP1	291.813	293.177	1.364	[pure secondo me lo sa:]i
171	SP2	293.548	293.996	0.448	°come si chiama°
172	SP2	294.245	294.864	0.619	[panetteria]
173	SP3	294.250	294.867	0.617	[pa~ michele]
174	SP3	295.159	295.758	0.599	la panetteria
175	SP2	297.280	298.259	0.979	è molto molto buono
176	SP2	300.483	301.873	1.390	e poi quando c'è la polacca là
177	SP2	302.386	303.602	1.216	mi fa ridere tantissimo
178	SP3	303.888	304.121	0.233	perché?
179	SP1	304.286	307.888	3.602	io trovo sempre e solo lei in realtà pensavo fosse l'un[ica {P} commessa]
180	SP2	306.748	308.477	1.729	[m:h no c'è anche un'altra] signora
181	SP2	308.744	309.959	1.215	fa AMORE COSA TI DO
182	SP3	309.960	310.830	0.870	{ride}
183	SP2	310.952	311.610	0.658	TESORO
184	SP1	311.824	312.534	0.710	<è vero>
185	SP2	313.008	313.897	0.889	niente più CARO?
186	SP3	314.088	314.853	0.765	io non l'ho mai vista
187	SP3	315.614	315.994	0.380	vabbè [pe~]
188	SP1	315.894	316.242	0.348	[no]:?
189	SP3	316.245	318.391	2.146	e non ci sto da sei mesi raga [e::h]
190	SP1	317.725	318.391	0.666	[ah vero]
191	SP1	318.508	319.621	1.113	giu[sto mi ero (dimenticata)]
192	SP2	318.708	319.757	1.049	[SIGNORA BEL]LA
193	SP2	321.256	322.091	0.835	mi fa ridere un sacco
194	SP1	322.095	323.180	1.085	no è vero è che cazz
195	SP3	323.373	327.139	3.766	poi anche quando stavo qua sei mesi fa {P} non andavo io a fare la spesa devo ammetere quindi
196	SP3	329.364	329.807	0.443	in più
197	SP3	330.164	330.655	0.491	in realtà
198	SP3	330.983	332.015	1.032	ancora AGGIUNGENDO
199	SP3	332.862	339.199	6.337	e:::h non compro pane noi no~ quando stavamo qua non compravamo pane perché zio daniele ce lo porta[va che lavora]va nel [panetti]::~
200	SP1	337.499	338.207	0.708	[ve lo portava]
201	SP1	338.918	339.704	0.786	[giusta]mente
202	SP3	339.704	339.912	0.208	xx
203	SP3	340.479	341.273	0.794	come si dice panettificio?
204	SP1	341.622	343.333	1.711	ma quindi non le apriamo quelle di alberto?
205	SP2	344.946	348.659	3.713	aprile dai amo' queste so' veramente brutte tu le v~ le mangi però?
206	SP1	344.993	345.454	0.461	{ride}
207	SP1	348.668	349.028	0.360	NO::
208	SP3	349.033	349.333	0.300	AMò
209	SP2	349.413	349.703	0.290	NO
210	SP3	349.802	352.428	2.626	e riportagliele a tua mamma siccome le ha comprate vuol dire [che a lei le pia]cciono
211	SP1	351.628	352.136	0.508	[PAPà]
212	SP3	352.856	355.294	2.438	{ride}
213	SP2	353.081	353.926	0.845	madonna dai
214	SP1	355.314	356.562	1.248	sei un genio [del male]
215	SP3	355.963	359.389	3.426	[Sì FACCIAMO FI]NTA CHE:: cioè dici mamma matteo ha detto che non se le mangiava
216	SP3	359.709	361.778	2.069	ma s~ [se l'ha comprate vuol dire che le piacciono]
217	SP1	360.452	363.336	2.884	[no io le metto nel mobi]le quella [non se ne accorge nem]meno
218	SP3	362.119	362.862	0.743	bra {ride} non se ne acco~
219	SP3	363.561	364.686	1.125	>mettile in frigo perché sono aperte<
220	SP2	365.069	367.385	2.316	se voi le mangiate perché sono brutte
221	SP2	368.262	370.289	2.027	cioè magari a voi piacciono >non lo so<
222	SP2	370.897	371.854	0.957	tua madre non le fa?
223	SP1	372.592	372.862	0.270	no
224	SP2	373.251	373.581	0.330	no?
225	SP2	375.135	376.532	1.397	ma quello è stressante [mamma mia]
226	SP1	376.217	379.112	2.895	[ho ta]nte: qualità ma queste cose si scoccia
227	SP2	379.500	380.973	1.473	°eh si scocc~° ma pure mia mamma
228	SP2	381.241	383.446	2.205	io a volte l'aiuto a mia mamma a farle ma ti uccidi
229	SP2	384.257	386.057	1.800	è proprio: fisicamente stancante
230	SP2	387.704	390.827	3.123	tagliarle, strizzarle: poi c vo' nu sacch e aceto
231	SP1	402.557	406.581	4.024	comunque è impressionante quando passa la gente e parla sembra che sta nel cortile di ma[tteo]
232	SP2	406.241	406.614	0.373	[mhm]h
233	SP3	407.778	412.749	4.971	adesso preparatevi ad avere un orgasmo perché queste melanzane {P} sono {P} spettacolari
234	SP1	409.520	412.804	3.284	{canta}
235	SP3	413.104	414.554	1.450	io ho portato anche un fazzoletto
236	SP3	415.073	415.979	0.906	perché farò una cosa
237	SP3	416.478	417.412	0.934	non ortodossa ma
238	SP3	417.944	420.154	2.210	devo togliermi questo olio acetoso [di ques]te
239	SP2	419.463	420.032	0.569	[e::h]
240	SP1	420.446	421.844	1.398	vabbè io lo metto da quest'altro lato
241	SP3	422.028	425.297	3.269	e::h a me era: abbastanza perché sono grasso e ne avevo messe comunque tante
242	SP1	425.370	425.811	0.441	xx
243	SP2	433.357	435.668	2.311	no non possiamo fare una dieta vegana noi mi sa
244	SP3	436.015	437.782	1.767	no: io non ce la farei devo ammettere
245	SP3	438.127	439.118	0.991	vegetariano forse sì
246	SP3	439.611	440.415	0.804	ma vegano no
247	SP3	440.786	442.023	1.237	a me il formaggio piace assai
248	SP3	447.299	451.037	3.738	ma ma anche vegetariano sarebbe molto difficile [MAGARI] lo farei ma sarebbe difficile
249	SP2	449.450	449.659	0.209	[xx]
250	SP2	451.456	453.656	2.200	gran parte dei formaggi non sono vegetariani
251	SP3	454.832	455.359	0.527	in che senso?
252	SP1	456.872	457.941	1.069	perché che ci mettono dentro sc[us~]?
253	SP2	457.971	458.413	0.442	[IL] CAGLIO
254	SP3	459.493	464.318	4.825	>ma chi< no no ormai è solamente caglio: finto che utilizzano quasi nes[suno utili]zza quello vero sì:
255	SP2	462.844	463.261	0.417	[artificiale]?
256	SP3	464.784	465.073	0.289	[anche]
257	SP1	464.784	465.859	1.075	[perché] caglio che si fa?
