tu_id	speaker	start	end	duration	text
45	SP6	72.200	73.950	1.750	cioé si è fatta tipo molla strana
46	SP2	73.420	74.500	1.080	[s'é cong]elata
47	SP6	75.400	77.480	2.080	E ma si è fatta molla strana [(al babbo)]
48	SP2	76.410	78.110	1.700	[eh si è bruciata] si è:
49	SP6	78.110	79.880	1.770	bravo tipo fosse una bruciatura dal gelo
50	SP5	80.690	81.070	0.380	uh
51	SP4	84.370	86.630	2.260	(mi chiedevo come le ha: fatte emiliana)
52	SP1	86.990	87.670	0.680	come:
53	SP4	88.060	89.900	1.840	ci ha messo dentro l'[origa]no (tuttavia)
54	SP6	88.810	89.200	0.390	[ah]
55	SP6	90.610	94.760	4.150	davvero do- dovresti essere contenta il primo: complimento da qu- cunivano qualcosa tu
56	SP1	93.150	95.290	2.140	{applaude}
57	SP1	95.660	98.980	3.320	grazie regà me lo ricorderò a vita sappiate che non si replicherà mai più
58	SP3	99.000	99.730	0.730	{ride}
59	SP1	100.540	106.570	6.030	no perché poi a me cioé e:h Adoro {P} i- come mangiano in ospedale praticamente fabiano me lo dice sempre
60	SP1	106.910	108.010	1.100	(adoro) senza sale
61	SP1	108.660	112.740	4.080	cioè meno sale c'é più mi piace senza olio senza niente meno condimento è
62	SP3	112.890	114.600	1.710	questo sale l'ho preso [per]ché mi hai visto tu eh però
63	SP1	113.470	113.750	0.280	[eh]
64	SP1	114.830	115.980	1.150	no no sì sì questo sì
65	SP4	116.780	117.340	0.560	più o meno
66	SP1	118.280	119.650	1.370	ma ci sono cose e cose
67	SP1	120.220	123.420	3.200	però tipo la pasta eh la sto mangiando quasi completamente senza sale
68	SP3	123.540	123.760	0.220	mh
69	SP3	124.740	125.930	1.190	ma fa schifo la pasta senza sale
70	SP1	126.010	130.919	4.909	lo so mi sono abituata al sapore ormai pure quando ci metti un pizzico di sale la sento salatissima
71	SP3	131.039	132.510	1.471	cioè non metti proprio il sale nell'acqua
72	SP1	132.540	133.160	0.620	<no>
73	SP1	134.560	134.850	0.290	mh
74	SP2	135.160	135.720	0.560	[cosa]?
75	SP6	135.160	136.190	1.030	[xxx co]mo:
76	SP1	136.700	139.700	3.000	eh lo so però non: mi sono abituata non so perché
77	SP3	141.060	141.530	0.470	vabbé
78	SP3	141.720	142.440	0.720	che problema hai?
79	SP1	142.710	145.350	2.640	eh INFAtti che problema ho? ditemelo voi
80	SP2	145.410	146.700	1.290	eh vabbé meglio così in realtà eh
81	SP6	146.780	147.190	0.410	tanti
82	SP1	148.060	149.450	1.390	mado veramente tantissimi {ride}
83	SP3	148.820	149.430	0.610	{ride}
84	SP2	149.820	150.530	0.710	cioé io dir[ei]
85	SP6	150.290	150.590	0.300	[(ops)]
86	SP2	150.840	159.270	8.430	cioé che non la vuoi sala- cioé ch-che non vuoi mettere il sale nel condimento nella pasta però non salare l'acqua quando la bolli è [illegale °cazzo°]
87	SP3	158.250	159.270	1.020	[eh no esatto]
88	SP1	159.280	160.020	0.740	è illegale eh
89	SP1	161.040	168.040	7.000	lo so ma t- vi giuro che io sento ormai sempre salato pure se ci metti un pizzico io non ce la faccio a mangiarlo non so quante volte ho litigato con mamma
90	SP2	168.290	169.420	1.130	vabbé meglio così
91	SP1	170.270	172.620	2.350	perché la sento oggettivamente salata
92	SP5	175.640	177.420	1.780	io comunque non so voi ma ho ancora fame voi?
93	SP6	178.160	180.860	2.700	io: non particolarmente ma [(vi va)] di queste melanzanette
94	SP1	179.460	179.940	0.480	[io no]
95	SP4	181.090	184.580	3.490	io voglio quelle zucchine di emiliana {P} non [xxxx]
96	SP6	184.150	184.680	0.530	[(è onto)]
97	SP1	184.769	187.970	3.201	Smettila tanto se già le hai assaggiate mamma mia mi fanno schifo ste cose
98	SP3	189.530	189.920	0.390	vabbé
99	SP6	192.220	194.260	2.040	non sono quelle della mamma? però sono buone
100	SP1	194.299	197.180	2.881	sono buone proprio amo sono: sott'aceto non sott'olio
101	SP6	197.240	198.040	0.800	è vero {P} però
102	SP1	198.120	199.050	0.930	no son bruttissime
103	SP6	199.100	199.530	0.430	(Vi)
104	SP6	199.910	203.080	3.170	xxxx se fai questa cattiva pubblicità roberto non se le mangia
105	SP4	204.050	207.090	3.040	ma a me manco piacciono mi piacciono solo quelle di mamma
106	SP6	208.070	208.320	0.250	uhm
107	SP6	208.910	210.630	1.720	a me piacciono soltanto quelle della mamma di roberto
108	SP4	211.110	212.710	1.600	fanno schifo sanno di zenzero
109	SP1	212.860	214.110	1.250	sono mh di zenzero?
110	SP3	214.200	214.670	0.470	ma no
111	SP1	214.960	216.090	1.130	zenzero non saprei
112	SP2	218.450	219.820	1.370	per me come (viviano) sanno di aceto
113	SP5	220.150	221.110	0.960	no non sono buone
114	SP5	221.360	222.150	0.790	sono brutte proprio
115	SP1	222.320	223.620	1.300	si sono brutte:
116	SP6	223.900	226.100	2.200	che dite le buttiamo e apriamo quelle della mamma di roberto?
117	SP1	226.550	227.690	1.140	e:h [io]
118	SP6	226.950	227.680	0.730	[che ne pensate]?
119	SP5	228.060	228.640	0.580	beh peccato
120	SP1	229.120	230.220	1.100	è un po' uno spreco
121	SP6	231.220	233.570	2.350	e lo so raga però: pure io xxxx per forza
122	SP5	232.420	235.680	3.260	[però sono veramente bru]tte queste sembrano finte mamma mia che è?
123	SP1	235.730	237.360	1.630	eh sono bruttissime:
124	SP5	237.510	238.900	1.390	non hanno texture sono
125	SP2	241.230	244.090	2.860	io un tempo compravo quelle là: della lidl
126	SP1	244.650	244.990	0.340	mh
127	SP2	246.050	246.630	0.580	(baresa)
128	SP1	246.740	250.340	3.600	no ma ce ne sono delle marche in barattolo che sono nuove ma queste proprio brutte
129	SP6	250.470	253.870	3.400	no ma questo (sarò) da amico in teoria dovrebbe cioè (marca xxx) costa
130	SP2	252.430	253.560	1.130	costano eh
131	SP2	254.120	255.120	1.000	costano queste
132	SP1	256.390	257.790	1.400	come mai mamma l'ha comprata
133	SP4	257.640	258.450	0.810	{ride}
134	SP1	258.450	259.709	1.259	{ride}
135	SP5	259.790	260.579	0.789	ha fatto i soldi
136	SP1	260.339	262.029	1.690	(lo sai)? infatti {ride}
137	SP6	262.040	264.820	2.780	infatti (la cosa bella è che) non era un md ha detto oh oh
138	SP1	264.870	265.430	0.560	ma scusami?
139	SP2	265.860	266.640	0.780	qualcosa non va
140	SP3	267.550	270.030	2.480	eh ma le raga: loro vanno anche alla conad no?
141	SP1	270.790	272.630	1.840	sì però in genere:
142	SP1	272.930	274.150	1.220	per il pane
143	SP1	275.115	275.534	0.419	perché
144	SP1	276.986	280.472	3.486	no sul pane abbiamo i vizi ma su tutto il resto siamo abbastanza chill
145	SP2	280.549	282.097	1.548	(ma) nella conad (al gelì)
146	SP6	282.097	282.858	0.761	m:h buono
147	SP1	282.954	283.664	0.710	è buonissima
148	SP2	284.093	285.527	1.434	mamma mia mai mangiato un pane così
149	SP3	286.429	286.792	0.363	vero
150	SP2	289.288	293.381	4.093	è anche più buono di quello al viallaggio della paninoteca: eh della: [xxx]
151	SP1	292.173	293.389	1.216	[pure secondo me sai]?
152	SP5	293.819	294.173	0.354	come si chiama?
153	SP3	294.460	295.146	0.686	la (panichelli)
154	SP3	295.363	295.925	0.562	la panetteria
155	SP3	297.381	298.469	1.088	è molto molto buono
156	SP2	300.743	302.133	1.390	papà quando c'è la (polacca) là
157	SP2	302.540	303.876	1.336	li fa (aggiungere) tantissimo
158	SP3	304.093	304.336	0.243	perché?
159	SP2	304.465	307.274	2.809	infatti
