tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
63	SP1	107.842	110.635	2.793	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	e anch[e il par]cheggio, [no? devo] far- as-	e anch[e il par]cheggio, [no? devo] far- as-	e anche il parcheggio no devo far- as-
64	SP2	108.442	108.892	0.45	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sìsìsì]	[sìsìsì]	sìsìsì
65	SP2	109.392	109.707	0.315	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sìsì]	[sìsì]	sìsì
66	SP1	111.742	113.042	1.3	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	3	allora com'è la città,	allora com'è la città,	allora com'è la città
67	SP1	113.121	117.535	4.414	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	14	se tu paghi duecento eur- cen- duecento euro in più? [ma ti tro]vi tutto	se tu paghi duecento eur- cen- duecento euro in più? [ma ti tro]vi tutto	se tu paghi duecento eur- cen- duecento euro in più ma ti trovi tutto
68	SP2	116.564	116.935	0.371	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
69	SP2	117.707	118.435	0.728	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	certo sì	certo sì	certo sì
70	SP2	118.671	119.399	0.728	True	0	0	0	0	0	0	False	False	False	False	True	71=0.007	0	0	0	2	certo certo	certo certo	certo certo
71	SP1	119.392	124.571	5.179	True	0	0	0	0	0	0	False	False	False	False	True	70=0.007	0	0	0	16	come da là per fare una espesa, io devo fare cioè dieci chilometri cinque chilometri almeno	come da là per fare una espesa, io devo fare cioè dieci chilometri cinque chilometri almeno	come da là per fare una espesa io devo fare cioè dieci chilometri cinque chilometri almeno
72	SP2	124.585	124.764	0.179	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	°mh°	°mh°	mh
73	SP2	125.721	126.871	1.15	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	no poi ti insomma	no poi ti insomma	no poi ti insomma
74	SP2	126.949	129.807	2.858	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	ti svegli presto il [traffico, lo stress sì]	ti svegli presto il [traffico, lo stress sì]	ti svegli presto il traffico lo stress sì
75	SP1	127.728	130.792	3.064	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	[assolutamente ma guarda] che là:	[assolutamente ma guarda] che là:	assolutamente ma guarda che là
76	SP1	131.235	133.528	2.293	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	da vivere la differenza da città e fuori città	da vivere la differenza da città e fuori città	da vivere la differenza da città e fuori città
77	SP1	134.078	137.442	3.364	True	1	0	0	0	0	0	False	False	False	False	False	_	1	0	0	10	se lavoro (.)  fuori città guarda che per me va bene	se lavoro {P} fuori città guarda che per me va bene	se lavoro {P} fuori città guarda che per me va bene
78	SP2	137.442	137.628	0.186	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmh	mhmh	mhmh
79	SP1	137.628	139.464	1.836	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	ma, dentro la città [che devo la]vorare	ma, dentro la città [che devo la]vorare	ma dentro la città che devo lavorare
80	SP2	138.471	139.078	0.607	True	0	0	0	0	0	0	False	False	False	False	True	79=0.607	0	0	0	2	venendo qua	venendo qua	venendo qua
81	SP2	139.514	140.135	0.621	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	certo sìsì	certo sìsì	certo sìsì
82	SP1	140.142	143.842	3.7	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	significa che per me, non è che una giornata di: ventiquattro ore	significa che per me, non è che una giornata di: ventiquattro ore	significa che per me non è che una giornata di ventiquattro ore
83	SP2	143.921	144.371	0.45	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmh	mhmh	mhmh
84	SP1	144.749	146.171	1.422	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	sono ventidue o[re]	sono ventidue o[re]	sono ventidue ore
85	SP2	146.128	147.128	1.0	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[ce]rto perché [uno]	[ce]rto perché [uno]	certo perché uno
86	SP1	146.857	147.721	0.864	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[ancora] meno	[ancora] meno	ancora meno
87	SP2	147.892	148.092	0.2	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmh	mhmh	mhmh
88	SP1	148.264	149.314	1.05	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	sono venti ore tipo	sono venti ore tipo	sono venti ore tipo
89	SP2	149.414	149.592	0.178	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[°sì°]	[°sì°]	sì
90	SP1	149.435	150.728	1.293	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	4	[per]ché ogni giorno io l'ho	[per]ché ogni giorno io l'ho	perché ogni giorno io l'ho
91	SP1	151.271	153.849	2.578	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	2	7	vada avanti e indietro, un'ora un'ora e mezza c(io)è	vada avanti e indietro, un'ora un'ora e mezza c(io)è	vada avanti e indietro un'ora un'ora e mezza cioè
92	SP1	153.978	159.157	5.179	True	2	0	0	0	0	0	False	False	False	False	False	_	0	0	4	9	per venire un'ora mezzo  un'[ora]  minimo e, ritornare ancora facciamo mezz'ora o un'ora	per venire un'ora mezzo un'[ora] minimo e, ritornare ancora facciamo mezz'ora o un'ora	per venire un'ora mezzo un'ora minimo e ritornare ancora facciamo mezz'ora o un'ora
93	SP2	155.599	155.885	0.286	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[°mhmh°]	[°mhmh°]	mhmh
94	SP2	159.392	159.707	0.315	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmh	mhmh	mhmh
95	SP1	159.714	160.935	1.221	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	allora due ore già è scalata	allora due ore già è scalata	allora due ore già è scalata
96	SP2	161.035	161.628	0.593	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	sìsì [mh]	sìsì [mh]	sìsì mh
97	SP1	161.478	162.578	1.1	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	[per] preparare c(io)è se	[per] preparare c(io)è se	per preparare cioè se
98	SP1	163.057	164.714	1.657	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	tipo che noi abitiamo cioè	tipo che noi abitiamo cioè	tipo che noi abitiamo cioè
99	SP1	164.971	168.099	3.128	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	facciamo come dentro la bologna, tu venti minuti	facciamo come dentro la bologna, tu venti minuti	facciamo come dentro la bologna tu venti minuti
100	SP1	168.364	169.821	1.457	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	trenta minuti sei in [lavoro]	trenta minuti sei in [lavoro]	trenta minuti sei in lavoro
101	SP2	169.464	169.935	0.471	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]mh	[mhmh]mh	mhmhmh
102	SP2	170.485	171.214	0.729	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	certo sìsì	certo sìsì	certo sìsì
103	SP2	171.635	175.078	3.443	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	ma prima, di trasferirti in valsamogia d- in quale zona abitavi:	ma prima, di trasferirti in valsamogia d- in quale zona abitavi:	ma prima di trasferirti in valsamogia d- in quale zona abitavi
