tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
17	SP2	31.983	32.305	0.322	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[mh mh]	[mh mh]	mh mh
18	SP1	32.049	32.477	0.428	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[allora]	[allora]	allora
19	SP1	32.772	34.905	2.133	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	per pochi che: tutti quanti:	per pochi che: tutti quanti:	per pochi che tutti quanti
20	SP2	35.68	41.122	5.442	True	0	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0	18	sì sì sì certo capito (.) mh e ma se (.) se potessi un giorno vorresti vivere in citt[à o,]	sì sì sì certo capito {P} mh e ma se {P} se potessi un giorno vorresti vivere in citt[à o,]	sì sì sì certo capito {P} mh e ma se {P} se potessi un giorno vorresti vivere in città o
21	SP1	40.833	47.01	6.177	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	20	[assolu]tamente io e sto provando tutti i giorni a [trova]re c'è un appartamento per i: trasferire in bolo[gna cioè]	[assolu]tamente io e sto provando tutti i giorni a [trova]re c'è un appartamento per i: trasferire in bolo[gna cioè]	assolutamente io e sto provando tutti i giorni a trovare c' è un appartamento per i trasferire in bologna cioè
22	SP2	43.033	43.404	0.371	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[°okay°]	[°okay°]	okay
23	SP2	46.416	46.794	0.378	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[mh mh]	[mh mh]	mh mh
24	SP1	47.094	48.094	1.0	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	io lavoro qui	io lavoro qui	io lavoro qui
25	SP1	48.294	50.044	1.75	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	7	è un utile che io vado (.) a	è un utile che io vado {P} a	è un utile che io vado {P} a
26	SP1	50.555	55.972	5.417	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	14	esempio faccio così una una una ragionamento se (.) lo trovo una casa in bologna	esempio faccio così una una una ragionamento se {P} lo trovo una casa in bologna	esempio faccio così una una una ragionamento se {P} lo trovo una casa in bologna
27	SP1	56.238	60.649	4.411	True	0	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0	11	che (.) mille euro (.) facci[amo pe]rché: una casa deve essere mille euro	che {P} mille euro {P} facci[amo pe]rché: una casa deve essere mille euro	che {P} mille euro {P} facciamo perché una casa deve essere mille euro
28	SP2	57.905	58.215	0.31	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[mh mh]	[mh mh]	mh mh
29	SP1	60.74	64.794	4.054	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	18	e (.) non è che deve essere soltanto una camera un mon- un monolocale che è mille euro no	e {P} non è che deve essere soltanto una camera un mon- un monolocale che è mille euro no	e {P} non è che deve essere soltanto una camera un mon- un monolocale che è mille euro no
30	SP1	65.211	65.672	0.461	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	è troppo	è troppo	è troppo
31	SP2	65.677	66.42	0.743	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	è troppo sì	è troppo sì	è troppo sì
32	SP1	66.466	71.722	5.256	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	17	deve essere almeno tre camera di let[to per per] mille euro mille due mille cento facc[iamo] così	deve essere almeno tre camera di let[to per per] mille euro mille due mille cento facc[iamo] così	deve essere almeno tre camera di letto per per mille euro mille due mille cento facciamo così
33	SP2	68.083	68.805	0.722	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[sì sì sì]	[sì sì sì]	sì sì sì
34	SP2	71.088	71.461	0.373	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[mh mh]	[mh mh]	mh mh
35	SP1	72.7	74.483	1.783	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	se vado a: valsamoggia	se vado a: valsamoggia	se vado a valsamoggia
36	SP1	74.716	77.72200000000001	3.106	True	0	0	0	0	0	0	1	False	False	False	False	False	_	0	0	0	12	ogni mese io e spendo c- più di duecento euro di benzina	ogni mese io e spendo c- più di duecento euro di benzina	ogni mese io e spendo c- più di duecento euro di benzina
37	SP2	77.82	79.144	1.324	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	5	sì sì (.) e il parcheggio	sì sì {P} e il parcheggio	sì sì {P} e il parcheggio
38	SP1	79.266	79.97200000000001	0.806	True	0	0	0	0	0	0	1	False	False	False	False	True	_	0	0	0	3	e parcheggio pi[ù]	e parcheggio pi[ù]	e parcheggio più
39	SP2	80.011	80.261	0.25	True	0	0	0	0	0	0	0	False	False	False	False	True	_	0	0	0	1	[s]ì	[s]ì	sì
40	SP1	80.327	83.477	3.15	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	facciamo trecentocin[quanta euro di ogni mes]e	facciamo trecentocin[quanta euro di ogni mes]e	facciamo trecentocinquanta euro di ogni mese
41	SP2	81.611	83.216	1.605	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	[sì sì (diventa altiss-)]	[sì sì (diventa altiss-)]	sì sì diventa altiss-
42	SP2	83.74	84.38	0.64	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	tantissimo	tantissimo	tantissimo
43	SP1	84.5	85.26	0.76	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	tantissimo	tantissimo	tantissimo
44	SP2	85.894	86.416	0.522	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	°sì sì°	°sì sì°	sì sì
45	SP2	86.655	90.411	3.756	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	14	no io non ho la macchina quindi non mi r[endo conto sento queste cifre] ((ride))	no io non ho la macchina quindi non mi r[endo conto sento queste cifre] {ride}	no io non ho la macchina quindi non mi rendo conto sento queste cifre {ride}
46	SP1	88.199	93.999	5.8	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	[no <intendevo intende]vo> che se là pago settecento euro in affitto	[no <intendevo intende]vo> che se là pago settecento euro in affitto	no intendevo intendevo che se là pago settecento euro in affitto
47	SP1	94.344	97.288	2.944	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	4	più (.) trecentocinquant[a so]no mille	più {P} trecentocinquant[a so]no mille	più {P} trecentocinquanta sono mille
48	SP2	96.311	96.515	0.204	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mh]	[mh]	mh
49	SP2	97.288	97.722	0.434	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	mh mh	mh mh	mh mh
50	SP1	98.24	110.705	12.465	True	0	0	0	0	0	0	0	False	False	False	False	False	_	3	0	0	35	già (.) mille: [mil- mille] cento mille due [mille cento] mil- mille duecento dopo [perché non è] che è solo che devo pagare la macchina (.) la benzina e:: (.) e anch[e: il parche]ggio [no devo] fa- as-	già {P} mille: [mil- mille] cento mille due [mille cento] mil- mille duecento dopo [perché non è] che è solo che devo pagare la macchina {P} la benzina e:: {P} e anch[e: il parche]ggio [no devo] fa- as-	già {P} mille mil- mille cento mille due mille cento mil- mille duecento dopo perché non è che è solo che devo pagare la macchina {P} la benzina e {P} e anche il parcheggio no devo fa- as-
51	SP2	99.533	100.099	0.566	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[°sì sì sì°]	[°sì sì sì°]	sì sì sì
52	SP2	101.305	101.679	0.374	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[mh mh]	[mh mh]	mh mh
53	SP2	103.077	103.405	0.328	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[mh mh]	[mh mh]	mh mh
54	SP2	108.399	109.027	0.628	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[sì sì sì]	[sì sì sì]	sì sì sì
55	SP2	109.277	109.752	0.475	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[°sì sì sì°]	[°sì sì sì°]	sì sì sì
56	SP1	111.78	117.494	5.714	True	0	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0	18	allora come la città (.) se tu paghi duecento eu- cioè duecento euro in PIÚ (.) [ma ti t]rovi tutto	allora come la città {P} se tu paghi duecento eu- cioè duecento euro in PIÚ {P} [ma ti t]rovi tutto	allora come la città {P} se tu paghi duecento eu- cioè duecento euro in piú {P} ma ti trovi tutto
57	SP2	116.45	116.928	0.478	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[mh mh]	[mh mh]	mh mh
58	SP2	117.62	119.416	1.796	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	4	certo sì (.) certo cer[to]	certo sì {P} certo cer[to]	certo sì {P} certo certo
59	SP1	119.2	124.56	5.36	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	16	[com]e da là per fare una spesa io devo fare cioè dieci chilometri cinque chilometri almeno	[com]e da là per fare una spesa io devo fare cioè dieci chilometri cinque chilometri almeno	come da là per fare una spesa io devo fare cioè dieci chilometri cinque chilometri almeno
60	SP2	124.561	124.816	0.255	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mh	mh	mh
61	SP2	125.7	129.761	4.061	True	0	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0	10	ma poi ti (.) (in)somma (.) ti svegli pres[to, traffico, stress, sì]	ma poi ti {P} (in)somma {P} ti svegli pres[to, traffico, stress, sì]	ma poi ti {P} insomma {P} ti svegli presto traffico stress sì
62	SP1	127.861	130.755	2.894	True	0	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0	5	[<assolutamente> ma (.) guarda] che (.) la	[<assolutamente> ma {P} guarda] che {P} la	assolutamente ma {P} guarda che {P} la
63	SP1	131.222	133.599	2.377	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	da vivere la differenza da città e fuori città	da vivere la differenza da città e fuori città	da vivere la differenza da città e fuori città
64	SP2	133.599	133.916	0.317	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	mh mh	mh mh	mh mh
65	SP1	134.08	139.427	5.347	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	17	SE LAVORO, fuori città guarda che per me va bene [ma] (.) dentro le cit[tà che devo lavora]re	SE LAVORO, fuori città guarda che per me va bene [ma] {P} dentro le cit[tà che devo lavora]re	se lavoro fuori città guarda che per me va bene ma {P} dentro le città che devo lavorare
66	SP2	137.394	137.778	0.384	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[mh mh]	[mh mh]	mh mh
67	SP2	138.405	139.199	0.794	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[venendo qua]	[venendo qua]	venendo qua
68	SP2	139.444	140.327	0.883	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	certo sì [sì]	certo sì [sì]	certo sì sì
69	SP1	140.12	143.916	3.796	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	12	[signi]fica che per me non è che una giornata di (.) ventiquattro ore	[signi]fica che per me non è che una giornata di {P} ventiquattro ore	significa che per me non è che una giornata di {P} ventiquattro ore
70	SP2	144.005	144.379	0.374	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	mh mh	mh mh	mh mh
71	SP1	144.633	145.072	0.439	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	sono	sono	sono
72	SP1	145.277	146.399	1.122	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	ventidue [ore]	ventidue [ore]	ventidue ore
73	SP2	145.98	148.349	2.369	True	0	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0	8	[cert]o (.) perché è [un'ora con] (.) mh [mh]	[cert]o {P} perché è [un'ora con] {P} mh [mh]	certo {P} perché è un' ora con {P} mh mh
74	SP1	146.855	147.805	0.95	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[ancora meno]	[ancora meno]	ancora meno
75	SP1	148.138	150.811	2.673	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	[sono] venti ore ti[po perché] ogni giorno io lo	[sono] venti ore ti[po perché] ogni giorno io lo	sono venti ore tipo perché ogni giorno io lo
76	SP2	149.222	149.588	0.366	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[°sì sì°]	[°sì sì°]	sì sì
77	SP1	151.216	159.2	7.984	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	29	 vado avanti e indietro un'ora un'ora e mezzo cioè per venire un'ora e mezzo un'or[a mi]nimo e ritornare ancora facciamo mezz'ora o un'ora	vado avanti e indietro un'ora un'ora e mezzo cioè per venire un'ora e mezzo un'or[a mi]nimo e ritornare ancora facciamo mezz'ora o un'ora	vado avanti e indietro un' ora un' ora e mezzo cioè per venire un' ora e mezzo un' ora minimo e ritornare ancora facciamo mezz' ora o un' ora
78	SP2	155.672	155.969	0.297	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mh]	[mh]	mh
79	SP2	159.522	159.89	0.368	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[mh mh]	[mh mh]	mh mh
80	SP1	159.622	161.127	1.505	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	[allora] due ore è già scalata	[allora] due ore è già scalata	allora due ore è già scalata
81	SP2	161.138	161.741	0.603	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	sì sì [eh]	sì sì [eh]	sì sì eh
82	SP1	161.411	162.611	1.2	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	[per prep]arare cioè se	[per prep]arare cioè se	per preparare cioè se
83	SP1	162.983	164.599	1.616	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	tipo che noi abitiamo cioè	tipo che noi abitiamo cioè	tipo che noi abitiamo cioè
84	SP1	164.96	168.038	3.078	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	facciamo come dentro la bologna tu venti minuti	facciamo come dentro la bologna tu venti minuti	facciamo come dentro la bologna tu venti minuti
85	SP1	168.349	169.899	1.55	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	trenta minuti sei in lav[oro]	trenta minuti sei in lav[oro]	trenta minuti sei in lavoro
86	SP2	169.491	170.194	0.703	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	[mh mh] mh mh	[mh mh] mh mh	mh mh mh mh
87	SP2	170.42	171.3	0.88	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	certo sì sì	certo sì sì	certo sì sì
88	SP2	171.58	175.099	3.519	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	ma prima di trasferirti in valsamoggia mh in quale zona abitavi: [di]	ma prima di trasferirti in valsamoggia mh in quale zona abitavi: [di]	ma prima di trasferirti in valsamoggia mh in quale zona abitavi di
89	SP1	174.86	176.583	1.723	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	[al ce]ntro proprio al c[entro storico]	[al ce]ntro proprio al c[entro storico]	al centro proprio al centro storico
90	SP2	175.777	177.349	1.572	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[centro cen]tro [okay]	[centro cen]tro [okay]	centro centro okay
91	SP1	176.772	177.461	0.689	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[centro centro]	[centro centro]	centro centro
92	SP1	178.533	180.705	2.172	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	DIECI MINUTI CAMMINATA che dove lavoro io	DIECI MINUTI CAMMINATA che dove lavoro io	dieci minuti camminata che dove lavoro io
93	SP2	181.194	183.794	2.6	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	1	9	però c'è un po' di casino in cen[tro sporco,:]	pero' c'è un po' di casino in cen[tro sporco,:]	pero' c' è un po' di casino in centro sporco,:
94	SP1	182.744	191.299	8.555	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	29	[no guarda che il <c]asino> no x cioè proprio no non è che è sporco tu di- tu mh non posso cioè non puoi: guardare tutte le cose insie[me]	[no guarda che il <c]asino> no x cioè proprio no non è che è sporco tu di- tu mh non posso cioè non puoi: guardare tutte le cose insie[me]	no guarda che il casino no x cioè proprio no non è che è sporco tu di- tu mh non posso cioè non puoi guardare tutte le cose insieme
95	SP2	191.066	191.439	0.373	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[mh mh]	[mh mh]	mh mh
96	SP2	192.127	192.436	0.309	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	mh mh	mh mh	mh mh
97	SP2	193.04	195.788	2.748	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	quindi sì ti [ti pia]cerebbe ritornare a [vivere in centro sì]	quindi sì ti [ti pia]cerebbe ritornare a [vivere in centro sì]	quindi sì ti ti piacerebbe ritornare a vivere in centro sì
98	SP1	193.777	194.083	0.306	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sì]	[sì]	sì
99	SP1	194.972	203.472	8.5	True	0	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0	21	[perché (.) è u]na persona che vanno cioè lavorare dentro in città va a abitare fuori (.) [ti in]qui- stai inquin[ando lo ste]ss[o]	[perché {P} è u]na persona che vanno cioè lavorare dentro in città va a abitare fuori {P} [ti in]qui- stai inquin[ando lo ste]ss[o]	perché {P} è una persona che vanno cioè lavorare dentro in città va a abitare fuori {P} ti inqui- stai inquinando lo stesso
100	SP2	200.911	201.223	0.312	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[mh mh]	[mh mh]	mh mh
101	SP2	202.244	202.805	0.561	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[anche]	[anche]	anche
102	SP2	203.233	203.811	0.578	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[ce]rto	[ce]rto	certo
103	SP2	204.005	206.416	2.411	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	8	ah [no no no certamen]te (.) sì sì sì	ah [no no no certamen]te {P} sì sì sì	ah no no no certamente {P} sì sì sì
104	SP1	204.094	205.393	1.299	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	[devi capire questa qua]	[devi capire questa qua]	devi capire questa qua
105	SP2	206.811	207.811	1.0	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	e:h nien[te da]	e:h nien[te da]	eh niente da
106	SP1	207.511	211.344	3.833	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	11	[ma s]e come io che vengo a abitare (.) in cen- città	[ma s]e come io che vengo a abitare {P} in cen- città	ma se come io che vengo a abitare {P} in cen- città
107	SP1	211.705	212.777	1.072	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	una macchina	una macchina	una macchina
108	SP1	213.061	213.449	0.388	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	già f-	già f-	già f-
109	SP1	213.638	214.038	0.4	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	già	già	già
110	SP1	214.288	215.205	0.917	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	fer[ma per]	fer[ma per]	ferma per
111	SP2	214.738	215.045	0.307	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[mh mh]	[mh mh]	mh mh
112	SP2	215.605	215.971	0.366	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	mh [mh]	mh [mh]	mh mh
113	SP1	215.705	216.999	1.294	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	[non in]quinare la citt[à]	[non in]quinare la citt[à]	non inquinare la città
114	SP2	216.86	219.199	2.339	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	[sì sì] sì è vero capisco perfettamente	[sì sì] sì è vero capisco perfettamente	sì sì sì è vero capisco perfettamente
115	SP2	219.58	222.172	2.592	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	m:h e sono curiosa di chiederti anche	m:h e sono curiosa di chiederti anche	mh e sono curiosa di chiederti anche
116	SP2	222.311	222.794	0.483	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	1	perchè	perché	perché
117	SP2	223.055	224.577	1.522	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	quindi immagino che la tua famiglia	quindi immagino che la tua famiglia	quindi immagino che la tua famiglia
118	SP2	225.027	229.577	4.55	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	17	si sia trasfer[ita qui da]l bangladesh no quindi in in nella in casa con i tuoi genitori	si sia trasfer[ita qui da]l bangladesh no quindi in in nella in casa con i tuoi genitori	si sia trasferita qui dal bangladesh no quindi in in nella in casa con i tuoi genitori
119	SP1	225.894	226.177	0.283	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sì]	[sì]	sì
120	SP2	229.886	231.877	1.991	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	parla- m:h che lingua parlate	parla- m:h che lingua parlate	parla- mh che lingua parlate
121	SP1	231.961	237.983	6.022	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	15	sì è la lingua d'anglo che parlano però tutti quanti lo sanno anche italiano	sì è la lingua d'anglo che parlano pero' tutti quanti lo sanno anche italiano	sì è la lingua d' anglo che parlano pero' tutti quanti lo sanno anche italiano
