tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
20	SP2	41.2	45.0	3.8	True	1	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	da trecento [cinquanta]  mila ma devo essere quanto grande bologna	da trecento [cinquanta] mila ma devo essere quanto grande bologna	da trecento cinquanta mila ma devo essere quanto grande bologna
21	SP1	45.44	54.0	8.56	True	1	0	0	0	0	0	0	False	False	False	False	True	22=1.900	1	1	0	23	non so di chilometri quadrati però (.) ((ride)) decisamente più grande di [>bologna<] ma infatti  mi sembrava impossibile ma [il ragazzo ieri insisteva e ancora]	non so di chilometri quadrati però {P} {ride} decisamente più grande di [>bologna<] ma infatti mi sembrava impossibile ma [il ragazzo ieri insisteva e ancora]	non so di chilometri quadrati però {P} {ride} decisamente più grande di bologna ma infatti mi sembrava impossibile ma il ragazzo ieri insisteva e ancora
22	SP2	52.1	55.213	3.113	True	0	0	0	0	0	0	0	False	False	False	False	True	21=1.900,23=0.513	0	0	0	9	[e guarda che bolognia è cento quattr]- cento quaranta	[e guarda che bolognia è cento quattr]- cento quaranta	e guarda che bolognia è cento quattr- cento quaranta
23	SP1	54.7	55.991	1.291	True	0	0	0	0	0	0	0	False	False	False	False	True	22=0.513,24=0.481	0	0	0	2	[EH sì:]	[EH sì:]	eh sì
24	SP2	55.51	63.2	7.69	True	1	0	0	0	0	0	0	False	False	False	False	True	23=0.481	0	0	0	16	cento quaranta virgola nove  chilometri quadrati che se parliamo fino a da: am: dove di pilastro	cento quaranta virgola nove chilometri quadrati che se parliamo fino a da: am: dove di pilastro	cento quaranta virgola nove chilometri quadrati che se parliamo fino a da am dove di pilastro
25	SP1	63.31	63.684	0.374	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	m: m:	m: m:	m m
26	SP2	63.882	65.61	1.728	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	fino a: di: m:	fino a: di: m:	fino a di m
27	SP1	65.7	68.968	3.268	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	tipo casalecchio e [la barca sì sì sì]	tipo casalecchio e [la barca sì sì sì]	tipo casalecchio e la barca sì sì sì
28	SP2	66.9	69.3	2.4	True	0	0	0	0	0	0	0	False	False	False	False	True	27=2.068,29=0.200	1	0	0	5	[sì (.) sì proprio sì casalecchio]	[sì {P} sì proprio sì casalecchio]	sì {P} sì proprio sì casalecchio
29	SP1	69.1	70.0	0.9	True	0	0	0	0	0	0	0	False	False	False	False	True	28=0.200,30=0.390	0	0	0	3	[sì sì sì]	[sì sì sì]	sì sì sì
30	SP2	69.61	75.9	6.29	True	1	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	18	[tipo proprio] il quadrato di: dentro c'ha proprio quel chel m: quel che comune di bologna  esempio	[tipo proprio] il quadrato di: dentro c'ha proprio quel chel m: quel che comune di bologna esempio	tipo proprio il quadrato di dentro c' ha proprio quel chel m quel che comune di bologna esempio
31	SP1	75.99	76.5	0.51	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	m: m:	m: m:	m m
32	SP2	76.5	83.112	6.612	True	1	0	0	0	0	0	0	False	False	False	False	True	33=1.000,34=0.500,35=0.622	0	0	0	21	però ef: non è il  fuori che hanno cont[ato ceh proprio la città] e il capitale [che entrata] c'è proprio	però ef: non è il fuori che hanno cont[ato ceh proprio la città] e il capitale [che entrata] c'è proprio	però ef non è il fuori che hanno contato ceh proprio la città e il capitale che entrata c' è proprio
33	SP1	79.11	80.11	1.0	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[sì sì certo]	[sì sì certo]	sì sì certo
34	SP1	80.7	81.2	0.5	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[sì sì sì]	[sì sì sì]	sì sì sì
35	SP1	82.49	90.282	7.792	True	0	0	0	0	0	0	0	False	False	False	False	True	32=0.622,36=0.287,37=1.382	0	0	0	22	sì sì certo no ma io- a me sembrava inpossibile che una città italiana neanche la capitale fosse grande come [la capitale]	sì sì certo no ma io- a me sembrava inpossibile che una città italiana neanche la capitale fosse grande come [la capitale]	sì sì certo no ma io- a me sembrava inpossibile che una città italiana neanche la capitale fosse grande come la capitale
36	SP2	83.61	83.897	0.287	True	0	0	0	0	0	0	0	False	False	False	False	True	35=0.287	0	0	0	1	mm	mm	mm
37	SP2	88.9	98.6	9.7	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	25	[beh no è come più-] g- ce come grande della venezia che venezia è una città bella grande quattrocento quatto- e: <quattrocento> quattordici metri quadrati	[beh no è come più-] g- ce come grande della venezia che venezia è una città bella grande quattrocento quatto- e: <quattrocento> quattordici metri quadrati	beh no è come più- g- ce come grande della venezia che venezia è una città bella grande quattrocento quatto- e quattrocento quattordici metri quadrati
38	SP1	98.7	107.053	8.353	True	1	0	0	0	0	0	0	False	False	False	False	True	40=3.363,39=0.500	0	1	0	18	ma che em: perché conteranno tutta la provincia [perché vene]zia città è un'isoletta grande [così  praticamente] ((ride)) [sì]	ma che em: perché conteranno tutta la provincia [perché vene]zia città è un'isoletta grande [così praticamente] {ride} [sì]	ma che em perché conteranno tutta la provincia perché venezia città è un' isoletta grande così praticamente {ride} sì
39	SP2	101.4	101.9	0.5	True	0	0	0	1	0	0	0	False	False	False	True	True	38=0.500	0	0	0	1	[sì+	[sì	sì
40	SP2	103.69	110.477	6.787	True	1	0	0	0	0	0	0	False	False	False	False	True	38=3.363,41=1.477	0	0	0	17	[eh assolutamente] [poi] se andiamo ancora un po' avanti ci sono colli che non [non contano  neanche]	[eh assolutamente] [poi] se andiamo ancora un po' avanti ci sono colli che non [non contano neanche]	eh assolutamente poi se andiamo ancora un po' avanti ci sono colli che non non contano neanche
41	SP1	109.0	119.2	10.3	True	0	0	0	0	0	0	1	False	False	False	False	True	40=1.477,42=0.369	0	0	0	28	[no no infatti] no ma mi sembrava strano [infatti ma] e quindi mi dicevi che nella zona della tua famiglia ci sono delle iniz- delle iniziative cultur[ali? delle:]	[no no infatti] no ma mi sembrava strano [infatti ma] e quindi mi dicevi che nella zona della tua famiglia ci sono delle iniz- delle iniziative cultur[ali? delle:]	no no infatti no ma mi sembrava strano infatti ma e quindi mi dicevi che nella zona della tua famiglia ci sono delle iniz- delle iniziative culturali delle
42	SP2	112.7	113.069	0.369	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sì]	[sì]	sì
43	SP2	119.21	120.394	1.184	True	0	0	0	0	0	0	0	False	False	False	False	True	44=0.594	1	0	0	2	[sì] (.) [sì]	[sì] {P} [sì]	sì {P} sì
44	SP1	119.8	125.143	5.343	True	0	0	0	0	0	0	0	False	False	False	False	True	43=0.594,45=1.793,46=1.100	0	0	1	9	[o el dei siti storici] o che cosa anche?o [archeologici?]	[o el dei siti storici] o che cosa anche?o [archeologici?]	o el dei siti storici o che cosa anche?o archeologici
45	SP2	120.9	122.693	1.793	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	[ma adesso guarda °che sono°]	[ma adesso guarda °che sono°]	ma adesso guarda che sono
46	SP2	123.41	124.51	1.1	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[no sì (ves-)]	[no sì (ves-)]	no sì ves-
47	SP2	125.39	141.4	16.01	True	2	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	45	guarda che lA: e: sì: proprio: m: ci sono  la città un po' un po' più accultu[rata poi adesso guarda che] è un po' già persa un po': che andava di ceh vivere la città che adesso tutti quanti che sta perdendo  lavoro °è così°	guarda che lA: e: sì: proprio: m: ci sono la città un po' un po' più accultu[rata poi adesso guarda che] è un po' già persa un po': che andava di ceh vivere la città che adesso tutti quanti che sta perdendo lavoro °è così°	guarda che la e sì proprio m ci sono la città un po' un po' più acculturata poi adesso guarda che è un po' già persa un po' che andava di ceh vivere la città che adesso tutti quanti che sta perdendo lavoro è così
48	SP1	132.2	134.614	2.414	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	[ok punto un po' culturale ok]	[ok punto un po' culturale ok]	ok punto un po' culturale ok
49	SP1	141.49	141.91	0.42	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	la?	la?	la
50	SP2	142.1	142.581	0.481	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	là	là	là
51	SP1	142.7	144.3	1.6	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	4	ok (.) ma [c'è]	ok {P} ma [c'è]	ok {P} ma c' è
52	SP2	143.2	150.0	6.8	True	1	0	0	0	0	0	0	False	False	False	False	True	51=1.100,53=3.100	0	0	0	21	[sì ce tutti ]tutti stanno adesso ritornando come la città ce andato verso la città poi è andata a vivere (luogo sì)	[sì ce tutti]tutti stanno adesso ritornando come la città ce andato verso la città poi è andata a vivere (luogo sì)	sì ce tuttitutti stanno adesso ritornando come la città ce andato verso la città poi è andata a vivere luogo sì
53	SP1	146.9	155.49	8.59	True	0	0	0	0	0	0	0	False	False	False	False	True	56=0.200,52=3.100,54=0.210,55=1.400	0	0	0	23	mmm ok ce si spostano dalle zone ok ho capito ce c'è uno spostamento delle persone verso le città grandi per lavorare	mmm ok ce si spostano dalle zone ok ho capito ce c'è uno spostamento delle persone verso le città grandi per lavorare	mmm ok ce si spostano dalle zone ok ho capito ce c' è uno spostamento delle persone verso le città grandi per lavorare
54	SP2	150.2	150.41	0.21	True	0	0	0	0	0	0	0	False	False	False	False	True	53=0.210	0	0	0	1	sì	sì	sì
55	SP2	153.61	155.01	1.4	True	0	0	0	0	0	0	0	False	False	False	False	True	53=1.400	0	0	0	5	verso le cittè è vero	verso le cittè è vero	verso le cittè è vero
56	SP2	155.29	155.774	0.484	True	0	0	0	0	0	0	0	False	False	False	False	True	53=0.200	0	0	0	1	sì	sì	sì
57	SP1	155.91	163.728	7.818	True	0	0	0	0	0	0	0	False	False	False	False	True	58=1.300	0	0	0	23	sì sì è chiaro è chiaro sì sì certo ma vengono anche molti persone del bangladesh i- in- in europa per cercare lavoro?	sì sì è chiaro è chiaro sì sì certo ma vengono anche molti persone del bangladesh i- in- in europa per cercare lavoro?	sì sì è chiaro è chiaro sì sì certo ma vengono anche molti persone del bangladesh i- in- in europa per cercare lavoro
58	SP2	156.3	157.6	1.3	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	[per vivere meglio eh]	[per vivere meglio eh]	per vivere meglio eh
59	SP1	163.8	164.278	0.478	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[perché]	[perché]	perché
60	SP2	163.91	183.086	19.176	True	0	0	0	0	0	0	0	False	False	False	False	True	59=0.368,61=0.486	0	0	0	22	tutto il mondo che guarda che ci sono un mucchio di gente che stanno cer- guarda che bangladesh se parliamo che: e:	tutto il mondo che guarda che ci sono un mucchio di gente che stanno cer- guarda che bangladesh se parliamo che: e:	tutto il mondo che guarda che ci sono un mucchio di gente che stanno cer- guarda che bangladesh se parliamo che e
61	SP1	182.6	183.2	0.6	True	0	0	0	0	0	0	0	False	False	False	False	True	60=0.486	0	0	0	1	ok:	ok:	ok
62	SP1	184.2	187.738	3.538	True	0	0	0	0	0	0	0	False	False	False	False	True	_	0	0	0	9	ah in una cifra molto alta [sì] infatti infatti	ah in una cifra molto alta [sì] infatti infatti	ah in una cifra molto alta sì infatti infatti
63	SP1	194.1	194.7	0.6	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	m: m:	m: m:	m m
64	SP1	196.4	197.0	0.6	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	m: m:	m: m:	m m
