tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	W:switches	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
13	SP1	25.806	27.625	1.819	True	0	0	0	0	0	0	0	1	False	False	False	False	False	_	0	0	0, 	7	>allora< dimmi la capitale è molto [grande,]	>allora< dimmi la capitale è molto [grande],	allora dimmi la capitale è molto grande
14	SP2	27.139	33.194	6.055	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0, 	12	[la capitale] è molto grande (.) e trecentosei virgola quattro e: <chilometri quadr[ati>]	[la capitale] è molto grande {P} e trecentosei virgola quattro e: <chilometri quadr[ati>]	la capitale è molto grande {P} e trecentosei virgola quattro e chilometri quadrati
15	SP1	32.944	35.028	2.084	True	0	0	0	0	0	0	0	0	False	False	False	False	True	16=0.403,17=0.181,14=0.250	0	0	0, 	3	[ok] e po[po]lazione?	[ok] e po[po]lazione?	ok e popolazione
16	SP2	33.583	33.986	0.403	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	1	[in]	[in]	in
17	SP2	34.847	39.0	4.153	True	0	0	0	0	0	0	0	0	False	False	False	False	True	15=0.181,18=0.236	0	0	0, 	7	e: quattordici <milioni> quattordici punto quattro mi[lioni]	e: quattordici <milioni> quattordici punto quattro mi[lioni]	e quattordici milioni quattordici punto quattro milioni
18	SP3	38.764	41.458	2.694	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	5	[cioè] bologna è trecentocinquantamila persone	[cioè] bologna è trecentocinquantamila persone	cioè bologna è trecentocinquantamila persone
19	SP2	41.458	45.083	3.625	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	8	beh [trecentocinquantamila] ma devo essere quanto grande bologna	beh [trecentocinquantamila] ma devo essere quanto grande bologna	beh trecentocinquantamila ma devo essere quanto grande bologna
20	SP1	41.861	43.361	1.5	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0, 	1	[eh ((ride))]	[eh {ride}]	eh {ride}
21	SP3	45.569	49.48	3.911	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0, 	9	non so di kilometri quadrati però decisamente più grande ((ride))	non so di kilometri quadrati però decisamente più grande {ride}	non so di kilometri quadrati però decisamente più grande {ride}
22	SP1	49.48	53.333	3.853	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0, 	11	ma infatti mi sembrava impossibile ma il ragazzo ie[ri insisteva] (.) infa-	ma infatti mi sembrava impossibile ma il ragazzo ie[ri insisteva] {P} infa-	ma infatti mi sembrava impossibile ma il ragazzo ieri insisteva {P} infa-
23	SP2	52.222	55.264	3.042	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	7	[e guarda che bolo]nia è centoqua- centoquaran[ta]	[e guarda che bolo]nia è centoqua- centoquaran[ta]	e guarda che bolonia è centoqua- centoquaranta
24	SP1	54.861	55.764	0.903	True	0	0	0	0	0	0	0	0	False	False	False	False	True	23=0.403,25=0.181	1	0	0, 	2	[eh] (.) sì	[eh] {P} sì	eh {P} sì
25	SP2	55.583	59.653	4.07	True	0	0	0	0	0	0	0	0	False	False	False	False	True	24=0.181	0	0	0, 	9	centoquaranta virgola nove kilometri quadrati che separiamo fino a	centoquaranta virgola nove kilometri quadrati che separiamo fino a	centoquaranta virgola nove kilometri quadrati che separiamo fino a
26	SP2	59.972	63.275	3.403	True	0	0	0	0	0	0	1	0	False	False	False	False	False	_	0	0	0, 	7	da:mh dove di: pilastro, fino a di:	da:mh dove di: pilastro, fino a di:	damh dove di pilastro fino a di
27	SP1	63.333	63.75	0.417	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	2	mh mh	mh mh	mh mh
28	SP2	63.806	65.694	1.888	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	3	fino a di:mh	fino a di:mh	fino a dimh
29	SP1	66.014	67.44200000000001	1.528	True	0	0	0	0	0	0	1	0	False	False	False	False	True	30=0.403,31=0.011	0	0	0, 	4	tipo casalecchio la [ba]rca xxxx	tipo casalecchio la [ba]rca xxxx	tipo casalecchio la barca xxxx
30	SP2	66.986	67.389	0.403	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	1	[sì]	[sì]	sì
31	SP2	67.431	69.569	2.138	True	0	0	0	0	0	0	0	0	False	False	False	False	True	29=0.011,32=1.389,33=0.208	0	0	0, 	4	[sì proprio sì casa]lecchio	[sì proprio sì casa]lecchio	sì proprio sì casalecchio
32	SP3	67.444	68.833	1.389	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	0	[xxxx]	[xxxx]	xxxx
33	SP3	69.361	70.736	1.375	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	4	[sì] sì [sì sì]	[sì] sì [sì sì]	sì sì sì sì
34	SP2	69.642	73.639	3.997	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	12	[sì pro]prio il quadrato di: dentro c'è proprio quelle che le-	[sì pro]prio il quadrato di: dentro c'è proprio quelle che le-	sì proprio il quadrato di dentro c' è proprio quelle che le-
35	SP2	73.735	76.301	2.566	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0, 	7	mh quelle che comune di bologna (.) esempio	mh quelle che comune di bologna {P} esempio	mh quelle che comune di bologna {P} esempio
36	SP1	76.325	76.639	0.314	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	2	mh mh	mh mh	mh mh
37	SP2	76.72699999999999	79.361	2.734	True	0	0	0	0	0	0	1	0	False	False	False	False	False	_	0	0	0, 	10	però è f- non è il f(u)ori che hanno contato	però è f- non è il f(u)ori che hanno contato	però è f- non è il fuori che hanno contato
38	SP1	79.446	82.325	2.879	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0, 	6	sì [sì certo (.) °sì sì sì°]	sì [sì certo {P} °sì sì sì°]	sì sì certo {P} sì sì sì
39	SP2	79.68	82.566	2.886	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	14	[c'è proprio la città e il capitale che hanno entrato] c'è proprio	[c'è proprio la città e il capitale che hanno entrato] c'è proprio	c' è proprio la città e il capitale che hanno entrato c' è proprio
40	SP3	82.627	83.482	0.855	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	3	sì sì certo	sì sì certo	sì sì certo
41	SP1	83.482	90.012	6.53	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0, 	20	no ma io- a me mi sembrava impossibile che una città italiana neanche la capitale fosse grande come [la capita- ((ride))]	no ma io- a me mi sembrava impossibile che una città italiana neanche la capitale fosse grande come [la capita- {ride}]	no ma io- a me mi sembrava impossibile che una città italiana neanche la capitale fosse grande come la capita- {ride}
42	SP2	88.976	91.867	2.891	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	13	[beh no è come] è più g- cioè è come grande della venezia	[beh no è come] è più g- cioè è come grande della venezia	beh no è come è più g- cioè è come grande della venezia
43	SP2	92.0	98.74300000000001	6.843	True	0	0	0	0	0	0	1	0	False	False	False	False	False	_	0	0	0, 	12	che venezia è una città bella grande quattrocentoquatto- e: <quattrocentoquattordici metri quadrati>	che venezia è una città bella grande quattrocentoquatto- e: <quattrocentoquattordici metri quadrati>	che venezia è una città bella grande quattrocentoquatto- e quattrocentoquattordici metri quadrati
44	SP1	98.795	101.54	2.745	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	9	(>guarda<) che s- mh perché conteranno tutta la provincia	(>guarda<) che s- mh perché conteranno tutta la provincia	guarda che s- mh perché conteranno tutta la provincia
45	SP1	101.54	105.675	4.135	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0, 	10	perché venezia città è un'isoletta grande così pratica[mente ((ride)) sì]	perché venezia città è un'isoletta grande così pratica[mente {ride} sì]	perché venezia città è un' isoletta grande così praticamente {ride} sì
46	SP2	104.446	110.542	6.096	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0, 	17	[assolutamente ((ride))] poi se andiamo ancora un po' avanti ci sono colli che non con- non contano [neanche]	[assolutamente {ride}] poi se andiamo ancora un po' avanti ci sono colli che non con- non contano [neanche]	assolutamente {ride} poi se andiamo ancora un po' avanti ci sono colli che non con- non contano neanche
47	SP1	110.0	113.8	3.8	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	10	[no infa]tti infatti no ma mi sembrava strano infatti ma	[no infa]tti infatti no ma mi sembrava strano infatti ma	no infatti infatti no ma mi sembrava strano infatti ma
48	SP1	113.84	120.494	6.654	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0, 	20	no e quindi mi dicevi che nella (.) nella zona della tua famiglia ci sono delle ini- delle iniziative culturali [delle:]	no e quindi mi dicevi che nella {P} nella zona della tua famiglia ci sono delle ini- delle iniziative culturali [delle:]	no e quindi mi dicevi che nella {P} nella zona della tua famiglia ci sono delle ini- delle iniziative culturali delle
49	SP2	119.277	120.398	1.121	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	2	[sì sì]	[sì sì]	sì sì
50	SP1	120.663	125.229	4.566	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	11	o e [dei siti storici] o che cosa: [anche o archeolo]gici	o e [dei siti storici] o che cosa: [anche o archeolo]gici	o e dei siti storici o che cosa anche o archeologici
51	SP2	120.976	121.976	1.0	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	3	[ma adesso uguale]	[ma adesso uguale]	ma adesso uguale
52	SP2	123.627	124.627	1.0	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	4	[no sì dei si-]	[no sì dei si-]	no sì dei si-
53	SP2	125.325	132.301	6.976	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	17	no guar[da] che là e: sì proprio:mh ci sono la città un po' un po' più culturale	no guar[da] che là e: sì proprio:mh ci sono la città un po' un po' più culturale	no guarda che là e sì propriomh ci sono la città un po' un po' più culturale
54	SP1	125.699	126.12	0.421	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	1	[°no°]	[°no°]	no
55	SP1	132.578	134.036	1.458	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	4	[ok un po' culturale]	[ok un po' culturale]	ok un po' culturale
56	SP2	132.687	135.94	3.253	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	10	[poi adesso guarda che] è un po' c'è persa	[poi adesso guarda che] è un po' c'è persa	poi adesso guarda che è un po' c' è persa
57	SP2	136.08	138.614	2.534	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1, po':	8	un po': che andava dice a vivere la città	un po': che andava dice a vivere la città	un po': che andava dice a vivere la città
58	SP2	138.72	141.747	3.027	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	11	che adesso tutti quanti che sta perdendo il lavoro °e questo°	che adesso tutti quanti che sta perdendo il lavoro °e questo°	che adesso tutti quanti che sta perdendo il lavoro e questo
59	SP1	141.747	142.193	0.446	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	1	là	là	là
60	SP2	142.265	142.711	0.446	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	1	là	là	là
61	SP1	142.795	144.337	1.542	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0, 	3	okay (.) [ma] cioè	okay {P} [ma] cioè	okay {P} ma cioè
62	SP2	143.494	146.699	3.205	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0, 	9	[sì (.) cioè tutti] tutti adesso tornando come la città	[sì {P} cioè tutti] tutti adesso tornando come la città	sì {P} cioè tutti tutti adesso tornando come la città
63	SP2	146.84	149.14	2.3	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	8	c'è anda[to] verso la cit[tà per vivere]	c'è anda[to] verso la cit[tà per vivere]	c' è andato verso la città per vivere
64	SP1	147.024	147.59	0.566	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	1	[mh:]	[mh:]	mh
65	SP1	148.084	151.361	3.277	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	8	[ok cioè si spostano] dal ok ho capito	[ok cioè si spostano] dal ok ho capito	ok cioè si spostano dal ok ho capito
66	SP1	151.651	154.494	2.843	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	11	cioè c'è uno spostamento delle persone verso le cit[tà grandi]	cioè c'è uno spostamento delle persone verso le cit[tà grandi]	cioè c' è uno spostamento delle persone verso le città grandi
67	SP2	153.735	155.036	1.301	True	0	0	0	0	0	0	0	0	False	False	False	False	True	66=0.759,68=0.385	0	0	0, 	5	[verso le citt- e grandi]	[verso le citt- e grandi]	verso le citt- e grandi
68	SP1	154.651	155.59	0.939	True	0	0	0	0	0	0	0	0	False	False	False	False	True	67=0.385	0	0	0, 	2	per lavorare	per lavorare	per lavorare
69	SP2	155.59	155.964	0.374	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	1	sì	sì	sì
70	SP1	156.072	157.675	1.603	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	6	sì sì [è chiaro è chiaro]	sì sì [è chiaro è chiaro]	sì sì è chiaro è chiaro
71	SP2	156.398	157.675	1.277	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	4	[per vivere meglio eh]	[per vivere meglio eh]	per vivere meglio eh
72	SP1	157.759	163.566	5.807	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	16	sì sì certo ma vengono anche molti persone del bangladesh i- in europa, per cercare lavoro?	sì sì certo ma vengono anche molti persone del bangladesh i- in europa, per cercare lavoro?	sì sì certo ma vengono anche molti persone del bangladesh i- in europa per cercare lavoro
73	SP2	163.916	167.96	4.044	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	14	da tutto il mondo che guarda che ci sono mucchio di gente che stanno	da tutto il mondo che guarda che ci sono mucchio di gente che stanno	da tutto il mondo che guarda che ci sono mucchio di gente che stanno
74	SP2	168.06	171.012	2.952	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	7	cioè guarda che il bangladesh se parliamo	cioè guarda che il bangladesh se parliamo	cioè guarda che il bangladesh se parliamo
75	SP2	171.133	176.361	5.228	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	7	che: sta gue- c'è proprio mh:	che: sta gue- c'è proprio mh:	che sta gue- c' è proprio mh
76	SP2	176.602	182.59	5.988	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0, 	16	più della quaranta per cento del lavaggio e dell'anno (.) avviene fuori dalla: fuori dal paese	più della quaranta per cento del lavaggio e dell'anno {P} avviene fuori dalla: fuori dal paese	più della quaranta per cento del lavaggio e dell' anno {P} avviene fuori dalla fuori dal paese
77	SP3	182.976	183.312	0.336	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	1	ok	ok	ok
78	SP3	184.327	186.44	2.113	True	0	0	0	0	0	0	0	0	False	False	False	False	True	79=0.518	0	1	0, 	6	ah è una cifra molto alta ((ride))	ah è una cifra molto alta {ride}	ah è una cifra molto alta {ride}
79	SP2	185.69	186.208	0.518	True	0	0	0	0	0	0	0	0	False	False	False	False	True	78=0.518	0	0	0, 	1	sì	sì	sì
80	SP1	186.748	187.708	0.96	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0, 	3	sì infatti (.) infatti	sì infatti {P} infatti	sì infatti {P} infatti
81	SP2	187.894	191.72	3.826	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	8	si dice manpower significa che è il gente	si dice manpower significa che è il gente	si dice manpower significa che è il gente
82	SP2	191.72	194.722	3.002	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	8	che vanno fuori del paese per lavorare, [per]	che vanno fuori del paese per lavorare, [per]	che vanno fuori del paese per lavorare per
83	SP1	194.258	194.825	0.567	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	2	[mh mh]	[mh mh]	mh mh
84	SP2	195.443	198.443	3.0	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	8	per portare soldi del [sì sol]di in pae[se]	per portare soldi del [sì sol]di in pae[se]	per portare soldi del sì soldi in paese
85	SP1	196.577	197.268	0.691	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	2	[mh mh]	[mh mh]	mh mh
86	SP1	197.598	198.371	0.773	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	3	[mh mh mh]	[mh mh mh]	mh mh mh
87	SP1	198.485	203.074	4.589	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0, 	10	e tornano (.) a [a volte] le persone [dopo che han-]	e tornano {P} a [a volte] le persone [dopo che han-]	e tornano {P} a a volte le persone dopo che han-
88	SP2	200.493	201.765	1.272	True	0	0	0	0	0	0	0	0	False	False	False	True	True	87=1.272	0	0	0, 	3	[assolutamente sì tornano	[assolutamente sì tornano	assolutamente sì tornano
89	SP2	202.125	203.221	1.096	True	0	0	0	0	0	0	0	0	False	False	False	False	True	87=0.949,90=0.118	0	1	0, 	3	[tutti quanti tornano] ((ride))	[tutti quanti tornano] {ride}	tutti quanti tornano {ride}
90	SP1	203.103	204.103	1.0	True	0	0	0	0	0	0	0	0	False	False	False	False	True	89=0.118,91=0.566	0	0	0, 	3	ah tutti [tornano]	ah tutti [tornano]	ah tutti tornano
91	SP2	203.537	204.456	0.919	True	1	0	0	0	0	0	0	0	False	False	False	False	True	90=0.566	0	0	0, 	2	[tutti quanti ]torna[no]	[tutti quanti]torna[no]	tutti quantitornano
92	SP1	204.48999999999998	207.897	3.507	True	0	0	0	0	0	0	1	0	False	False	False	False	True	93=1.000	0	0	0, 	14	[cioè] quindi stanno un periodo fuo[ri per lavo]ro e poi tornano a vivere là	[cioè] quindi stanno un periodo fuo[ri per lavo]ro e poi tornano a vivere là	cioè quindi stanno un periodo fuori per lavoro e poi tornano a vivere là
93	SP2	205.735	206.735	1.0	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	2	[sì sì]	[sì sì]	sì sì
94	SP1	208.162	208.684	0.522	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	1	okay	okay	okay
95	SP1	209.487	210.671	1.184	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	4	ah interessante vedi è	ah interessante vedi è	ah interessante vedi è
96	SP1	210.737	215.368	4.631	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0, 	13	è proprio (.) una: zona che non conosco del mondo diciamo non ci sono:	è proprio {P} una: zona che non conosco del mondo diciamo non ci sono:	è proprio {P} una zona che non conosco del mondo diciamo non ci sono
97	SP2	215.442	220.026	4.684	True	0	0	0	0	0	0	1	0	False	False	False	False	False	_	0	0	0, 	10	[sì dipende come:] alcune persone come noi nostra famiglia e:	[sì dipende come:] alcune persone come noi nostra famiglia e:	sì dipende come alcune persone come noi nostra famiglia e
98	SP1	215.447	216.697	1.25	True	0	0	0	0	0	0	0	0	False	False	False	False	True	97=1.250	0	0	0, 	3	non ci sono	non ci sono	non ci sono
99	SP2	220.105	222.316	2.211	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	4	c'è come mh:	c'è come mh:	c' è come mh
100	SP2	222.355	225.987	3.632	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	14	come su- io sono ormai già sono già italiano ho già preso la cittadinanza	come su- io sono ormai già sono già italiano ho già preso la cittadinanza	come su- io sono ormai già sono già italiano ho già preso la cittadinanza
101	SP1	226.053	226.539	0.486	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	2	mh [mh]	mh [mh]	mh mh
102	SP2	226.263	228.737	2.474	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	8	[ade]sso il mio obiettivo è per essere qui	[ade]sso il mio obiettivo è per essere qui	adesso il mio obiettivo è per essere qui
103	SP2	229.487	233.697	4.21	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	11	cioè proprio per: mia famiglia è qui allora: sono cresciuto qui	cioè proprio per: mia famiglia è qui allora: sono cresciuto qui	cioè proprio per mia famiglia è qui allora sono cresciuto qui
104	SP2	233.776	236.75	2.974	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0, 	8	cioè non ho tanto molti amici (.) [in] banglad[esh]	cioè non ho tanto molti amici {P} [in] banglad[esh]	cioè non ho tanto molti amici {P} in bangladesh
105	SP1	235.553	236.329	0.776	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	2	mh [mh]	mh [mh]	mh mh
106	SP1	236.592	237.342	0.75	True	0	0	0	0	0	0	0	0	False	False	False	False	True	104=0.158,107=0.513	0	0	0, 	2	[mh mh]	[mh mh]	mh mh
107	SP2	236.829	239.526	2.697	True	0	0	0	0	0	0	0	0	False	False	False	False	True	106=0.513	0	0	0, 	11	[ho] parente [ma non] è non è che ho molto amici	[ho] parente [ma non] è non è che ho molto amici	ho parente ma non è non è che ho molto amici
108	SP2	239.671	242.395	2.724	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	7	cioè in italia lo conosco tutto [quanto]	cioè in italia lo conosco tutto [quanto]	cioè in italia lo conosco tutto quanto
109	SP1	241.566	242.382	0.816	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0, 	2	[mh mh]	[mh mh]	mh mh
