tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
36	SP2	92.42	99.72	7.3	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	1	22	[sì nessuno] che non ti ha detto che c'è sì perché hanno paura per: perché (.) non lo non si sa cosa succederà [°dopo°]	[sì nessuno] che non ti ha detto che c'è sì perché hanno paura per: perché {P} non lo non si sa cosa succederà [°dopo°]	sì nessuno che non ti ha detto che c'è sì perché hanno paura per perché {P} non lo non si sa cosa succederà dopo
37	SP1	99.23	99.72	0.49	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[mhmh mh]	[mhmh mh]	mhmh mh
38	SP1	99.96	103.18	3.22	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	infatti sì quindi vabbè ma noi [abbiamo provato ovviamente]	infatti sì quindi vabbè ma noi [abbiamo provato ovviamente]	infatti sì quindi vabbè ma noi abbiamo provato ovviamente
39	SP2	101.65	103.17	1.52	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[sì assolutamente]	[sì assolutamente]	sì assolutamente
40	SP1	103.43	109.673	6.243	True	0	0	0	0	0	0	False	False	False	False	True	41=0.860,42=0.253	1	0	0	12	[e:hm invece] (.) tu vivi in italia da sempre? da alcuni anni: m:h?	[e:hm invece] {P} tu vivi in italia da sempre? da alcuni anni: m:h?	ehm invece {P} tu vivi in italia da sempre da alcuni anni mh
41	SP2	103.44	104.3	0.86	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[assolutamente]	[assolutamente]	assolutamente
42	SP2	109.42	110.933	1.513	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	[no] non è che da sempre	[no] non è che da sempre	no non è che da sempre
43	SP2	111.32	113.487	2.167	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	sì da circa quindici anni già passato	sì da circa quindici anni già passato	sì da circa quindici anni già passato
44	SP1	113.63	117.98	4.35	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	9	okay o[kay (.)] beh comun[que] eh parli beni- parli be[nissimo]	okay o[kay {P}] beh comun[que] eh parli beni- parli be[nissimo]	okay okay {P} beh comunque eh parli beni- parli benissimo
45	SP2	114.153	115.2	1.047	True	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	3	((ride)) [(che sono qui)]	{ride} [(che sono qui)]	{ride} che sono qui
46	SP2	116.09	116.54	0.45	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sì]	[sì]	sì
47	SP2	117.64	119.18	1.54	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	[BEH] quindici anni eh	[BEH] quindici anni eh	beh quindici anni eh
48	SP2	119.34	123.5	4.16	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	non sono: sì è già passata proprio un se- più di un secolo	non sono: sì è già passata proprio un se- più di un secolo	non sono sì è già passata proprio un se- più di un secolo
49	SP1	123.5	126.23	2.73	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	6	mh ma (.) hai studiato da sol[o:]	mh ma {P} hai studiato da sol[o:]	mh ma {P} hai studiato da solo
50	SP2	126.1	129.76	3.66	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	15	[no] cioè no non è che studiato da solo che ho fatto anche superiore qui	[no] cioè no non è che studiato da solo che ho fatto anche superiore qui	no cioè no non è che studiato da solo che ho fatto anche superiore qui
51	SP1	130.62	133.273	2.653	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	a:h okay quindi sei- sei giovani[ssimo]	a:h okay quindi sei- sei giovani[ssimo]	ah okay quindi sei- sei giovanissimo
52	SP2	132.833	133.3	0.467	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[s:ì]	[s:ì]	sì
53	SP2	133.752	133.992	0.24	True	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	1	[sì] ((ride))	[sì] {ride}	sì {ride}
54	SP1	133.84	135.533	1.693	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	[sei] giovanissimo perché io	[sei] giovanissimo perché io	sei giovanissimo perché io
55	SP1	136.52	138.867	2.347	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	5	non voglio chiedere [l'età per]ché no[n:]	non voglio chiedere [l'età per]ché no[n:]	non voglio chiedere l'età perché non
56	SP2	137.7	138.52	0.82	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[giusto]	[giusto]	giusto
57	SP2	138.74	140.333	1.593	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	[no] no assolutamente [puoi chiedere anche]	[no] no assolutamente [puoi chiedere anche]	no no assolutamente puoi chiedere anche
58	SP1	139.35	141.52	2.17	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	[però sei andato] a scuola qui quindi	[però sei andato] a scuola qui quindi	però sei andato a scuola qui quindi
59	SP2	141.9	142.12	0.22	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	sì	sì	sì
60	SP1	142.2	143.02	0.82	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	che scuola hai fatto	che scuola hai fatto	che scuola hai fatto
61	SP1	143.16	145.73	2.57	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	12	perché anch'io sono andata a scuola qui un po' di anni fa ma	perché anch'io sono andata a scuola qui un po' di anni fa ma	perché anch'io sono andata a scuola qui un po' di anni fa ma
62	SP2	145.73	150.54	4.81	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	esattamente primo e:h andato il: m::h manfredi tanari	esattamente primo e:h andato il: m::h manfredi tanari	esattamente primo eh andato il mh manfredi tanari
63	SP1	150.56	150.98	0.42	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	okay	okay	okay
64	SP2	151.34	159.4	8.06	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	17	che per la lingua che non riuscito: a passare e poi: e:h ci hanno trasferito (.) in fioravanti	che per la lingua che non riuscito: a passare e poi: e:h ci hanno trasferito {P} in fioravanti	che per la lingua che non riuscito a passare e poi eh ci hanno trasferito {P} in fioravanti
65	SP1	159.54	160.007	0.467	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	oka[y]	oka[y]	okay
66	SP2	159.873	161.3	1.427	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	[a]desso è belluzzi fioravant[i]	[a]desso è belluzzi fioravant[i]	adesso è belluzzi fioravanti
67	SP1	161.167	161.627	0.46	True	0	0	0	0	0	0	False	False	False	False	True	66=0.133,68=0.140	0	0	0	2	[mh]mh e	[mh]mh e	mhmh e
68	SP2	161.487	164.213	2.726	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	[però] quando ero fatto era era solo il fioravan[ti]	[però] quando ero fatto era era solo il fioravan[ti]	però quando ero fatto era era solo il fioravanti
69	SP1	164.03	166.28	2.25	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	[mh]mh okay e che indirizzo ha che non lo so	[mh]mh okay e che indirizzo ha che non lo so	mhmh okay e che indirizzo ha che non lo so
70	SP2	166.64	171.47	4.83	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	no era: boh cioè adesso mi sembrava di: casalecchio	no era: boh cioè adesso mi sembrava di: casalecchio	no era boh cioè adesso mi sembrava di casalecchio
71	SP1	172.09	174.66	2.57	True	1	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	okay okay okay [okay okay]  ho capito	okay okay okay [okay okay] ho capito	okay okay okay okay okay ho capito
72	SP2	172.76	173.74	0.98	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[il belluzzi fioravanti]	[il belluzzi fioravanti]	il belluzzi fioravanti
73	SP1	174.82	177.48	2.66	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	s- [e che] che cosa si studia al bel[luzzi]	s- [e che] che cosa si studia al bel[luzzi]	s- e che che cosa si studia al belluzzi
74	SP2	175.11	175.47	0.36	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sì]	[sì]	sì
75	SP2	177.05	177.52	0.47	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[te]cnico	[te]cnico	tecnico
76	SP1	177.52	178.04	0.52	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	tecni[co]?	tecni[co]?	tecnico
77	SP2	177.88	178.28	0.4	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[te]cnico	[te]cnico	tecnico
78	SP1	178.36	182.26	3.9	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	e [di] e- elettrico elettroni[ca? informatica]?	e [di] e- elettrico elettroni[ca? informatica]?	e di e- elettrico elettronica informatica
79	SP2	178.85	179.39	0.54	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[professionale]	[professionale]	professionale
80	SP2	180.63	189.06	8.43	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	18	[no e:h là erava- no] eh sì perché ci sono di informatica e:h meccanica e idraulica [con auto]me[ccanica]	[no e:h là erava- no] eh sì perché ci sono di informatica e:h meccanica e idraulica [con auto]me[ccanica]	no eh là erava- no eh sì perché ci sono di informatica eh meccanica e idraulica con automeccanica
81	SP1	188.253	188.646	0.393	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
82	SP1	188.887	189.793	0.906	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[mh]mh ok[ay]	[mh]mh ok[ay]	mhmh okay
83	SP2	189.61	192.38	2.77	True	1	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	[è] fatta ele- cioè  automeccanico con idrauli[ca]	[è] fatta ele- cioè automeccanico con idrauli[ca]	è fatta ele- cioè automeccanico con idraulica
84	SP1	192.233	195.56	3.327	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	12	[mh]mhmh (.) e quando hai finito di studiare sei venuto a lavorare: [subito]	[mh]mhmh {P} e quando hai finito di studiare sei venuto a lavorare: [subito]	mhmhmh {P} e quando hai finito di studiare sei venuto a lavorare subito
85	SP2	195.033	203.52	8.487	True	0	0	0	0	0	0	False	False	False	False	True	84=0.527,86=0.447	0	0	1	21	[no] ero cercato il lavoro che: di varie parti dell'officina: per oficina di auto assolutamente non il moto era officina di auto	[no] ero cercato il lavoro che: di varie parti dell'officina: per oficina di auto assolutamente non il moto era officina di auto	no ero cercato il lavoro che di varie parti dell'officina: per oficina di auto assolutamente non il moto era officina di auto
86	SP1	203.073	203.527	0.454	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
87	SP2	204.2	212.58	8.38	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	22	però e:h visto che: il settore ci sono un sacco di lavoro però e:h non ho trova[to:] il punto come ero cerca[vo]	però e:h visto che: il settore ci sono un sacco di lavoro però e:h non ho trova[to:] il punto come ero cerca[vo]	però eh visto che il settore ci sono un sacco di lavoro però eh non ho trovato il punto come ero cercavo
88	SP1	210.74	211.13	0.39	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
89	SP1	212.16	212.58	0.42	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
90	SP2	213.21	218.03	4.82	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	2	12	poi ho ri- cercato d'altra parte dove ho trovato c'è rientrato perché (io) [lavorare]	poi ho ri- cercato d'altra parte dove ho trovato c'è rientrato perché (io) [lavorare]	poi ho ri- cercato d'altra parte dove ho trovato c'è rientrato perché io lavorare
91	SP1	216.79	219.77	2.98	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	[sì sì sì ce]rtamente è im[porta]nte [sì sì] sì	[sì sì sì ce]rtamente è im[porta]nte [sì sì] sì	sì sì sì certamente è importante sì sì sì
92	SP2	218.63	218.85	0.22	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[°sì°]	[°sì°]	sì
93	SP2	219.24	219.44	0.2	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[°sì°]	[°sì°]	sì
94	SP1	220.06	221.96	1.9	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	e quindi vivere a bologna ti piace?	e quindi vivere a bologna ti piace?	e quindi vivere a bologna ti piace
95	SP2	222.36	227.26	4.9	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	14	assolutamente assolutamente ma il problema è che non tr- trovi a casa in bologna	assolutamente assolutamente ma il problema è che non tr- trovi a casa in bologna	assolutamente assolutamente ma il problema è che non tr- trovi a casa in bologna
96	SP2	228.387	229.533	1.146	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[è una fon]damentale	[è una fon]damentale	è una fondamentale
97	SP1	228.393	228.987	0.594	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[ce lo sta-]	[ce lo sta-]	ce lo sta-
98	SP1	229.587	231.0	1.413	True	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	5	ce lo stanno dicendo [tutti] ((ride))	ce lo stanno dicendo [tutti] {ride}	ce lo stanno dicendo tutti {ride}
99	SP2	230.367	238.08	7.713	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	22	[asso- non è] che solo in bologna anche: guarda che settimana scorsa ho visto un intervento da: un proprio giornalista della firenze	[asso- non è] che solo in bologna anche: guarda che settimana scorsa ho visto un intervento da: un proprio giornalista della firenze	asso- non è che solo in bologna anche guarda che settimana scorsa ho visto un intervento da un proprio giornalista della firenze
100	SP2	238.64	239.76	1.12	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	è lo stesso problema	è lo stesso problema	è lo stesso problema
101	SP1	240.02	240.353	0.333	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmh	mhmh	mhmh
102	SP2	240.77	245.513	4.743	True	0	0	0	0	0	0	False	False	False	False	True	104=0.007,103=0.310	0	0	0	15	lo stesso pro[blema] cioè poi bologna non è che è iniziato questo problema da oggi	lo stesso pro[blema] cioè poi bologna non è che è iniziato questo problema da oggi	lo stesso problema cioè poi bologna non è che è iniziato questo problema da oggi
103	SP1	241.36	241.67	0.31	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
104	SP1	245.506	245.746	0.24	True	0	0	0	0	0	0	False	False	False	False	True	102=0.007	0	0	0	1	mhmh	mhmh	mhmh
105	SP2	245.947	249.133	3.186	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	e se tu parli se tu chiedi una persona da anziana	e se tu parli se tu chiedi una persona da anziana	e se tu parli se tu chiedi una persona da anziana
106	SP2	249.773	256.81	7.037	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	1	18	che è finito studiare cioè (.) come straniero come me se come straniero significa che sei venuto da un'altra città	che è finito studiare cioè {P} come straniero come me se come straniero significa che sei venuto da un'altra città	che è finito studiare cioè {P} come straniero come me se come straniero significa che sei venuto da un'altra città
107	SP1	256.987	257.333	0.346	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmh	mhmh	mhmh
108	SP2	257.47	265.807	8.337	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	21	tipo anche napoli eh giù parliamo anche ROMA [gua]rda che se chiedi che quanti anni sei- sei in bologna tra parentesi	tipo anche napoli eh giù parliamo anche ROMA [gua]rda che se chiedi che quanti anni sei- sei in bologna tra parentesi	tipo anche napoli eh giù parliamo anche roma guarda che se chiedi che quanti anni sei- sei in bologna tra parentesi
109	SP1	261.053	261.313	0.26	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
110	SP2	265.867	268.41	2.543	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	dici guarda che io ho- ho laureato qui	dici guarda che io ho- ho laureato qui	dici guarda che io ho- ho laureato qui
111	SP1	268.6	268.973	0.373	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmh	mhmh	mhmh
112	SP2	269.09	272.14	3.05	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	e ti racconta la storia come era prima	e ti racconta la storia come era prima	e ti racconta la storia come era prima
113	SP2	272.493	276.96	4.467	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	14	e trattava come: come straniero cioè non te- non dà la c[asa] non c'è proprio	e trattava come: come straniero cioè non te- non dà la c[asa] non c'è proprio	e trattava come come straniero cioè non te- non dà la casa non c'è proprio
114	SP1	275.853	276.307	0.454	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[xxx]	[xxx]	xxx
115	SP2	277.89	285.22	7.33	True	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	19	era il bologna ha questa storia [da:] da storia [cioè proprio] da cento anni mi sem[brava ancora più ((ride)) sì]	era il bologna ha questa storia [da:] da storia [cioè proprio] da cento anni mi sem[brava ancora più {ride} sì]	era il bologna ha questa storia da da storia cioè proprio da cento anni mi sembrava ancora più {ride} sì
116	SP1	280.12	280.85	0.73	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[è vecchia]	[è vecchia]	è vecchia
117	SP1	281.44	282.14	0.7	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[sì sì sì]	[sì sì sì]	sì sì sì
118	SP1	283.387	285.227	1.84	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	[sì sì sì è possibile sì sì]	[sì sì sì è possibile sì sì]	sì sì sì è possibile sì sì
119	SP1	285.507	288.41	2.903	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	13	non so se tu hai avuto problemi a trovare casa perché anche lei [all'inizio]	non so se tu hai avuto problemi a trovare casa perché anche lei [all'inizio]	non so se tu hai avuto problemi a trovare casa perché anche lei all'inizio
120	SP2	287.94	292.273	4.333	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	[tutti qu]anti guarda che inutile fai la questa domanda è tutti quanti	[tutti qu]anti guarda che inutile fai la questa domanda è tutti quanti	tutti quanti guarda che inutile fai la questa domanda è tutti quanti
121	SP1	292.493	292.906	0.413	True	0	0	0	0	0	0	False	False	False	False	True	122=0.016	0	0	0	1	mhmh	mhmh	mhmh
122	SP2	292.89	293.56	0.67	True	0	0	0	0	0	0	False	False	False	False	True	121=0.016,123=0.180	0	0	0	2	tutti quan[ti]	tutti quan[ti]	tutti quanti
123	SP1	293.38	295.027	1.647	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	4	[mh]mh e c'è stato qualche[::]	[mh]mh e c'è stato qualche[::]	mhmh e c'è stato qualche
124	SP2	294.967	301.8	6.833	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	17	[chi] hanno soldi (.) e compra aff- cioè appartamento per il figli: per mandare in bologna per studiare	[chi] hanno soldi {P} e compra aff- cioè appartamento per il figli: per mandare in bologna per studiare	chi hanno soldi {P} e compra aff- cioè appartamento per il figli per mandare in bologna per studiare
125	SP1	301.82	302.4	0.58	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmh	mhmh	mhmh
126	SP1	302.553	303.37	0.817	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	3	che è l'unico modo	che è l'unico modo	che è l'unico modo
