tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
18	SP1	47.26	49.36	2.1	True	1	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	[anch]e  cremonini dicono che si [(aspettano)]	[anch]e cremonini dicono che si [(aspettano)]	anche cremonini dicono che si aspettano
19	SP2	49.26	52.6	3.34	True	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	7	[eh n]on ho ancora incon[trato i cremonini] ((ride))	[eh n]on ho ancora incon[trato i cremonini] {ride}	eh non ho ancora incontrato i cremonini {ride}
20	SP1	50.16	52.47	2.31	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	[°xx neanche io° xx]	[°xx neanche io° xx]	xx neanche io xx
21	SP2	52.72	58.66	5.94	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	22	 però xx sì (tre anni) perché io sono dal: duemiladiciotto diciannove sì tre anni che sono °lì, non ho ancora incrociato cremonini°	però xx sì (tre anni) perché io sono dal: duemiladiciotto diciannove sì tre anni che sono °lì, non ho ancora incrociato cremonini°	però xx sì tre anni perché io sono dal duemiladiciotto diciannove sì tre anni che sono lì non ho ancora incrociato cremonini
22	SP1	59.29	61.8	2.51	True	0	0	0	0	0	0	False	False	False	False	False	_	0	1	2	5	beh [magari dai quest'anno sarà ((ride)) l'anno buono]	beh [magari dai quest'anno sarà {ride} l'anno buono]	beh magari dai quest'anno sarà {ride} l'anno buono
23	SP2	59.5	62.73	3.23	True	1	0	0	0	0	0	False	False	False	False	True	22=2.300	0	1	0	4	((ride))  °ma sì xx infatti°	{ride} °ma sì xx infatti°	{ride} ma sì xx infatti
24	SP1	63.0	68.73	5.73	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	19	e: anche ehm (.) per il fatto che hanno messo: le luci con le scritte delle canzoni co[sa ne pensi?]	e: anche ehm {P} per il fatto che hanno messo: le luci con le scritte delle canzoni co[sa ne pensi?]	e anche ehm {P} per il fatto che hanno messo le luci con le scritte delle canzoni cosa ne pensi
25	SP2	67.73	71.7	3.97	True	1	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	[ah bello: quello] m:h mi è piaciuto molto sì sì  quello::	[ah bello: quello] m:h mi è piaciuto molto sì sì quello::	ah bello quello mh mi è piaciuto molto sì sì quello
26	SP2	72.34	78.49	6.15	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	21	ci stava secondo m[e °x ch]e:° dai cremonini comunque è il cantante di bologn- c(io)[è a par]te lucio dalla ovviamente, però	ci stava secondo m[e °x ch]e:° dai cremonini comunque è il cantante di bologn- c(io)[è a par]te lucio dalla ovviamente, però	ci stava secondo me x che dai cremonini comunque è il cantante di bologn- cioè a parte lucio dalla ovviamente però
27	SP1	73.05	73.94	0.89	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[bello]	[bello]	bello
28	SP1	76.48	77.13	0.65	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sì]	[sì]	sì
29	SP1	78.66	80.34	1.68	True	0	0	0	0	0	0	False	False	False	False	True	30=0.500	0	0	0	7	che poi hanno messo anche le su:e?	che poi hanno messo anche le su:e?	che poi hanno messo anche le sue
30	SP2	79.84	81.54	1.7	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	[il fatto che poi] (han [messo han messo) anche le s]ue	[il fatto che poi] (han [messo han messo) anche le s]ue	il fatto che poi han messo han messo anche le sue
31	SP1	80.51	81.2	0.69	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[sì sì]	[sì sì]	sì sì
32	SP2	82.35	83.15	0.8	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	e::h	e::h	eh
33	SP2	83.38	87.82	4.44	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	11	però ci sta è: il cantante moderno [diciamo più::] (.) più bolognese	però ci sta è: il cantante moderno [diciamo più::] {P} più bolognese	però ci sta è il cantante moderno diciamo più {P} più bolognese
34	SP1	85.38	87.01	1.63	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	[mhmh anche secondo me]	[mhmh anche secondo me]	mhmh anche secondo me
35	SP1	88.6	91.32	2.72	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	e [invece,] il tuo posto del cuore di bologna?	e [invece,] il tuo posto del cuore di bologna?	e invece il tuo posto del cuore di bologna
36	SP2	88.7	89.23	0.53	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[°carino°]	[°carino°]	carino
37	SP1	91.86	95.78	3.92	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	11	non so anche solo un ba:r (.) [a cui sei par]ticolarmente affezionata?	non so anche solo un ba:r {P} [a cui sei par]ticolarmente affezionata?	non so anche solo un bar {P} a cui sei particolarmente affezionata
38	SP2	93.5	94.32	0.82	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[°mh°]	[°mh°]	mh
39	SP2	96.5	97.11	0.61	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mh	mh	mh
40	SP2	99.0	106.98	7.98	True	0	0	0	0	0	0	False	False	False	False	True	41=1.220	1	1	0	13	e::h forse:: m:h (.) mangiare un gelato seduti sul gradino di piazza santo stefano, ((ride))	e::h forse:: m:h {P} mangiare un gelato seduti sul gradino di piazza santo stefano, {ride}	eh forse mh {P} mangiare un gelato seduti sul gradino di piazza santo stefano {ride}
41	SP1	105.76	107.48	1.72	True	0	0	0	0	0	0	False	False	False	False	True	40=1.220,42=0.140	1	0	0	4	ah (.) lì è bellissim[o]	ah {P} lì è bellissim[o]	ah {P} lì è bellissimo
42	SP2	107.34	111.52	4.18	True	1	0	0	0	0	0	False	False	False	False	False	_	0	0	1	16	[(perché)]  lì: >in piazza santo stefano< mi piace molto, poi c'è di fianco la mia gelateria preferita,	[(perché)] lì: >in piazza santo stefano< mi piace molto, poi c'è di fianco la mia gelateria preferita,	perché lì in piazza santo stefano mi piace molto poi c'è di fianco la mia gelateria preferita
43	SP2	111.68	118.26	6.58	True	0	0	0	0	0	0	False	False	False	False	True	44=0.710,45=0.040	0	0	1	23	e quindi spesso d'estate col mio ragazzo andiamo, andiamo lì prendiamo un gelato e ci sediamo: in pia[zza santo stefa]no (e) forse quello sì	e quindi spesso d'estate col mio ragazzo andiamo, andiamo lì prendiamo un gelato e ci sediamo: in pia[zza santo stefa]no (e) forse quello sì	e quindi spesso d'estate col mio ragazzo andiamo andiamo lì prendiamo un gelato e ci sediamo in piazza santo stefano e forse quello sì
44	SP1	116.58	117.29	0.71	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[bello]	[bello]	bello
45	SP1	118.22	119.13	0.91	True	0	0	0	0	0	0	False	False	False	False	True	43=0.040	0	0	0	1	bellissimo	bellissimo	bellissimo
46	SP1	119.32	123.08	3.76	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	13	e in generale bologna, (.) ritieni che sia una bella città in cui vivere:,	e in generale bologna, {P} ritieni che sia una bella città in cui vivere:,	e in generale bologna {P} ritieni che sia una bella città in cui vivere
47	SP2	124.18	126.9	2.72	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	12	sì (.) sì sì secondo me è una bella città in cui vivere,	sì {P} sì sì secondo me è una bella città in cui vivere,	sì {P} sì sì secondo me è una bella città in cui vivere
48	SP2	127.48	133.24	5.76	True	0	0	0	0	0	0	False	False	False	False	False	_	3	0	0	11	e:hm (.) non so (.) se (.) effettivamente ci vivrei forse con una famiglia:,	e:hm {P} non so {P} se {P} effettivamente ci vivrei forse con una famiglia:,	ehm {P} non so {P} se {P} effettivamente ci vivrei forse con una famiglia
49	SP1	133.3	135.58	2.28	True	0	0	0	0	0	0	False	False	False	False	True	50=0.500	1	0	0	6	okay (.) quindi più per giovani magari	okay {P} quindi più per giovani magari	okay {P} quindi più per giovani magari
50	SP2	135.08	137.22	2.14	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	[sì è u]na città più per giovani per studenti:	[sì è u]na città più per giovani per studenti:	sì è una città più per giovani per studenti
51	SP2	138.1	139.99	1.89	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	perché: e::hm	perché: e::hm	perché ehm
52	SP2	140.64	145.62	4.98	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	19	sì ci sono molte attività (che puoi fare) poi sicuramente ci sono cose anche per per le famiglie chiaramente	sì ci sono molte attività (che puoi fare) poi sicuramente ci sono cose anche per per le famiglie chiaramente	sì ci sono molte attività che puoi fare poi sicuramente ci sono cose anche per per le famiglie chiaramente
53	SP2	146.1	150.64	4.54	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	14	però:: mi sembra un po' più a misura di: di giovane (.) [che:] che famiglia	però:: mi sembra un po' più a misura di: di giovane {P} [che:] che famiglia	però mi sembra un po' più a misura di di giovane {P} che che famiglia
54	SP1	149.28	149.97	0.69	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
55	SP1	150.98	153.98	3.0	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	e per esempio i suoi punti forti secondo te quali sono?	e per esempio i suoi punti forti secondo te quali sono?	e per esempio i suoi punti forti secondo te quali sono
56	SP2	154.56	157.78	3.22	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	5	ah i punti forti: (.) sicuramente	ah i punti forti: {P} sicuramente	ah i punti forti {P} sicuramente
57	SP2	158.65	159.76	1.11	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	m::h	m::h	mh
58	SP2	159.92	165.72	5.8	True	0	0	0	0	0	0	False	False	False	False	True	59=0.640,60=0.980	1	0	1	13	la storia cioè l'architettura (e) il centro sto[rico è] (.) proprio pieno di: (dalle) torri,	la storia cioè l'architettura (e) il centro sto[rico è] {P} proprio pieno di: (dalle) torri,	la storia cioè l'architettura e il centro storico è {P} proprio pieno di dalle torri
59	SP1	162.55	163.19	0.64	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
60	SP1	163.84	164.82	0.98	True	0	0	0	0	0	0	False	False	False	False	True	58=0.980	0	1	0	0	((tossisce))	{tossisce}	{tossisce}
61	SP2	166.02	171.78	5.76	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	14	a:: a san petronio:, insomma è proprio bella a livello secondo me architettonico, (.) storico	a:: a san petronio:, insomma è proprio bella a livello secondo me architettonico, {P} storico	a a san petronio insomma è proprio bella a livello secondo me architettonico {P} storico
62	SP2	172.62	179.7	7.08	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	1	24	e::h poi la vita, c'è sempre (.) >un sacco di cose da fare< se il weekend esci è pieno di gente in [centro tutti i local]i	e::h poi la vita, c'è sempre {P} >un sacco di cose da fare< se il weekend esci è pieno di gente in [centro tutti i local]i	eh poi la vita c'è sempre {P} un sacco di cose da fare se il weekend esci è pieno di gente in centro tutti i locali
63	SP1	178.41	179.33	0.92	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[è vero]	[è vero]	è vero
64	SP2	180.18	183.72	3.54	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	e::h xx senti che è viva, è molto vissuta come città	e::h xx senti che è viva, è molto vissuta come città	eh xx senti che è viva è molto vissuta come città
65	SP2	184.56	192.24	7.68	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	27	e::h >poi vabbè< ci son concerti stadio c(io)è ci sono tante cose da fare se se vuoi: (.) se vuoi viverla quindi secondo me, queste sono un po':	e::h >poi vabbè< ci son concerti stadio c(io)è ci sono tante cose da fare se se vuoi: {P} se vuoi viverla quindi secondo me, queste sono un po':	eh poi vabbè ci son concerti stadio cioè ci sono tante cose da fare se se vuoi {P} se vuoi viverla quindi secondo me queste sono un po'
66	SP1	192.58	194.74	2.16	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	i mezzi di trasporto anche:?	i mezzi di trasporto anche:?	i mezzi di trasporto anche
67	SP2	194.9	198.92	4.02	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	14	e::h i mezzi di trasporto, >vi dicevo< se sei in centro dentro alle mura,	e::h i mezzi di trasporto, >vi dicevo< se sei in centro dentro alle mura,	eh i mezzi di trasporto vi dicevo se sei in centro dentro alle mura
68	SP2	199.74	203.74	4.0	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	11	m::h vai in bicicletta vai ai piedi ovunque (.) bene o male	m::h vai in bicicletta vai ai piedi ovunque {P} bene o male	mh vai in bicicletta vai ai piedi ovunque {P} bene o male
69	SP2	204.5	211.89	7.39	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	1	12	anche l'autobus secondo me funzionano abbastanza bene non mi sembrano: (.) c(io)è particolarmente inefficienti	anche l'autobus secondo me funzionano abbastanza bene non mi sembrano: {P} c(io)è particolarmente inefficienti	anche l'autobus secondo me funzionano abbastanza bene non mi sembrano {P} cioè particolarmente inefficienti
70	SP1	212.2	212.86	0.66	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[°mhmh°]	[°mhmh°]	mhmh
71	SP2	212.26	216.92	4.66	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	[però:] sì con la macchina bologna non è vivib[ile]	[però:] sì con la macchina bologna non è vivib[ile]	però sì con la macchina bologna non è vivibile
72	SP1	216.62	217.86	1.24	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	°[non] è vivib[ile]°	°[non] è vivib[ile]°	non è vivibile
73	SP2	217.38	222.84	5.46	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	18	[non è viv]ibile perché se, (.) ripeto de- s- se sei fuori dal centro magari la usi [per andare,]	[non è viv]ibile perché se, {P} ripeto de- s- se sei fuori dal centro magari la usi [per andare,]	non è vivibile perché se {P} ripeto de- s- se sei fuori dal centro magari la usi per andare
74	SP1	222.08	222.72	0.64	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[°mhmh°]	[°mhmh°]	mhmh
75	SP2	223.82	226.7	2.88	True	1	0	0	0	0	0	False	False	False	False	False	_	1	1	1	4	>non so< al'ikea, o (.)  [fuo]ri ((ride))	>non so< al'ikea, o {P} [fuo]ri {ride}	non so al'ikea, o {P} fuori {ride}
76	SP1	225.25	227.09	1.84	True	0	0	0	0	0	0	False	False	False	False	True	75=1.450,77=0.120	0	1	0	1	[sì] ((ride))	[sì] {ride}	sì {ride}
77	SP2	226.97	232.52	5.55	True	0	0	0	0	0	0	False	False	False	False	True	76=0.120	1	0	0	14	se devi venire in centro:: è proprio scomodo perché (ripetev-) ripeto (.) vedo delle file	se devi venire in centro:: è proprio scomodo perché (ripetev-) ripeto {P} vedo delle file	se devi venire in centro è proprio scomodo perché ripetev- ripeto {P} vedo delle file
78	SP2	232.84	237.22	4.38	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	11	per entrare nel parcheggio, (.) cioè anche quelli in piazza otto ag[osto]	per entrare nel parcheggio, {P} cioè anche quelli in piazza otto ag[osto]	per entrare nel parcheggio {P} cioè anche quelli in piazza otto agosto
79	SP1	237.015	237.654	0.639	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mh]mh	[mh]mh	mhmh
80	SP2	237.82	240.25	2.43	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	che: tutte le settimane è abbastanza:	che: tutte le settimane è abbastanza:	che tutte le settimane è abbastanza
81	SP2	242.14	244.75	2.61	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	°x abbastanza° lunga quella fila quindi::	°x abbastanza° lunga quella fila quindi::	x abbastanza lunga quella fila quindi
82	SP2	245.1	247.42	2.32	True	0	0	0	0	0	0	False	False	False	False	True	83=0.001	0	0	0	8	io:: ho delle amiche che hanno una macchina,	io:: ho delle amiche che hanno una macchina,	io ho delle amiche che hanno una macchina
83	SP1	247.419	247.951	0.532	True	0	0	0	0	0	0	False	False	False	False	True	82=0.001	0	0	0	1	°mhmh°	°mhmh°	mhmh
84	SP2	247.982	249.184	1.202	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	perché vivono fuori,	perché vivono fuori,	perché vivono fuori
85	SP2	249.8	253.212	3.412	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	però anche loro ad esempio quando devono venire a casa mia, [e::h]	però anche loro ad esempio quando devono venire a casa mia, [e::h]	però anche loro ad esempio quando devono venire a casa mia eh
86	SP1	253.029	254.522	1.493	True	0	0	0	0	0	0	False	False	False	False	True	85=0.183	0	0	0	4	(°[eh] fanno pi[ù fatica]°)	(°[eh] fanno pi[ù fatica]°)	eh fanno più fatica
