81	SP1	[ANCORA MENO] (.) sono venti ore tipo perché: ogni giorno io lo	ancora meno {PAUSE} sono venti ore tipo perché ogni giorno io lo
82	SP1	vado avanti indietro un'ora un'ora e mezzo c(io)è per venire un'ora e mezzo un'ora minimo e ritornare è ancora facciamo mezz'ora o un'ora	vado avanti indietro un ora un ora e mezzo cioè per venire un ora e mezzo un ora minimo e ritornare è ancora facciamo mezz ora o un ora

83	SP2	mh[mh]	mhmh

84	SP1	[allora] due ore è già scalata	allora due ore è già scalata

85	SP2	sì sì	sì sì

86	SP1	per preparare c(io)é se (.) tipo che noi abitiamo c(io)è	per preparare cioé se {PAUSE} tipo che noi abitiamo cioè
87	SP1	facciamo come dentro la bologna, tu venti minuti,	facciamo come dentro la bologna tu venti minuti
88	SP1	trenta minuti se [(in lavoro).]	trenta minuti se in lavoro

89	SP2	[mhmh]	mhmh
90	SP2	°certo sì sì° (.) ma prima di trasferirti in valsamoggia m:h in quale zona abitav[i::?]	certo sì sì {PAUSE} ma prima di trasferirti in valsamoggia mh in quale zona abitavi::

91	SP1	[in ce]ntro proprio in [centro storico] (.) [centro c]entro.	in centro proprio in centro storico {PAUSE} centro centro

92	SP2	[centro centro?] (.) [okay]	centro centro {PAUSE} okay

93	SP1	DIECI MINUTI (DI) CAMMINATA (che) dove lavoro io:	dieci minuti di camminata che dove lavoro io

94	SP2	però c'è un po' di casino in c[entro, sporco::]	però c è un po di casino in centro sporco

95	SP1	[NO GUARDA CHE c]asino: no p- c(io)è proprio no non è che è sporco tu di- tu m:h non posso d-	no guarda che casino no p cioè proprio no non è che è sporco tu di tu mh non posso d
96	SP1	c(io)è non puoi:: guardare tutte le cose insi[eme.]	cioè non puoi guardare tutte le cose insieme

97	SP2	[mh]mh	mhmh
98	SP2	mhmh	mhmh
99	SP2	quindi sì ti ti piac[erebbe rit]ornare a vivere [°(in centro storico)°]	quindi sì ti ti piacerebbe ritornare a vivere in centro storico

100	SP1	[sì]	sì
101	SP1	perché (.) è una persona che vanno c(io)è lavorare dentro, in città:, e va ad abitare fuo[ri,]	perché {PAUSE} è una persona che vanno cioè lavorare dentro in città: e va ad abitare fuori

102	SP2	[mhmh]	mhmh

103	SP1	[ti-] n- stai inquin[ando lo stesso]	ti n stai inquinando lo stesso

104	SP2	[ANCHE (.) certo] (.) [ah no no no certamente] (.) sì sì sì sì	anche {PAUSE} certo {PAUSE} ah no no no certamente {PAUSE} sì sì sì sì

105	SP1	[devi capire questa qua]	devi capire questa qua

106	SP2	e:: nien[te x]	e niente x

107	SP1	[ma s]e come io che vengo ad abitare: in cen- città (.) mh una macchina,	ma se come io che vengo ad abitare in cen città {PAUSE} mh una macchina
108	SP1	già f- (.) già ferma [ma per] (.) [non inqu]inare la ci[ttà]	già f {PAUSE} già ferma ma per {PAUSE} non inquinare la città

109	SP2	[mhmh]	mhmh
110	SP2	[mhmh]	mhmh
111	SP2	[sì sì s]ì è vero capisco: perfettamente	sì sì sì è vero capisco perfettamente
112	SP2	m::h e sono curiosa di chiederti anche (.) perché	mh e sono curiosa di chiederti anche {PAUSE} perché
113	SP2	quindi immagino che la tua famiglia,	quindi immagino che la tua famiglia
114	SP2	si sia trasfer[ita qui dal] bangl[adesh no? quindi i]n nella in casa con i tuoi genitori	si sia trasferita qui dal bangladesh no quindi in nella in casa con i tuoi genitori

115	SP1	[sì]	sì
116	SP1	[sì (.) °sì°]	sì {PAUSE} sì

117	SP2	parla- m::h (.) che lingua parlate?	parla mh {PAUSE} che lingua parlate
118	SP2	[quale lin-]	quale lin

119	SP1	[(bangla) sì] (.) in lingua:: bangla che parlano.	bangla sì {PAUSE} in lingua bangla che parlano

120	SP2	e:	e

121	SP1	però eh tutti quanti lo sanno (anche) italiano tranquilla ((ride))	però eh tutti quanti lo sanno anche italiano tranquilla {ride}

122	SP2	okay (.) e lo mi- mischiate un po' con l'i[taliano, quando: par]late [fra di voi o]	okay {PAUSE} e lo mi mischiate un po con l italiano quando parlate fra di voi o

123	SP1	[sì (.) °sì sì°]	sì {PAUSE} sì sì
124	SP1	[sì: sì:]	sì sì

125	SP2	hai fratelli anch[e:?]	hai fratelli anche:

126	SP1	[sì.] ho una sorella che: studia in università	sì ho una sorella che studia in università

127	SP2	ah che cosa studia?	ah che cosa studia

128	SP1	chimica	chimica

129	SP2	chimica [okay]	chimica okay

130	SP1	[industriale.]	industriale

131	SP2	ed è più:: (.) grande più pi[ccola di te?]	ed è più {PAUSE} grande più piccola di te

132	SP1	[no: è più c-] sì più: piccola ((ride))	no è più c sì più piccola {ride}

133	SP2	[più] piccola okay	più piccola okay
134	SP2	sono curiosa di sapere se tu con la tua sorella parli pre- pr[evalentemente xx (.) (tutte e due) okay]	sono curiosa di sapere se tu con la tua sorella parli pre prevalentemente xx {PAUSE} tutte e due okay

135	SP1	[TUTTE E DUE LINGUE NOI PARLIAMO] tutte e due lingue sì: dipende quale argomento che parliamo però parliamo tutte e due °lingue°.	tutte e due lingue noi parliamo tutte e due lingue sì dipende quale argomento che parliamo però parliamo tutte e due lingue

136	SP2	ah tipo ci sono alcuni argomenti che sono: più legati a una l[ingua,]	ah tipo ci sono alcuni argomenti che sono più legati a una lingua

137	SP1	[sì] (.) °sì°	sì {PAUSE} sì

138	SP2	per esempio?	per esempio

139	SP1	no esempio: e::h quando noi parliamo qualche argomenti di proprio c(io)è proprio ital- c(io)è posto qui, allora parliamo come:: m::h	no esempio eh quando noi parliamo qualche argomenti di proprio cioè proprio ital cioè posto qui allora parliamo come mh
140	SP1	come italiano c(io)è proprio le cose, però eh quando noi parliamo la roba dei per la famiglia,	come italiano cioè proprio le cose però eh quando noi parliamo la roba dei per la famiglia
141	SP1	allora vabbè utilizziamo il [lin]gua:: bang[la] per la famiglia assolutamente.	allora vabbè utilizziamo il lingua bangla per la famiglia assolutamente

142	SP2	[mhmh]	mhmh
143	SP2	[mhmh]	mhmh
144	SP2	[mhmh]	mhmh

