tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	W:switches	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
32	SP1	56.12	58.07	1.95	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0	4	che (.) mille euro (.) fa[cciamo]	che {P} mille euro {P} fa[cciamo]	che {P} mille euro {P} facciamo
33	SP2	57.76	58.37	0.61	True	0	0	0	0	0	0	0	0	False	False	False	False	True	32=0.310,34=0.170	0	0	0	1	[mhmh]	[mhmh]	mhmh
34	SP1	58.2	61.03	2.83	True	0	0	0	0	0	0	0	0	False	False	False	False	True	33=0.170	0	0	0	8	perché:: una casa deve essere mille euro, e	perché:: una casa deve essere mille euro, e	perché una casa deve essere mille euro e
35	SP1	61.08	64.98	3.9	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	15	non è che deve essere soltanto una camera, u- un monolocale che mille euro no	non è che deve essere soltanto una camera, u- un monolocale che mille euro no	non è che deve essere soltanto una camera u- un monolocale che mille euro no
36	SP1	65.2	65.65	0.45	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	è troppo.	è troppo.	è troppo
37	SP2	65.69999999999999	66.46	0.86	True	0	0	0	0	0	0	1	0	False	False	False	False	False	_	0	0	0	3	è troppo sì	è troppo sì	è troppo sì
38	SP1	66.54	71.76	5.22	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	15	deve essere almeno tr[e camere di letto per per] mille euro milledue millecento facci[amo così]	deve essere almeno tr[e camere di letto per per] mille euro milledue millecento facci[amo così]	deve essere almeno tre camere di letto per per mille euro milledue millecento facciamo così
39	SP2	68.0	69.01	1.01	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[sì sì sì]	[sì sì sì]	sì sì sì
40	SP2	71.14	71.76	0.62	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
41	SP1	72.62	74.48	1.86	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	se vado a: valsamoggia,	se vado a: valsamoggia,	se vado a valsamoggia
42	SP1	74.82	77.61	2.89	True	0	0	0	0	0	0	1	0	False	False	False	False	False	_	0	0	0	11	con i xxxx io spendo c- più di duecento euro di benzina.	con i xxxx io spendo c- più di duecento euro di benzina.	con i xxxx io spendo c- più di duecento euro di benzina
43	SP2	77.66	79.25	1.59	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	5	sì sì (.) e il parcheggio	sì sì {P} e il parcheggio	sì sì {P} e il parcheggio
44	SP1	79.28999999999999	83.61	4.42	True	0	0	0	0	0	0	1	0	False	False	False	False	False	_	1	0	0	9	e parcheggio più (.) [fa]cciamo trecento[cinquanta euro di ogni mese]	e parcheggio più {P} [fa]cciamo trecento[cinquanta euro di ogni mese]	e parcheggio più {P} facciamo trecentocinquanta euro di ogni mese
45	SP2	79.99	80.38	0.39	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[°sì°]	[°sì°]	sì
46	SP2	81.45	83.61	2.16	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[sì sì tantissimo]	[sì sì tantissimo]	sì sì tantissimo
47	SP2	83.72	84.62	0.9	True	0	0	0	0	0	0	0	0	False	False	False	False	True	48=0.100	0	0	0	1	tantissimo	tantissimo	tantissimo
48	SP1	84.52	85.52	1.0	True	0	0	0	0	0	0	0	0	False	False	False	False	True	47=0.100	0	0	0	1	tantissimo	tantissimo	tantissimo
49	SP2	84.75	85.72	0.97	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((ride))	{ride}	{ride}
50	SP2	85.78	86.39	0.61	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	°sì sì°	°sì sì°	sì sì
51	SP2	86.55	90.63	4.08	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	14	no io non ho la macchina quindi [non mi rendo contO SENTO queste cifre] ((ride))	no io non ho la macchina quindi [non mi rendo contO SENTO queste cifre] {ride}	no io non ho la macchina quindi non mi rendo conto sento queste cifre {ride}
52	SP1	88.12	93.89	5.77	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0	11	[no inteNDEVO (.) <intendevo>] (.) che se là pago settecento euro in affitto	[no inteNDEVO {P} <intendevo>] {P} che se là pago settecento euro in affitto	no intendevo {P} intendevo {P} che se là pago settecento euro in affitto
53	SP1	94.29	97.27000000000001	3.08	True	0	0	0	0	0	0	1	0	False	False	False	False	False	_	1	0	0	4	più (.) trecentocinquant[a sono m]ille,	più {P} trecentocinquant[a sono m]ille,	più {P} trecentocinquanta sono mille
54	SP2	96.24	96.83	0.59	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
55	SP2	97.31	97.95	0.64	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmh	mhmh	mhmh
56	SP1	98.2	105.08	6.88	True	0	0	0	0	0	0	0	1	False	False	False	False	False	_	1	0	1, eh.m	17	GIÀ (.) mille: e.h[m mill- millecen]to milleduemilacento m: milleduecento dopo [perché non è che solo] devo pagare la macchina,	GIÀ {P} mille: eh.[m mill- millecen]to milleduemilacento m: milleduecento dopo [perché non è che solo] devo pagare la macchina,	già {P} mille eh.m mill- millecento milleduemilacento m milleduecento dopo perché non è che solo devo pagare la macchina
57	SP2	99.39	100.16	0.77	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[°sì sì sì°]	[°sì sì sì°]	sì sì sì
58	SP2	102.99	103.77	0.78	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[°mhmh°]	[°mhmh°]	mhmh
59	SP1	105.21	107.57	2.36	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	la benzina e:: e:h	la benzina e:: e:h	la benzina e eh
60	SP1	107.7	111.15	3.45	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	e anch[e il parcheggio] n[o, devo pa-] xxx	e anch[e il parcheggio] n[o, devo pa-] xxx	e anche il parcheggio no devo pa- xxx
61	SP2	108.29	109.09	0.8	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[sì sì sì]	[sì sì sì]	sì sì sì
62	SP2	109.24	109.99	0.75	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[°sì sì sì°]	[°sì sì sì°]	sì sì sì
63	SP1	111.69	116.5	4.81	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	14	allora come la città, (.) se tu paghi duecento euro c(io)è duecento euro IN PI[Ù]	allora come la città, {P} se tu paghi duecento euro c(io)è duecento euro IN PI[Ù]	allora come la città {P} se tu paghi duecento euro cioè duecento euro in più
64	SP2	116.3	117.04	0.74	True	0	0	0	0	0	0	0	0	False	False	False	False	True	63=0.200,65=0.440	0	0	0	1	[mhmh]	[mhmh]	mhmh
65	SP1	116.6	117.58	0.98	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	[ma t]i trovi tutto.	[ma t]i trovi tutto.	ma ti trovi tutto
66	SP2	117.58	118.28	0.7	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	certo sì	certo sì	certo sì
67	SP2	118.48	119.48	1.0	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	certo certo certo	certo certo certo	certo certo certo
68	SP1	119.49	124.8	5.41	True	0	0	0	0	0	0	1	0	False	False	False	False	False	_	0	0	0	16	come da là per fare un(a) spesa io devo fare c(io)è dieci chilometri cinque chilometri al[meno]	come da là per fare un(a) spesa io devo fare c(io)è dieci chilometri cinque chilometri al[meno]	come da là per fare una spesa io devo fare cioè dieci chilometri cinque chilometri almeno
69	SP2	124.3	124.8	0.5	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
70	SP2	125.68	130.0	4.32	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	10	no poi ti (.) >(in)somma< ti svegli presto, [traffico, stress sì]	no poi ti {P} >(in)somma< ti svegli presto, [traffico, stress sì]	no poi ti {P} insomma ti svegli presto traffico stress sì
71	SP1	127.89	131.12	3.23	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0	5	[assolutamente ma (.) guarda che] (.) là	[assolutamente ma {P} guarda che] {P} là	assolutamente ma {P} guarda che {P} là
72	SP1	131.28	133.83	2.55	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	da vivere la differenza da città e fuori citt[à]	da vivere la differenza da città e fuori citt[à]	da vivere la differenza da città e fuori città
73	SP2	133.4	134.079	0.679	True	0	0	0	0	0	0	0	0	False	False	False	False	True	72=0.430,74=0.129	0	0	0	1	[mhmh]	[mhmh]	mhmh
74	SP1	133.95	137.41	3.46	True	0	0	0	0	0	0	0	0	False	False	False	False	True	73=0.129,75=0.120	0	0	0	10	SE LAVORO, fuori città, guarda che per me va be[ne]	SE LAVORO, fuori città, guarda che per me va be[ne]	se lavoro fuori città guarda che per me va bene
75	SP2	137.29	137.81	0.52	True	0	0	0	0	0	0	0	0	False	False	False	False	True	74=0.120,76=0.340	0	0	0	1	[mhmh]	[mhmh]	mhmh
76	SP1	137.47	139.56	2.09	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	7	[ma] (.) de[ntro la città che devo lavorare]	[ma] {P} de[ntro la città che devo lavorare]	ma {P} dentro la città che devo lavorare
77	SP2	138.28	140.41	2.13	True	0	0	0	0	0	0	0	0	False	False	False	False	True	76=1.280,78=0.310	1	0	0	5	[venendo qua] (.) certo sì sì	[venendo qua] {P} certo sì sì	venendo qua {P} certo sì sì
78	SP1	140.1	144.06	3.96	True	0	0	0	0	0	0	0	1	False	False	False	False	True	77=0.310,79=0.250	1	0	0	12	significa che per me non è che una giornata di: (.) ventiquattro [ore.]	significa che per me non è che una giornata di: {P} ventiquattro [ore].	significa che per me non è che una giornata di {P} ventiquattro ore
79	SP2	143.81	144.4	0.59	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mh]mh	[mh]mh	mhmh
80	SP1	144.54	146.33	1.79	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	3	sono (.) ventidue [ore]	sono {P} ventidue [ore]	sono {P} ventidue ore
81	SP2	145.9	148.2	2.3	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	5	[CERTO] (.) perch[é una è x mhmh]	[CERTO] {P} perch[é una è x mhmh]	certo {P} perché una è x mhmh
82	SP1	146.91	150.95	4.04	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	11	[ANCORA MENO] (.) sono venti ore tipo perché: ogni giorno io lo	[ANCORA MENO] {P} sono venti ore tipo perché: ogni giorno io lo	ancora meno {P} sono venti ore tipo perché ogni giorno io lo
83	SP1	151.11	159.46	8.35	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	29	vado avanti indietro un'ora un'ora e mezzo c(io)è per venire un'ora e mezzo un'ora minimo e ritornare è ancora facciamo mezz'ora o un'ora	vado avanti indietro un'ora un'ora e mezzo c(io)è per venire un'ora e mezzo un'ora minimo e ritornare è ancora facciamo mezz'ora o un'ora	vado avanti indietro un' ora un' ora e mezzo cioè per venire un' ora e mezzo un' ora minimo e ritornare è ancora facciamo mezz' ora o un' ora
84	SP2	159.48	160.03	0.55	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mh[mh]	mh[mh]	mhmh
85	SP1	159.57	161.1	1.63	True	0	0	0	0	0	0	1	0	False	False	False	False	False	_	0	0	0	6	[allora] due ore è già scalata	[allora] due ore è già scalata	allora due ore è già scalata
86	SP2	161.1	161.8	0.7	True	0	0	0	0	0	0	0	0	False	False	False	False	True	87=0.400	0	0	0	2	sì sì	sì sì	sì sì
87	SP1	161.4	164.74	3.34	True	0	0	0	0	0	0	0	0	False	False	False	False	True	86=0.400	1	0	0	9	per preparare c(io)é se (.) tipo che noi abitiamo c(io)è	per preparare c(io)é se {P} tipo che noi abitiamo c(io)è	per preparare cioé se {P} tipo che noi abitiamo cioè
88	SP1	164.82	167.98	3.16	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	facciamo come dentro la bologna, tu venti minuti,	facciamo come dentro la bologna, tu venti minuti,	facciamo come dentro la bologna tu venti minuti
89	SP1	168.3	170.1	1.8	True	0	0	0	0	0	0	0	1	False	False	False	False	False	_	0	0	0	5	trenta minuti se [(in lavoro).]	trenta minuti se [(in lavoro)].	trenta minuti se in lavoro
90	SP2	169.6	170.26	0.66	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
91	SP2	170.35	175.15	4.8	True	0	0	0	0	0	0	0	1	False	False	False	False	False	_	1	0	0	14	°certo sì sì° (.) ma prima di trasferirti in valsamoggia m:h in quale zona abitav[i::?]	°certo sì sì° {P} ma prima di trasferirti in valsamoggia m:h in quale zona abitav[i::]?	certo sì sì {P} ma prima di trasferirti in valsamoggia mh in quale zona abitavi
92	SP1	174.85	177.63	2.78	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	8	[in ce]ntro proprio in [centro storico (.) centro c]entro.	[in ce]ntro proprio in [centro storico {P} centro c]entro.	in centro proprio in centro storico {P} centro centro
93	SP2	175.87	177.18	1.31	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	3	[centro centro? (.) okay]	[centro centro? {P} okay]	centro centro {P} okay
94	SP1	178.48	181.15	2.67	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	DIECI MINUTI (DI) CAMMINATA (che) dove lavoro io:	DIECI MINUTI (DI) CAMMINATA (che) dove lavoro io:	dieci minuti di camminata che dove lavoro io
95	SP2	181.21	183.88	2.67	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	però c'è un po' di casino in c[entro, sporco::]	però c'è un po' di casino in c[entro, sporco::]	però c' è un po' di casino in centro sporco
96	SP1	182.74	188.52	5.78	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	21	 [NO GUARDA CHE c]asino: no p- c(io)è proprio no non è che è sporco tu di- tu m:h non posso d-	[NO GUARDA CHE c]asino: no p- c(io)è proprio no non è che è sporco tu di- tu m:h non posso d-	no guarda che casino no p- cioè proprio no non è che è sporco tu di- tu mh non posso d-
97	SP1	188.6	191.38	2.78	True	0	0	0	0	0	0	0	1	False	False	False	False	False	_	0	0	0	8	c(io)è non puoi:: guardare tutte le cose insi[eme.]	c(io)è non puoi:: guardare tutte le cose insi[eme].	cioè non puoi guardare tutte le cose insieme
98	SP2	191.07	191.67	0.6	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mh]mh	[mh]mh	mhmh
99	SP2	191.99	192.77	0.78	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmh	mhmh	mhmh
100	SP2	192.93	196.51	3.58	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	quindi sì ti ti piac[erebbe rit]ornare a vivere [°(in centro storico)°]	quindi sì ti ti piac[erebbe rit]ornare a vivere [°(in centro storico)°]	quindi sì ti ti piacerebbe ritornare a vivere in centro storico
101	SP1	193.86	194.43	0.57	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sì]	[sì]	sì
102	SP1	194.95	200.88	5.93	True	0	0	0	0	0	0	0	1	False	False	False	False	True	100=1.560,103=0.220	1	0	0	16	perché (.) è una persona che vanno c(io)è lavorare dentro, in città:, e va ad abitare fuo[ri,]	perché {P} è una persona che vanno c(io)è lavorare dentro, in città:, e va ad abitare fuo[ri],	perché {P} è una persona che vanno cioè lavorare dentro in città e va ad abitare fuori
103	SP2	200.66	201.18	0.52	True	0	0	0	0	0	0	0	0	False	False	False	False	True	102=0.220,104=0.200	0	0	0	1	[mhmh]	[mhmh]	mhmh
104	SP1	200.98	203.35	2.37	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	[ti-] n- stai inquin[ando lo stesso]	[ti-] n- stai inquin[ando lo stesso]	ti- n- stai inquinando lo stesso
105	SP2	202.23	206.41	4.18	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	3	0	0	11	[ANCHE (.) certo] (.) [ah no no no certamente] (.) sì sì sì sì	[ANCHE {P} certo] {P} [ah no no no certamente] {P} sì sì sì sì	anche {P} certo {P} ah no no no certamente {P} sì sì sì sì
106	SP1	204.03	205.69	1.66	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	[devi capire questa qua]	[devi capire questa qua]	devi capire questa qua
107	SP2	206.71	207.7	0.99	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	e:: nien[te x]	e:: nien[te x]	e niente x
108	SP1	207.43	212.8	5.37	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	14	[ma s]e come io che vengo ad abitare: in cen- città (.) mh una macchina,	[ma s]e come io che vengo ad abitare: in cen- città {P} mh una macchina,	ma se come io che vengo ad abitare in cen- città {P} mh una macchina
109	SP1	213.07	217.17	4.1	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0	10	già f- (.) già ferma [ma per] (.) [non inqu]inare la ci[ttà]	già f- {P} già ferma [ma per] {P} [non inqu]inare la ci[ttà]	già f- {P} già ferma ma per {P} non inquinare la città
110	SP2	214.71	215.35	0.64	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
111	SP2	215.46	216.07	0.61	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
112	SP2	216.73	219.32	2.59	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	[sì sì s]ì è vero capisco: perfettamente	[sì sì s]ì è vero capisco: perfettamente	sì sì sì è vero capisco perfettamente
113	SP2	219.41	222.93	3.52	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	8	m::h e sono curiosa di chiederti anche (.) perché	m::h e sono curiosa di chiederti anche {P} perché	mh e sono curiosa di chiederti anche {P} perché
114	SP2	223.07	224.61	1.54	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	quindi immagino che la tua famiglia,	quindi immagino che la tua famiglia,	quindi immagino che la tua famiglia
115	SP2	225.07	229.75	4.68	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	16	si sia trasfer[ita qui dal] bangl[adesh no? quindi i]n nella in casa con i tuoi genitori	si sia trasfer[ita qui dal] bangl[adesh no? quindi i]n nella in casa con i tuoi genitori	si sia trasferita qui dal bangladesh no quindi in nella in casa con i tuoi genitori
116	SP1	225.84	226.26	0.42	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sì]	[sì]	sì
117	SP1	226.72	227.52	0.8	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	2	[sì (.) °sì°]	[sì {P} °sì°]	sì {P} sì
118	SP2	229.89	232.17	2.28	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	5	parla- m::h (.) che lingua parlate?	parla- m::h {P} che lingua parlate?	parla- mh {P} che lingua parlate
119	SP2	232.26	233.0	0.74	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[quale lin-]	[quale lin-]	quale lin-
120	SP1	232.28	235.28	3.0	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	7	[(bangla) sì] (.) in lingua:: bangla che parlano.	[(bangla) sì] {P} in lingua:: bangla che parlano.	bangla sì {P} in lingua bangla che parlano
121	SP2	235.3	235.64	0.34	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	e:	e:	e
122	SP1	235.65	239.84	4.19	True	0	0	0	0	0	0	0	0	False	False	False	False	True	123=1.620	0	1	0	9	però eh tutti quanti lo sanno (anche) italiano tranquilla ((ride))	però eh tutti quanti lo sanno (anche) italiano tranquilla {ride}	però eh tutti quanti lo sanno anche italiano tranquilla {ride}
123	SP2	238.22	243.02	4.8	True	0	0	0	0	0	0	0	0	False	False	False	False	True	122=1.620,124=1.620,125=1.040	1	0	0	16	okay (.) e lo mi- mischiate un po' con l'i[taliano, quando: par]late [fra di voi o]	okay {P} e lo mi- mischiate un po' con l'i[taliano, quando: par]late [fra di voi o]	okay {P} e lo mi- mischiate un po' con l' italiano quando parlate fra di voi o
124	SP1	240.25	241.87	1.62	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	3	[sì (.) °sì sì°]	[sì {P} °sì sì°]	sì {P} sì sì
125	SP1	241.98	243.41	1.43	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[sì: sì:]	[sì: sì:]	sì sì
