tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
44	SP1	85.05	86.557	1.607	True	0	0	0	0	0	0	1	False	False	False	False	False	_	0	0	0	4	[mhmh anche secondo me]	[mhmh anche secondo me]	mhmh anche secondo me
45	SP2	86.65	87.842	1.192	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	più bolognese:	più bolognese:	più bolognese
46	SP1	88.37	91.106	2.736	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	[invece] il tuo posto del cuore di bologna	[invece] il tuo posto del cuore di bologna	invece il tuo posto del cuore di bologna
47	SP2	88.43	89.02	0.59	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[carino]	[carino]	carino
48	SP1	91.56	93.33	1.77	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	non so anche solo un bar	non so anche solo un bar	non so anche solo un bar
49	SP2	93.35	93.843	0.493	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mh]	[mh]	mh
50	SP1	93.38	95.502	2.122	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	[a cui se]i particolarmente affezionata,	[a cui se]i particolarmente affezionata,	a cui sei particolarmente affezionata
51	SP2	96.18	96.677	0.497	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mh	mh	mh
52	SP2	98.65	101.1	2.45	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	e:h forse: mh:h	e:h forse: mh:h	eh forse mhh
53	SP2	101.92	106.185	4.265	True	0	0	0	0	0	0	0	False	False	False	False	True	54=0.590	0	1	0	10	mangiare un gelato seduti sul gradino di piazza santo stefano ((ride))	mangiare un gelato seduti sul gradino di piazza santo stefano {ride}	mangiare un gelato seduti sul gradino di piazza santo stefano {ride}
54	SP1	105.35	105.94	0.59	True	0	0	0	0	0	0	0	False	False	False	False	True	53=0.590	0	0	0	1	a:h	a:h	ah
55	SP1	106.19	107.286	1.096	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	lì è bellis[simo]	lì è bellis[simo]	lì è bellissimo
56	SP2	106.76	108.885	2.125	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	8	[perchè lì] piazza santo stefano mi piace molto	[perché lì] piazza santo stefano mi piace molto	perché lì piazza santo stefano mi piace molto
57	SP2	108.91	110.939	2.029	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	poi c'ha di fianco la mia gelateria preferita,	poi c'ha di fianco la mia gelateria preferita,	poi c' ha di fianco la mia gelateria preferita
58	SP2	111.19	113.522	2.332	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	e quindi spesso d'estate col mio ragazzo andiamo	e quindi spesso d'estate col mio ragazzo andiamo	e quindi spesso d' estate col mio ragazzo andiamo
59	SP2	113.57	118.21	4.64	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	16	andiamo lì prendiamo il gelato e ci sediamo: in piazz[a: santo s]tefano >°quindi forse quello [sì°]<	andiamo lì prendiamo il gelato e ci sediamo: in piazz[a: santo s]tefano >°quindi forse quello [sì°]<	andiamo lì prendiamo il gelato e ci sediamo in piazza santo stefano quindi forse quello sì
60	SP1	116.15	116.742	0.592	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[bello]	[bello]	bello
61	SP1	117.85	118.758	0.908	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[bell]issimo	[bell]issimo	bellissimo
62	SP1	119.09	120.38	1.29	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	e in generale bologna	e in generale bologna	e in generale bologna
63	SP1	120.48	123.033	2.553	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	ritieni che sia una bella città in cui vivere:	ritieni che sia una bella città in cui vivere:	ritieni che sia una bella città in cui vivere
64	SP2	123.95	126.693	2.743	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	sì sì sì secondo me è una bella città in cui vivere	sì sì sì secondo me è una bella città in cui vivere	sì sì sì secondo me è una bella città in cui vivere
65	SP2	127.23	128.716	1.486	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	e:h m::h	e:h m::h	eh mh
66	SP2	129.22	129.933	0.713	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	non so	non so	non so
67	SP2	130.45	130.951	0.501	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	se	se	se
68	SP2	131.04	134.1	3.06	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	effettivamente ci vivrei forse con una famigli[a:: la]	effettivamente ci vivrei forse con una famigli[a:: la]	effettivamente ci vivrei forse con una famiglia la
69	SP1	133.03	135.283	2.253	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	[okay quindi] più per giovani [magari]	[okay quindi] più per giovani [magari]	okay quindi più per giovani magari
70	SP2	134.54	137.083	2.543	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	[sì] >secondo me< è una città più per giovani per studenti:	[sì] >secondo me< è una città più per giovani per studenti:	sì secondo me è una città più per giovani per studenti
71	SP2	137.73	139.747	2.017	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	2	perchè: m:h	perché: m:h	perché mh
72	SP2	140.25	141.39	1.14	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	sì ci sono molte attività	sì ci sono molte attività	sì ci sono molte attività
73	SP2	141.426	143.82	2.394	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	che puoi fare poi sicuramente ci sono cose anche per	che puoi fare poi sicuramente ci sono cose anche per	che puoi fare poi sicuramente ci sono cose anche per
74	SP2	143.85	145.257	1.407	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	per le famiglie chiaramente	per le famiglie chiaramente	per le famiglie chiaramente
75	SP2	145.96	148.88	2.92	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	11	però: mi sembra un po' più a misura di di giovane	pero': mi sembra un po' più a misura di di giovane	pero' mi sembra un po' più a misura di di giovane
76	SP1	148.88	149.34	0.46	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmh	mhmh	mhmh
77	SP2	149.34	150.537	1.197	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	che che famiglia	che che famiglia	che che famiglia
78	SP1	150.61	153.542	2.932	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	e per esempio i suoi punti forti secondo te quali sono	e per esempio i suoi punti forti secondo te quali sono	e per esempio i suoi punti forti secondo te quali sono
79	SP2	154.16	156.35	2.19	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	ah i punti forti::	ah i punti forti::	ah i punti forti
80	SP2	156.66	157.455	0.795	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	sicuramente	sicuramente	sicuramente
81	SP2	158.33	159.321	0.991	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	m::h	m::h	mh
82	SP2	159.55	164.221	4.671	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	la storia c(io)è l'architettura il il centro storic[o è] proprio pieno di:	la storia c(io)è l'architettura il il centro storic[o è] proprio pieno di:	la storia cioè l' architettura il il centro storico è proprio pieno di
83	SP1	162.11	162.702	0.592	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
84	SP1	163.51	164.199	0.689	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((tossisce))	{tossisce}	{tossisce}
85	SP2	164.44	165.38	0.94	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	dalle torri:	dalle torri:	dalle torri
86	SP2	165.56	167.56	2.0	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	a: san petronio,	a: san petronio,	a san petronio
87	SP2	167.6	170.58	2.98	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	>insomma< è proprio bella a livello secondo me architettonico	>insomma< è proprio bella a livello secondo me architettonico	insomma è proprio bella a livello secondo me architettonico
88	SP2	170.96	171.658	0.698	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	storico	storico	storico
89	SP2	172.47	173.93	1.46	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	e:: poi la vita	e:: poi la vita	e poi la vita
90	SP2	174.0	174.61	0.61	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	c'è sempre	c'è sempre	c' è sempre
91	SP2	174.7	179.497	4.797	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	19	un sacco di cose da fare se >nel weekend< esci è pieno di gente [in centro tutti i loc]ali	un sacco di cose da fare se >nel weekend< esci è pieno di gente [in centro tutti i loc]ali	un sacco di cose da fare se nel weekend esci è pieno di gente in centro tutti i locali
92	SP1	178.01	178.813	0.803	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[è vero]	[è vero]	è vero
93	SP2	179.76	183.209	3.449	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	e: lo senti che arriva: è molto vissuta come città	e: lo senti che arriva: è molto vissuta come città	e lo senti che arriva è molto vissuta come città
94	SP2	184.25	187.705	3.455	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	14	e poi vabbè ci sono concerti stadio c(io)è ci son tante cose da fare	e poi vabbè ci sono concerti stadio c(io)è ci son tante cose da fare	e poi vabbè ci sono concerti stadio cioè ci son tante cose da fare
95	SP2	187.73	189.11	1.38	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	se se vuoi	se se vuoi	se se vuoi
96	SP2	189.35	192.085	2.835	True	0	0	0	0	0	0	1	False	False	False	False	False	_	0	0	0	10	se vuoi viverla quindi secondo me queste sono un po':	se vuoi viverla quindi secondo me queste sono un po':	se vuoi viverla quindi secondo me queste sono un po'
97	SP1	192.18	194.493	2.313	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	i mezzi di trasporto anche	i mezzi di trasporto anche	i mezzi di trasporto anche
98	SP2	194.523	198.56	4.037	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	14	e: i mezzi di trasporto come dicevo se sei in centro dentro le mura,	e: i mezzi di trasporto come dicevo se sei in centro dentro le mura,	e i mezzi di trasporto come dicevo se sei in centro dentro le mura
99	SP2	199.45	202.391	2.941	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	mh vai in bicicletta vai a piedi o comunque	mh vai in bicicletta vai a piedi o comunque	mh vai in bicicletta vai a piedi o comunque
100	SP2	202.69	203.483	0.793	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	bene o male	bene o male	bene o male
101	SP2	204.2	208.001	3.801	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	anche l'autobus secondo me funzionano abbastanza bene non mi sembrano	anche l'autobus secondo me funzionano abbastanza bene non mi sembrano	anche l' autobus secondo me funzionano abbastanza bene non mi sembrano
102	SP2	208.66	209.241	0.581	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	c(io)è	c(io)è	cioè
103	SP2	209.45	211.782	2.332	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	particolarmente inefficienti	particolarmente inefficienti	particolarmente inefficienti
104	SP2	211.89	213.192	1.302	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[però] mh	[pero'] mh	pero' mh
105	SP1	211.89	212.55	0.66	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
106	SP2	213.87	216.907	3.037	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	sì l- la macchina a bologna non è vivibi[le]	sì l- la macchina a bologna non è vivibi[le]	sì l- la macchina a bologna non è vivibile
107	SP1	216.55	217.546	0.996	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[non] è vivi[bile]	[non] è vivi[bile]	non è vivibile
108	SP2	217.06	218.53	1.47	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	5	[non] è vivibile perchè se	[non] è vivibile perché se	non è vivibile perché se
109	SP2	218.76	222.604	3.844	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	ripeto de- s- se sei fuori dal centro magari la usi [per anda]re	ripeto de- s- se sei fuori dal centro magari la usi [per anda]re	ripeto de- s- se sei fuori dal centro magari la usi per andare
110	SP1	221.7	222.082	0.382	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
111	SP2	223.55	224.342	0.792	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	non so all'ikea	non so all'ikea	non so all' ikea
112	SP2	224.56	226.473	1.913	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	3	o [fuori] ((ride)) no	o [fuori] {ride} no	o fuori {ride} no
113	SP1	224.85	226.463	1.613	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	1	[sì] ((ride))	[sì] {ride}	sì {ride}
114	SP2	226.58	228.804	2.224	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	se devi venire in centro::	se devi venire in centro::	se devi venire in centro
115	SP2	228.897	231.455	2.558	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	6	è proprio scomodo perchè rip- ripeto	è proprio scomodo perché rip- ripeto	è proprio scomodo perché rip- ripeto
116	SP2	231.52	232.415	0.895	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	vedo delle file	vedo delle file	vedo delle file
117	SP2	232.446	234.392	1.946	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	per entrare nel parcheggio	per entrare nel parcheggio	per entrare nel parcheggio
118	SP2	234.45	236.73	2.28	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	c(io)è quello lì in piazza otto agosto	c(io)è quello lì in piazza otto agosto	cioè quello lì in piazza otto agosto
119	SP1	236.73	237.324	0.594	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmh	mhmh	mhmh
120	SP2	237.37	240.102	2.732	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	che tutte le settimane abbastanza	che tutte le settimane abbastanza	che tutte le settimane abbastanza
121	SP2	242.05	244.679	2.629	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	abbastanza lunga quella fila quindi:: mh	abbastanza lunga quella fila quindi:: mh	abbastanza lunga quella fila quindi mh
122	SP2	244.75	247.085	2.435	True	0	0	0	0	0	0	1	False	False	False	False	False	_	0	0	0	8	io: ho delle amiche che hanno la macchina	io: ho delle amiche che hanno la macchina	io ho delle amiche che hanno la macchina
123	SP1	247.17	247.554	0.384	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmh	mhmh	mhmh
124	SP2	247.65	248.832	1.282	True	0	0	1	0	0	0	1	False	False	False	False	False	_	0	0	0	3	perchè vivono fuori	perché vivono fuori	perché vivono fuori
125	SP2	249.45	251.771	2.321	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	11	però anche loro ad esempio quando devono venire a casa mia	pero' anche loro ad esempio quando devono venire a casa mia	pero' anche loro ad esempio quando devono venire a casa mia
126	SP2	251.84	252.917	1.077	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	e:::h	e:::h	eh
127	SP1	252.917	254.424	1.507	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	°fan [più fatica°]	°fan [più fatica°]	fan più fatica
128	SP2	253.14	255.158	2.018	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	[fanno più fatica] a parcheggiare,	[fanno più fatica] a parcheggiare,	fanno più fatica a parcheggiare
129	SP2	255.35	258.392	3.042	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	poi eh dentro le mura comunque e:hm	poi eh dentro le mura comunque e:hm	poi eh dentro le mura comunque ehm
130	SP2	258.56	259.154	0.594	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	anche	anche	anche
131	SP2	259.55	262.194	2.644	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	xx fuori dalle mura è tutto a pagamento il parcheggio	xx fuori dalle mura è tutto a pagamento il parcheggio	xx fuori dalle mura è tutto a pagamento il parcheggio
132	SP1	262.194	264.42	2.226	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	sì e costa [anche abbastanza]	sì e costa [anche abbastanza]	sì e costa anche abbastanza
133	SP2	263.05	264.759	1.709	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[costa abbastanza] quindi	[costa abbastanza] quindi	costa abbastanza quindi
134	SP2	265.02	269.6	4.58	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	16	o vedo per le otto: di andare dopo dopo le otto puoi entrare in ztl: eccetera	o vedo per le otto: di andare dopo dopo le otto puoi entrare in ztl: eccetera	o vedo per le otto di andare dopo dopo le otto puoi entrare in ztl eccetera
135	SP2	270.6	273.38	2.78	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	9	però: vivere con la macchina a bologna è diffi[cile]	pero': vivere con la macchina a bologna è diffi[cile]	pero' vivere con la macchina a bologna è difficile
136	SP1	273.05	273.532	0.482	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
137	SP2	273.66	274.144	0.484	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	sì	sì	sì
138	SP2	274.35	275.144	0.794	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	°sì° infatti	°sì° infatti	sì infatti
139	SP2	275.74	276.328	0.588	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	°insomma°	°insomma°	insomma
140	SP2	276.77	279.17	2.4	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	sì se si vive a bologna [(secondo me)]	sì se si vive a bologna [(secondo me)]	sì se si vive a bologna secondo me
