match	id_A	token_A	id_B	token_B
0	32-11	delle	24-15	delle
0	32-12	canzoni	24-16	canzoni
0	32-13	cosa	24-17	cosa
0	32-14	ne	24-18	ne
0	32-15	pensi	24-19	pensi
0	33-0	ah	25-0	ah
0	33-1	bello	25-1	bello
0	33-2	quello	25-2	quello
1	_	_	25-3	mh
0	33-3	mi	25-4	mi
0	33-4	è	25-5	è
0	33-5	piaciuto	25-6	piaciuto
0	33-6	molto	25-7	molto
0	33-7	sì	25-8	sì
0	33-8	sì	25-9	sì
0	33-9	quello	25-10	quello
0	34-0	ci	26-0	ci
0	34-1	stava	26-1	stava
0	34-2	secondo	26-2	secondo
0	34-3	me	26-3	me
2	35-0	bello	26-4	x
2	36-0	perché	26-5	che
0	36-1	dai	26-6	dai
0	36-2	cremonini	26-7	cremonini
0	36-3	comunque	26-8	comunque
0	36-4	è	26-9	è
0	36-5	il	26-10	il
0	36-6	cantante	26-11	cantante
0	36-7	di	26-12	di
2	36-8	bolo-	26-13	bologn-
0	36-9	cioè	26-14	cioè
0	36-10	a	26-15	a
0	36-11	parte	26-16	parte
0	36-12	lucio	26-17	lucio
0	36-13	dalla	26-18	dalla
0	36-14	ovviamente	26-19	ovviamente
1	_	_	26-20	però
1	_	_	27-0	bello
0	37-0	sì	28-0	sì
1	38-0	però	_	_
0	39-0	che	29-0	che
0	39-1	poi	29-1	poi
0	39-2	hanno	29-2	hanno
0	39-3	messo	29-3	messo
0	39-4	anche	29-4	anche
0	39-5	le	29-5	le
0	39-6	sue	29-6	sue
1	_	_	30-0	il
2	39-7	vero	30-1	fatto
2	40-0	infatti	30-2	che
0	40-1	poi	30-3	poi
1	_	_	30-4	han
1	_	_	30-5	messo
2	40-2	hanno	30-6	han
0	40-3	messo	30-7	messo
0	40-4	anche	30-8	anche
0	40-5	le	30-9	le
0	40-6	sue	30-10	sue
0	41-0	sì	31-0	sì
0	41-1	sì	31-1	sì
0	42-0	eh	32-0	eh
0	43-0	però	33-0	però
0	43-1	ci	33-1	ci
0	43-2	sta	33-2	sta
0	43-3	è	33-3	è
1	_	_	33-4	il
0	43-4	cantante	33-5	cantante
0	43-5	moderno	33-6	moderno
2	43-6	c'	33-7	diciamo
2	43-7	ha	33-8	più
2	43-8	un	33-9	{P}
0	43-9	più	33-10	più
1	_	_	33-11	bolognese
0	44-0	mhmh	34-0	mhmh
0	44-1	anche	34-1	anche
0	44-2	secondo	34-2	secondo
0	44-3	me	34-3	me
1	45-0	più	_	_
2	45-1	bolognese	35-0	e
0	46-0	invece	35-1	invece
0	46-1	il	35-2	il
0	46-2	tuo	35-3	tuo
0	46-3	posto	35-4	posto
0	46-4	del	35-5	del
0	46-5	cuore	35-6	cuore
0	46-6	di	35-7	di
0	46-7	bologna	35-8	bologna
0	47-0	carino	36-0	carino
0	48-0	non	37-0	non
0	48-1	so	37-1	so
0	48-2	anche	37-2	anche
0	48-3	solo	37-3	solo
0	48-4	un	37-4	un
0	48-5	bar	37-5	bar
2	49-0	mh	37-6	{P}
0	50-0	a	37-7	a
0	50-1	cui	37-8	cui
0	50-2	sei	37-9	sei
0	50-3	particolarmente	37-10	particolarmente
0	50-4	affezionata	37-11	affezionata
1	_	_	38-0	mh
0	51-0	mh	39-0	mh
0	52-0	eh	40-0	eh
0	52-1	forse	40-1	forse
1	_	_	40-2	mh
2	52-2	mhh	40-3	{P}
0	53-0	mangiare	40-4	mangiare
0	53-1	un	40-5	un
0	53-2	gelato	40-6	gelato
0	53-3	seduti	40-7	seduti
0	53-4	sul	40-8	sul
0	53-5	gradino	40-9	gradino
0	53-6	di	40-10	di
0	53-7	piazza	40-11	piazza
0	53-8	santo	40-12	santo
0	53-9	stefano	40-13	stefano
0	53-10	{ride}	40-14	{ride}
0	54-0	ah	41-0	ah
1	_	_	41-1	{P}
0	55-0	lì	41-2	lì
0	55-1	è	41-3	è
0	55-2	bellissimo	41-4	bellissimo
0	56-0	perché	42-0	perché
0	56-1	lì	42-1	lì
1	_	_	42-2	in
0	56-2	piazza	42-3	piazza
0	56-3	santo	42-4	santo
0	56-4	stefano	42-5	stefano
0	56-5	mi	42-6	mi
0	56-6	piace	42-7	piace
0	56-7	molto	42-8	molto
0	57-0	poi	42-9	poi
0	57-1	c'	42-10	c'
2	57-2	ha	42-11	è
0	57-3	di	42-12	di
0	57-4	fianco	42-13	fianco
0	57-5	la	42-14	la
0	57-6	mia	42-15	mia
0	57-7	gelateria	42-16	gelateria
0	57-8	preferita	42-17	preferita
0	58-0	e	43-0	e
0	58-1	quindi	43-1	quindi
0	58-2	spesso	43-2	spesso
0	58-3	d'	43-3	d'
0	58-4	estate	43-4	estate
0	58-5	col	43-5	col
0	58-6	mio	43-6	mio
0	58-7	ragazzo	43-7	ragazzo
0	58-8	andiamo	43-8	andiamo
0	59-0	andiamo	43-9	andiamo
0	59-1	lì	43-10	lì
0	59-2	prendiamo	43-11	prendiamo
2	59-3	il	43-12	un
0	59-4	gelato	43-13	gelato
0	59-5	e	43-14	e
0	59-6	ci	43-15	ci
0	59-7	sediamo	43-16	sediamo
0	59-8	in	43-17	in
0	59-9	piazza	43-18	piazza
0	59-10	santo	43-19	santo
0	59-11	stefano	43-20	stefano
2	59-12	quindi	43-21	e
0	59-13	forse	43-22	forse
0	59-14	quello	43-23	quello
0	59-15	sì	43-24	sì
0	60-0	bello	44-0	bello
0	61-0	bellissimo	45-0	bellissimo
0	62-0	e	46-0	e
0	62-1	in	46-1	in
0	62-2	generale	46-2	generale
0	62-3	bologna	46-3	bologna
1	_	_	46-4	{P}
0	63-0	ritieni	46-5	ritieni
0	63-1	che	46-6	che
0	63-2	sia	46-7	sia
0	63-3	una	46-8	una
0	63-4	bella	46-9	bella
0	63-5	città	46-10	città
0	63-6	in	46-11	in
0	63-7	cui	46-12	cui
0	63-8	vivere	46-13	vivere
0	64-0	sì	47-0	sì
1	_	_	47-1	{P}
0	64-1	sì	47-2	sì
0	64-2	sì	47-3	sì
0	64-3	secondo	47-4	secondo
0	64-4	me	47-5	me
0	64-5	è	47-6	è
0	64-6	una	47-7	una
0	64-7	bella	47-8	bella
0	64-8	città	47-9	città
0	64-9	in	47-10	in
0	64-10	cui	47-11	cui
0	64-11	vivere	47-12	vivere
2	65-0	eh	48-0	ehm
2	65-1	mh	48-1	{P}
0	66-0	non	48-2	non
0	66-1	so	48-3	so
1	_	_	48-4	{P}
0	67-0	se	48-5	se
1	_	_	48-6	{P}
0	68-0	effettivamente	48-7	effettivamente
0	68-1	ci	48-8	ci
0	68-2	vivrei	48-9	vivrei
0	68-3	forse	48-10	forse
0	68-4	con	48-11	con
0	68-5	una	48-12	una
0	68-6	famiglia	48-13	famiglia
1	68-7	la	_	_
0	69-0	okay	49-0	okay
1	_	_	49-1	{P}
0	69-1	quindi	49-2	quindi
0	69-2	più	49-3	più
0	69-3	per	49-4	per
0	69-4	giovani	49-5	giovani
0	69-5	magari	49-6	magari
0	70-0	sì	50-0	sì
1	70-1	secondo	_	_
1	70-2	me	_	_
0	70-3	è	50-1	è
0	70-4	una	50-2	una
0	70-5	città	50-3	città
0	70-6	più	50-4	più
0	70-7	per	50-5	per
0	70-8	giovani	50-6	giovani
0	70-9	per	50-7	per
0	70-10	studenti	50-8	studenti
0	71-0	perché	51-0	perché
2	71-1	mh	51-1	ehm
0	72-0	sì	52-0	sì
0	72-1	ci	52-1	ci
0	72-2	sono	52-2	sono
0	72-3	molte	52-3	molte
0	72-4	attività	52-4	attività
0	73-0	che	52-5	che
0	73-1	puoi	52-6	puoi
0	73-2	fare	52-7	fare
0	73-3	poi	52-8	poi
0	73-4	sicuramente	52-9	sicuramente
0	73-5	ci	52-10	ci
0	73-6	sono	52-11	sono
0	73-7	cose	52-12	cose
0	73-8	anche	52-13	anche
0	73-9	per	52-14	per
0	74-0	per	52-15	per
0	74-1	le	52-16	le
0	74-2	famiglie	52-17	famiglie
0	74-3	chiaramente	52-18	chiaramente
0	75-0	però	53-0	però
0	75-1	mi	53-1	mi
0	75-2	sembra	53-2	sembra
0	75-3	un	53-3	un
0	75-4	po'	53-4	po'
0	75-5	più	53-5	più
0	75-6	a	53-6	a
0	75-7	misura	53-7	misura
0	75-8	di	53-8	di
0	75-9	di	53-9	di
0	75-10	giovane	53-10	giovane
2	76-0	mhmh	53-11	{P}
0	77-0	che	53-12	che
0	77-1	che	53-13	che
0	77-2	famiglia	53-14	famiglia
1	_	_	54-0	mhmh
0	78-0	e	55-0	e
0	78-1	per	55-1	per
0	78-2	esempio	55-2	esempio
0	78-3	i	55-3	i
0	78-4	suoi	55-4	suoi
0	78-5	punti	55-5	punti
0	78-6	forti	55-6	forti
0	78-7	secondo	55-7	secondo
0	78-8	te	55-8	te
0	78-9	quali	55-9	quali
0	78-10	sono	55-10	sono
0	79-0	ah	56-0	ah
0	79-1	i	56-1	i
0	79-2	punti	56-2	punti
0	79-3	forti	56-3	forti
1	_	_	56-4	{P}
0	80-0	sicuramente	56-5	sicuramente
0	81-0	mh	57-0	mh
0	82-0	la	58-0	la
0	82-1	storia	58-1	storia
0	82-2	cioè	58-2	cioè
0	82-3	l'	58-3	l'
0	82-4	architettura	58-4	architettura
2	82-5	il	58-5	e
0	82-6	il	58-6	il
0	82-7	centro	58-7	centro
0	82-8	storico	58-8	storico
0	82-9	è	58-9	è
1	_	_	58-10	{P}
0	82-10	proprio	58-11	proprio
0	82-11	pieno	58-12	pieno
0	82-12	di	58-13	di
1	_	_	58-14	dalle
1	_	_	58-15	torri
0	83-0	mhmh	59-0	mhmh
0	84-0	{tossisce}	60-0	{tossisce}
1	85-0	dalle	_	_
2	85-1	torri	61-0	a
0	86-0	a	61-1	a
0	86-1	san	61-2	san
0	86-2	petronio	61-3	petronio
0	87-0	insomma	61-4	insomma
0	87-1	è	61-5	è
0	87-2	proprio	61-6	proprio
0	87-3	bella	61-7	bella
0	87-4	a	61-8	a
0	87-5	livello	61-9	livello
0	87-6	secondo	61-10	secondo
0	87-7	me	61-11	me
0	87-8	architettonico	61-12	architettonico
1	_	_	61-13	{P}
0	88-0	storico	61-14	storico
2	89-0	e	62-0	eh
0	89-1	poi	62-1	poi
0	89-2	la	62-2	la
0	89-3	vita	62-3	vita
0	90-0	c'	62-4	c'
0	90-1	è	62-5	è
0	90-2	sempre	62-6	sempre
1	_	_	62-7	{P}
0	91-0	un	62-8	un
0	91-1	sacco	62-9	sacco
0	91-2	di	62-10	di
0	91-3	cose	62-11	cose
0	91-4	da	62-12	da
0	91-5	fare	62-13	fare
0	91-6	se	62-14	se
2	91-7	nel	62-15	il
0	91-8	weekend	62-16	weekend
0	91-9	esci	62-17	esci
0	91-10	è	62-18	è
0	91-11	pieno	62-19	pieno
0	91-12	di	62-20	di
0	91-13	gente	62-21	gente
0	91-14	in	62-22	in
0	91-15	centro	62-23	centro
0	91-16	tutti	62-24	tutti
0	91-17	i	62-25	i
0	91-18	locali	62-26	locali
0	92-0	è	63-0	è
0	92-1	vero	63-1	vero
2	93-0	e	64-0	eh
2	93-1	lo	64-1	x
0	93-2	senti	64-2	senti
0	93-3	che	64-3	che
1	_	_	64-4	è
2	93-4	arriva	64-5	viva
0	93-5	è	64-6	è
0	93-6	molto	64-7	molto
0	93-7	vissuta	64-8	vissuta
0	93-8	come	64-9	come
0	93-9	città	64-10	città
2	94-0	e	65-0	eh
0	94-1	poi	65-1	poi
0	94-2	vabbè	65-2	vabbè
0	94-3	ci	65-3	ci
2	94-4	sono	65-4	son
0	94-5	concerti	65-5	concerti
0	94-6	stadio	65-6	stadio
0	94-7	cioè	65-7	cioè
0	94-8	ci	65-8	ci
2	94-9	son	65-9	sono
0	94-10	tante	65-10	tante
0	94-11	cose	65-11	cose
0	94-12	da	65-12	da
0	94-13	fare	65-13	fare
0	95-0	se	65-14	se
0	95-1	se	65-15	se
0	95-2	vuoi	65-16	vuoi
1	_	_	65-17	{P}
0	96-0	se	65-18	se
0	96-1	vuoi	65-19	vuoi
0	96-2	viverla	65-20	viverla
0	96-3	quindi	65-21	quindi
0	96-4	secondo	65-22	secondo
0	96-5	me	65-23	me
0	96-6	queste	65-24	queste
0	96-7	sono	65-25	sono
0	96-8	un	65-26	un
0	96-9	po'	65-27	po'
0	97-0	i	66-0	i
0	97-1	mezzi	66-1	mezzi
0	97-2	di	66-2	di
0	97-3	trasporto	66-3	trasporto
0	97-4	anche	66-4	anche
2	98-0	e	67-0	eh
0	98-1	i	67-1	i
0	98-2	mezzi	67-2	mezzi
0	98-3	di	67-3	di
0	98-4	trasporto	67-4	trasporto
2	98-5	come	67-5	vi
0	98-6	dicevo	67-6	dicevo
0	98-7	se	67-7	se
0	98-8	sei	67-8	sei
0	98-9	in	67-9	in
0	98-10	centro	67-10	centro
0	98-11	dentro	67-11	dentro
2	98-12	le	67-12	alle
0	98-13	mura	67-13	mura
0	99-0	mh	68-0	mh
0	99-1	vai	68-1	vai
0	99-2	in	68-2	in
0	99-3	bicicletta	68-3	bicicletta
0	99-4	vai	68-4	vai
2	99-5	a	68-5	ai
0	99-6	piedi	68-6	piedi
2	99-7	o	68-7	ovunque
2	99-8	comunque	68-8	{P}
0	100-0	bene	68-9	bene
0	100-1	o	68-10	o
0	100-2	male	68-11	male
0	101-0	anche	69-0	anche
0	101-1	l'	69-1	l'
0	101-2	autobus	69-2	autobus
0	101-3	secondo	69-3	secondo
0	101-4	me	69-4	me
0	101-5	funzionano	69-5	funzionano
0	101-6	abbastanza	69-6	abbastanza
0	101-7	bene	69-7	bene
0	101-8	non	69-8	non
0	101-9	mi	69-9	mi
0	101-10	sembrano	69-10	sembrano
1	_	_	69-11	{P}
0	102-0	cioè	69-12	cioè
0	103-0	particolarmente	69-13	particolarmente
0	103-1	inefficienti	69-14	inefficienti
1	_	_	70-0	mhmh
0	104-0	però	71-0	però
1	104-1	mh	_	_
1	105-0	mhmh	_	_
0	106-0	sì	71-1	sì
2	106-1	l-	71-2	con
0	106-2	la	71-3	la
0	106-3	macchina	71-4	macchina
1	106-4	a	_	_
0	106-5	bologna	71-5	bologna
0	106-6	non	71-6	non
0	106-7	è	71-7	è
0	106-8	vivibile	71-8	vivibile
0	107-0	non	72-0	non
0	107-1	è	72-1	è
0	107-2	vivibile	72-2	vivibile
0	108-0	non	73-0	non
0	108-1	è	73-1	è
0	108-2	vivibile	73-2	vivibile
0	108-3	perché	73-3	perché
0	108-4	se	73-4	se
1	_	_	73-5	{P}
0	109-0	ripeto	73-6	ripeto
0	109-1	de-	73-7	de-
0	109-2	s-	73-8	s-
0	109-3	se	73-9	se
0	109-4	sei	73-10	sei
0	109-5	fuori	73-11	fuori
0	109-6	dal	73-12	dal
0	109-7	centro	73-13	centro
0	109-8	magari	73-14	magari
0	109-9	la	73-15	la
0	109-10	usi	73-16	usi
0	109-11	per	73-17	per
0	109-12	andare	73-18	andare
0	110-0	mhmh	74-0	mhmh
0	111-0	non	75-0	non
0	111-1	so	75-1	so
2	111-2	all'	75-2	al'
0	111-3	ikea	75-3	ikea
0	112-0	o	75-4	o
1	_	_	75-5	{P}
0	112-1	fuori	75-6	fuori
0	112-2	{ride}	75-7	{ride}
1	112-3	no	_	_
0	113-0	sì	76-0	sì
0	113-1	{ride}	76-1	{ride}
0	114-0	se	77-0	se
0	114-1	devi	77-1	devi
0	114-2	venire	77-2	venire
0	114-3	in	77-3	in
0	114-4	centro	77-4	centro
0	115-0	è	77-5	è
0	115-1	proprio	77-6	proprio
0	115-2	scomodo	77-7	scomodo
0	115-3	perché	77-8	perché
2	115-4	rip-	77-9	ripetev-
0	115-5	ripeto	77-10	ripeto
1	_	_	77-11	{P}
0	116-0	vedo	77-12	vedo
0	116-1	delle	77-13	delle
0	116-2	file	77-14	file
0	117-0	per	78-0	per
0	117-1	entrare	78-1	entrare
0	117-2	nel	78-2	nel
0	117-3	parcheggio	78-3	parcheggio
1	_	_	78-4	{P}
0	118-0	cioè	78-5	cioè
2	118-1	quello	78-6	anche
2	118-2	lì	78-7	quelli
0	118-3	in	78-8	in
0	118-4	piazza	78-9	piazza
0	118-5	otto	78-10	otto
0	118-6	agosto	78-11	agosto
0	119-0	mhmh	79-0	mhmh
0	120-0	che	80-0	che
0	120-1	tutte	80-1	tutte
0	120-2	le	80-2	le
0	120-3	settimane	80-3	settimane
1	_	_	80-4	è
0	120-4	abbastanza	80-5	abbastanza
1	_	_	81-0	x
0	121-0	abbastanza	81-1	abbastanza
0	121-1	lunga	81-2	lunga
0	121-2	quella	81-3	quella
0	121-3	fila	81-4	fila
0	121-4	quindi	81-5	quindi
1	121-5	mh	_	_
0	122-0	io	82-0	io
0	122-1	ho	82-1	ho
0	122-2	delle	82-2	delle
0	122-3	amiche	82-3	amiche
0	122-4	che	82-4	che
0	122-5	hanno	82-5	hanno
2	122-6	la	82-6	una
0	122-7	macchina	82-7	macchina
0	123-0	mhmh	83-0	mhmh
0	124-0	perché	84-0	perché
0	124-1	vivono	84-1	vivono
0	124-2	fuori	84-2	fuori
0	125-0	però	85-0	però
0	125-1	anche	85-1	anche
0	125-2	loro	85-2	loro
0	125-3	ad	85-3	ad
0	125-4	esempio	85-4	esempio
0	125-5	quando	85-5	quando
0	125-6	devono	85-6	devono
0	125-7	venire	85-7	venire
0	125-8	a	85-8	a
0	125-9	casa	85-9	casa
0	125-10	mia	85-10	mia
1	_	_	85-11	eh
0	126-0	eh	86-0	eh
2	127-0	fan	86-1	fanno
0	127-1	più	86-2	più
0	127-2	fatica	86-3	fatica
