match	id_A	token_A	id_B	token_B
0	20-0	e	25-0	e
0	20-1	i	25-1	i
0	20-2	ragazzi	25-2	ragazzi
0	20-3	ci	25-3	ci
0	20-4	hanno	25-4	hanno
0	20-5	detto	25-5	detto
1	_	_	25-6	{P}
0	20-6	che	25-7	che
0	20-7	dovevamo	25-8	dovevamo
0	20-8	assolutamente	25-9	assolutamente
0	20-9	venire	25-10	venire
0	20-10	da	25-11	da
0	20-11	te	25-12	te
0	21-0	beh	26-0	beh
0	21-1	eh	26-1	eh
0	21-2	sì	26-2	sì
0	21-3	perché	26-3	perché
0	21-4	loro	26-4	loro
0	21-5	non	26-5	non
0	21-6	è	26-6	è
0	21-7	non	26-7	non
0	21-8	è	26-8	è
2	21-9	mh	26-9	un
2	21-10	abbas-	26-10	abbasta-
0	21-11	cioè	26-11	cioè
0	21-12	loro	26-12	loro
0	21-13	non	26-13	non
1	21-14	mh	_	_
0	21-15	loro	26-14	loro
0	21-16	sono	26-15	sono
0	21-17	bravi	26-16	bravi
0	21-18	ma	26-17	ma
0	21-19	non	26-18	non
0	21-20	sono	26-19	sono
0	21-21	bravi	26-20	bravi
0	21-22	per	26-21	per
0	22-0	rispondere	27-0	rispondere
0	22-1	a	27-1	a
0	22-2	un	27-2	un
0	22-3	sacco	27-3	sacco
0	22-4	di	27-4	di
0	22-5	domande	27-5	domande
0	22-6	che	27-6	che
0	22-7	anche	27-7	anche
1	_	_	27-8	{P}
0	22-8	non	27-9	non
0	22-9	sono	27-10	sono
0	22-10	bravi	27-11	bravi
1	_	_	27-12	{P}
0	22-11	in	27-13	in
0	22-12	italiano	27-14	italiano
0	22-13	pro-	27-15	pro-
1	22-14	in	_	_
2	22-15	poche	27-16	poco
0	22-16	parole	27-17	parole
0	22-17	sì	27-18	sì
0	23-0	mh	28-0	mh
0	24-0	okay	29-0	okay
1	_	_	29-1	{P}
0	24-1	quindi	29-2	quindi
0	24-2	forse	30-0	forse
1	_	_	30-1	{P}
0	24-3	forse	30-2	forse
0	24-4	il	30-3	il
0	24-5	problema	30-4	problema
0	24-6	era	30-5	era
0	24-7	quello	30-6	quello
0	24-8	non	30-7	non
1	_	_	30-8	a-
0	24-9	non	30-9	non
0	24-10	abbiamo	30-10	abbiamo
0	24-11	capito	30-11	capito
0	24-12	se	30-12	se
0	24-13	erano	30-13	erano
0	24-14	preoccupati	30-14	preoccupati
0	24-15	perché	30-15	perché
0	25-0	sì	31-0	sì
0	26-0	no	32-0	no
0	26-1	non	32-1	non
2	26-2	so-	32-2	son-
0	26-3	non	32-3	non
0	26-4	è	32-4	è
0	26-5	preoccupati	32-5	preoccupati
0	26-6	però	32-6	però
0	26-7	eh	32-7	eh
0	26-8	lo	32-8	lo
0	26-9	sai	32-9	sai
0	26-10	che	32-10	che
0	26-11	quando	32-11	quando
0	26-12	qualcuno	32-12	qualcuno
0	26-13	che	32-13	che
0	26-14	mh	32-14	mh
0	26-15	non	32-15	non
0	26-16	capisce	32-16	capisce
0	26-17	cosa	32-17	cosa
0	26-18	è	32-18	è
0	26-19	la	32-19	la
0	26-20	domanda	32-20	domanda
1	27-0	mhmh	_	_
0	28-0	e	32-21	e
0	28-1	quale	32-22	quale
0	28-2	che	32-23	che
0	28-3	è	32-24	è
1	28-4	la	_	_
2	28-5	ri-	32-25	ras-
0	28-6	risposta	32-26	risposta
0	28-7	che	32-27	che
0	28-8	sta	32-28	sta
1	_	_	33-0	mhmh
0	28-9	facendo	34-0	facendo
0	28-10	in	34-1	in
0	28-11	un'	34-2	un'
0	28-12	altra	34-3	altra
0	28-13	lingua	34-4	lingua
0	28-14	che	34-5	che
0	28-15	lui	34-6	lui
0	28-16	non	34-7	non
0	28-17	è	34-8	è
0	28-18	abbastanza	34-9	abbastanza
0	28-19	brava	34-10	brava
1	29-0	mhmh	_	_
0	30-0	allora	34-11	allora
0	30-1	è	34-12	è
0	30-2	una	34-13	una
0	30-3	problema	34-14	problema
1	_	_	34-15	per
2	30-4	per-	35-0	mhmh
2	30-5	{P}	36-0	mhmh
0	30-6	per	37-0	per
0	30-7	cioè	37-1	cioè
0	30-8	una	37-2	una
0	30-9	persona	37-3	persona
0	30-10	no	37-4	no
2	31-0	mhmh	37-5	cioè
0	32-0	mhmh	38-0	mhmh
0	33-0	mhmh	39-0	mhmh
0	33-1	sì	40-0	sì
0	33-2	forse	40-1	forse
1	34-0	cioè	_	_
0	34-1	ecco	41-0	ecco
0	34-2	perciò	41-1	perciò
0	34-3	che	41-2	che
2	34-4	x	41-3	più
0	35-0	forse	42-0	forse
0	35-1	è	42-1	è
0	35-2	stato	42-2	stato
0	35-3	per	42-3	per
0	35-4	quello	42-4	quello
0	36-0	sì	43-0	sì
2	37-0	e	44-0	eh
0	37-1	stamattina	44-1	stamattina
0	37-2	noi	44-2	noi
0	37-3	siamo	44-3	siamo
0	37-4	andate	44-4	andate
0	37-5	in	44-5	in
1	_	_	44-6	eh
1	_	_	45-0	sì
0	38-0	zona	46-0	zona
0	39-0	praticamente	47-0	praticamente
0	39-1	tutti	47-1	tutti
0	39-2	i	47-2	i
0	39-3	negozi	47-3	negozi
0	39-4	di	47-4	di
0	39-5	via	47-5	via
0	39-6	san	47-6	san
0	39-7	vitale	47-7	vitale
1	_	_	48-0	sì
0	39-8	{P}	48-1	{P}
1	39-9	a	_	_
1	39-10	chiedere	_	_
1	40-0	sì	_	_
0	40-1	nessuno	48-2	nessuno
0	40-2	che	48-3	che
0	40-3	non	48-4	non
0	40-4	ti	48-5	ti
0	40-5	ha	48-6	ha
0	40-6	detto	48-7	detto
0	40-7	che	48-8	che
0	40-8	c'	48-9	c'
0	40-9	è	48-10	è
0	40-10	sì	48-11	sì
0	40-11	perché	48-12	perché
0	40-12	hanno	48-13	hanno
0	40-13	paura	48-14	paura
0	40-14	per	48-15	per
1	_	_	48-16	eh
0	40-15	perché	48-17	perché
1	_	_	49-0	a
2	40-16	{P}	49-1	chiedere
0	40-17	non	50-0	non
0	40-18	lo	50-1	lo
1	_	_	50-2	s-
0	40-19	non	50-3	non
0	40-20	si	50-4	si
0	40-21	sa	50-5	sa
1	_	_	50-6	{P}
0	40-22	cosa	50-7	cosa
0	40-23	succederà	50-8	succederà
1	_	_	50-9	{P}
0	40-24	dopo	50-10	dopo
0	41-0	mhmh	51-0	mhmh
0	41-1	mh	51-1	mh
0	42-0	infatti	52-0	infatti
0	42-1	sì	52-1	sì
0	42-2	quindi	52-2	quindi
1	_	_	52-3	{P}
0	42-3	vabbè	52-4	vabbè
0	42-4	ma	52-5	ma
0	42-5	noi	52-6	noi
0	42-6	abbiamo	52-7	abbiamo
0	42-7	provato	52-8	provato
0	42-8	ovviamente	52-9	ovviamente
0	43-0	sì	53-0	sì
1	43-1	{P}	_	_
0	43-2	assolutamente	54-0	assolutamente
0	44-0	ehm	55-0	ehm
0	44-1	ma	55-1	ma
0	44-2	invece	55-2	invece
2	44-3	{P}	56-0	assolutamente
0	44-4	tu	57-0	tu
0	44-5	vivi	57-1	vivi
0	44-6	in	57-2	in
0	44-7	italia	57-3	italia
1	_	_	57-4	da
0	44-8	da	57-5	da
0	44-9	sempre	57-6	sempre
1	_	_	57-7	da
0	44-10	da	57-8	da
0	44-11	alcuni	57-9	alcuni
0	44-12	anni	57-10	anni
0	44-13	mh	57-11	mh
1	45-0	assolutamente	_	_
0	46-0	no	58-0	no
0	46-1	non	58-1	non
0	46-2	è	58-2	è
0	46-3	che	58-3	che
0	46-4	da	58-4	da
0	46-5	sempre	58-5	sempre
0	47-0	sì	59-0	sì
0	47-1	da	59-1	da
0	47-2	circa	59-2	circa
0	47-3	quindici	59-3	quindici
0	47-4	anni	59-4	anni
0	47-5	già	59-5	già
1	47-6	passato	_	_
2	48-0	okay	59-6	passati
0	48-1	okay	60-0	okay
0	49-0	{ride}	61-0	{ride}
1	49-1	che	_	_
0	49-2	sono	61-1	sono
1	_	_	61-2	mi
2	49-3	qui	62-0	okay
0	50-0	beh	63-0	beh
1	_	_	63-1	{P}
0	50-1	comunque	63-2	comunque
0	51-0	eh	64-0	eh
0	51-1	parli	64-1	parli
1	_	_	64-2	ben-
1	_	_	65-0	sì
2	51-2	beni-	66-0	mh
0	51-3	parli	66-1	parli
0	51-4	benissimo	66-2	benissimo
1	52-0	sì	_	_
0	53-0	beh	67-0	beh
1	_	_	67-1	è
0	53-1	quindici	67-2	quindici
0	53-2	anni	67-3	anni
0	53-3	eh	67-4	eh
0	54-0	non	68-0	non
0	54-1	sono	68-1	sono
0	54-2	sì	68-2	sì
0	54-3	è	68-3	è
0	54-4	già	68-4	già
0	54-5	passata	68-5	passata
0	54-6	proprio	68-6	proprio
0	54-7	un	68-7	un
0	54-8	se-	68-8	se-
0	54-9	più	68-9	più
0	54-10	di	68-10	di
0	54-11	un	68-11	un
0	54-12	secolo	68-12	secolo
0	55-0	mh	69-0	mh
0	55-1	ma	69-1	ma
1	55-2	{P}	_	_
0	55-3	hai	70-0	hai
0	55-4	studiato	70-1	studiato
0	55-5	da	70-2	da
0	55-6	solo	70-3	solo
0	55-7	o	70-4	o
0	56-0	no	71-0	no
0	56-1	cioè	71-1	cioè
0	56-2	no	71-2	no
0	56-3	non	71-3	non
0	56-4	è	71-4	è
0	56-5	che	71-5	che
0	56-6	studiato	71-6	studiato
0	56-7	da	71-7	da
0	56-8	solo	71-8	solo
1	_	_	71-9	è
0	56-9	che	71-10	che
0	56-10	ho	71-11	ho
0	56-11	fatto	71-12	fatto
0	56-12	anche	71-13	anche
2	56-13	superiore	71-14	superiori
0	56-14	qui	71-15	qui
0	57-0	ah	72-0	ah
0	57-1	okay	72-1	okay
0	57-2	quindi	72-2	quindi
2	57-3	sei-	72-3	sei
0	57-4	sei	73-0	sei
0	57-5	giovanissimo	73-1	giovanissimo
0	58-0	sì	74-0	sì
0	59-0	sì	75-0	sì
0	59-1	{ride}	75-1	{ride}
1	60-0	sei	_	_
0	60-1	giovanissimo	76-0	giovanissimo
0	60-2	perché	77-0	perché
1	_	_	77-1	{P}
0	60-3	io	77-2	io
0	61-0	non	78-0	non
0	61-1	non	78-1	non
0	61-2	voglio	78-2	voglio
0	61-3	chiedere	78-3	chiedere
1	_	_	79-0	giusto
0	61-4	l'	80-0	l'
0	61-5	età	80-1	età
0	61-6	perché	80-2	perché
0	61-7	non	80-3	non
1	62-0	giusto	_	_
0	63-0	no	81-0	no
0	63-1	no	81-1	no
0	63-2	assolutamente	81-2	assolutamente
2	63-3	puoi	81-3	da
0	63-4	chiedere	81-4	chiedere
0	63-5	anche	81-5	anche
0	64-0	però	82-0	però
1	_	_	82-1	{P}
1	_	_	82-2	eh
1	_	_	82-3	{P}
0	64-1	sei	82-4	sei
0	64-2	andato	82-5	andato
0	64-3	a	82-6	a
0	64-4	scuola	82-7	scuola
0	64-5	qui	82-8	qui
0	64-6	quindi	82-9	quindi
0	65-0	sì	83-0	sì
0	66-0	che	84-0	che
0	66-1	scuola	84-1	scuola
0	66-2	hai	84-2	hai
0	66-3	fatto	84-3	fatto
0	67-0	perché	85-0	perché
0	67-1	anch'	85-1	anch'
0	67-2	io	85-2	io
0	67-3	sono	85-3	sono
0	67-4	andata	85-4	andata
0	67-5	a	85-5	a
0	67-6	scuola	85-6	scuola
0	67-7	qui	85-7	qui
1	_	_	85-8	un
0	67-8	un	85-9	un
0	67-9	po'	85-10	po'
0	67-10	di	85-11	di
0	67-11	anni	85-12	anni
0	67-12	fa	85-13	fa
0	67-13	ma	85-14	ma
0	68-0	esattamente	86-0	esattamente
0	68-1	primo	86-1	primo
0	68-2	eh	86-2	eh
0	68-3	andato	86-3	andato
0	68-4	il	86-4	il
0	68-5	mh	86-5	mh
2	68-6	{P}	87-0	manfredi
2	68-7	@nomescuola	87-1	tanari
0	69-0	okay	88-0	okay
0	70-0	che	89-0	che
0	70-1	per	89-1	per
0	70-2	la	89-2	la
0	70-3	lingua	89-3	lingua
0	70-4	che	89-4	che
0	70-5	non	89-5	non
0	70-6	riuscito	89-6	riuscito
0	70-7	a	89-7	a
0	70-8	passare	89-8	passare
1	70-9	e	_	_
0	70-10	poi	89-9	poi
0	70-11	eh	89-10	eh
2	70-12	ci	89-11	cioè
2	70-13	hanno	89-12	ho
0	70-14	trasferito	89-13	trasferito
1	70-15	{P}	_	_
0	70-16	in	90-0	in
2	70-17	@nomescuola	90-1	fioravanti
0	71-0	okay	91-0	okay
0	72-0	adesso	92-0	adesso
0	72-1	è	92-1	è
1	_	_	92-2	belluzzi
2	72-2	@nomescuola	92-3	fioravanti
0	73-0	mhmh	93-0	mhmh
0	73-1	e	93-1	e
0	74-0	però	94-0	però
0	74-1	quando	94-1	quando
0	74-2	ero	94-2	ero
0	74-3	fatto	94-3	fatto
0	74-4	era	94-4	era
0	74-5	era	94-5	era
0	74-6	solo	94-6	solo
0	74-7	il	94-7	il
2	74-8	@nomescuola	94-8	fioravanti
0	75-0	mhmh	95-0	mhmh
0	75-1	okay	95-1	okay
0	75-2	e	95-2	e
0	75-3	che	95-3	che
0	75-4	indirizzo	95-4	indirizzo
0	75-5	ha	95-5	ha
0	75-6	che	95-6	che
0	75-7	non	95-7	non
0	75-8	lo	95-8	lo
0	75-9	so	95-9	so
0	76-0	no	96-0	no
0	76-1	era	96-1	era
0	76-2	boh	96-2	boh
0	76-3	cioè	96-3	cioè
1	_	_	96-4	aveva
0	76-4	adesso	96-5	adesso
1	_	_	96-6	eh
0	76-5	mi	96-7	mi
0	76-6	sembrava	96-8	sembrava
0	76-7	di	96-9	di
1	_	_	96-10	mh
2	76-8	@nomeluogo	96-11	casalecchio
0	77-0	okay	97-0	okay
0	77-1	okay	97-1	okay
1	_	_	98-0	belluzzi
2	77-2	okay	98-1	fioravanti
0	77-3	okay	99-0	okay
0	77-4	okay	99-1	okay
0	77-5	ho	100-0	ho
0	77-6	capito	100-1	capito
1	78-0	il	_	_
1	78-1	@nomescuola	_	_
0	79-0	s-	101-0	s-
0	79-1	e	101-1	e
0	79-2	che	101-2	che
0	79-3	che	101-3	che
0	79-4	cosa	101-4	cosa
0	79-5	si	101-5	si
0	79-6	studia	101-6	studia
0	79-7	al	101-7	al
1	_	_	101-8	mh
2	79-8	@nomescuola?	101-9	belluzzi
0	80-0	sì	102-0	sì
0	81-0	tecnico	103-0	tecnico
0	82-0	tecnico	104-0	tecnico
2	83-0	tecnico	105-0	tecni-
0	84-0	e	106-0	e
0	84-1	di	106-1	di
2	84-2	e-	107-0	professionale
2	84-3	elettrico	108-0	elettrica
0	84-4	elettronica	108-1	elettronica
1	84-5	{P}	_	_
1	84-6	informatica	_	_
1	85-0	professionale	_	_
0	86-0	no	109-0	no
0	86-1	eh	109-1	eh
0	86-2	là	109-2	là
0	86-3	erava-	109-3	erava-
0	86-4	no	109-4	no
0	86-5	eh	109-5	eh
0	86-6	sì	109-6	sì
0	86-7	perché	109-7	perché
0	86-8	ci	109-8	ci
0	86-9	sono	109-9	sono
0	86-10	di	109-10	di
0	86-11	informatica	109-11	informatica
0	86-12	eh	109-12	eh
0	86-13	meccanica	109-13	meccanica
2	86-14	e	109-14	eh
0	86-15	idraulica	109-15	idraulica
0	86-16	con	109-16	con
0	86-17	automeccanica	109-17	automeccanica
1	_	_	110-0	informatica
2	87-0	mhmh	111-0	mh
0	88-0	mhmh	112-0	mhmh
0	88-1	okay	112-1	okay
2	89-0	è	113-0	ha
0	89-1	fatta	113-1	fatta
2	89-2	ele-	113-2	il
0	89-3	cioè	113-3	cioè
2	89-4	automeccanico	113-4	automeccanica
0	89-5	con	113-5	con
0	89-6	idraulica	113-6	idraulica
1	90-0	mhmhmh	_	_
1	90-1	{P}	_	_
1	90-2	e	_	_
1	90-3	quando	_	_
1	90-4	hai	_	_
1	90-5	finito	_	_
1	90-6	di	_	_
1	90-7	studiare	_	_
1	90-8	sei	_	_
1	90-9	venuto	_	_
1	90-10	a	_	_
2	90-11	lavorare	114-0	mhmh
2	90-12	subito	114-1	mh
