match	id_A	token_A	id_B	token_B
0	39-1	l'	29-1	l'
0	39-2	ho	29-2	ho
0	39-3	fatta	29-3	fatta
1	39-4	{P}	_	_
0	39-5	l'	29-4	l'
0	39-6	altra	29-5	altra
0	40-0	eh	30-0	eh
0	40-1	ma	30-1	ma
0	40-2	l'	30-2	l'
0	40-3	altra	30-3	altra
1	40-4	è	_	_
0	40-5	metà	30-4	metà
0	40-6	perché	30-5	perché
0	40-7	metà	30-6	metà
0	40-8	si	30-7	si
0	40-9	deve	30-8	deve
0	40-10	tagliare	30-9	tagliare
2	41-0	è	31-0	e
0	41-1	nel	31-1	nel
0	41-2	frigo	31-2	frigo
0	42-0	eh	32-0	eh
0	43-0	perché	33-0	perché
0	43-1	nel	33-1	nel
0	43-2	frigo	33-2	frigo
0	43-3	stava	33-3	stava
0	43-4	troppo	33-4	troppo
0	43-5	forte	33-5	forte
1	43-6	se	_	_
1	43-7	ì	_	_
2	43-8	m	33-6	e
0	43-9	il	33-7	il
0	43-10	ghiaccio	33-8	ghiaccio
0	43-11	l'	33-9	l'
0	43-12	ha	33-10	ha
0	43-13	tipo	33-11	tipo
0	43-14	un	33-12	un
1	43-15	po	_	_
1	43-16	mh	_	_
1	44-0	il	_	_
1	44-1	ghiaccio	_	_
1	44-2	là	_	_
1	44-3	che	_	_
1	44-4	è	_	_
2	44-5	eh	33-13	po'
0	45-0	disturbata	33-14	disturbata
0	45-1	diciamo	33-15	diciamo
0	45-2	così	33-16	così
0	45-3	non	33-17	non
0	45-4	so	33-18	so
0	45-5	come	33-19	come
0	45-6	dire	33-20	dire
1	_	_	34-0	il
1	_	_	34-1	ghiaccio
2	45-7	mh	35-0	laser
0	46-0	mh	36-0	mh
2	47-0	cioè	37-0	e
2	47-1	si	37-1	s'
0	47-2	è	37-2	è
0	47-3	fatta	37-3	fatta
0	47-4	tipo	37-4	tipo
0	47-5	molla	37-5	molla
0	47-6	strana	37-6	strana
1	48-0	no	_	_
0	49-0	s'	38-0	s'
0	49-1	è	38-1	è
0	49-2	congelata	38-2	congelata
0	50-0	eh	39-0	eh
0	50-1	ma	39-1	ma
2	50-2	si	39-2	s'
0	50-3	è	39-3	è
0	50-4	fatta	39-4	fatta
0	50-5	molla	39-5	molla
0	50-6	strana	39-6	strana
1	50-7	da	_	_
1	50-8	un	_	_
1	50-9	lato	_	_
2	51-0	eh	39-7	x
0	51-1	si	40-0	si
0	51-2	è	40-1	è
0	51-3	bruciata	40-2	bruciata
0	51-4	si	40-3	si
0	51-5	è	40-4	è
2	52-0	bra~	41-0	bra-
0	52-1	tipo	41-1	tipo
1	_	_	41-2	può
2	52-2	forse	41-3	essere
0	52-3	una	41-4	una
0	52-4	bruciatura	41-5	bruciatura
0	52-5	da	41-6	da
0	52-6	gelo	41-7	gelo
0	53-0	mh	42-0	mh
0	54-0	mi	43-0	mi
0	54-1	è	43-1	è
0	54-2	piaciuto	43-2	piaciuto
0	54-3	come	43-3	come
0	54-4	le	43-4	le
0	54-5	ha	43-5	ha
0	54-6	fatte	43-6	fatte
2	54-7	rosanna	43-7	miriana
0	55-0	olè	44-0	olè
0	56-0	c'	45-0	c'
0	56-1	ha	45-1	ha
0	56-2	messo	45-2	messo
0	56-3	dentro	45-3	dentro
0	56-4	l'	45-4	l'
0	56-5	origano	45-5	origano
0	56-6	tuttavia	45-6	tuttavia
1	57-0	x	_	_
0	58-0	davvero	46-0	davvero
1	_	_	46-1	d-
2	58-1	do~	46-2	s-
0	58-2	dovresti	46-3	dovresti
0	58-3	essere	46-4	essere
0	58-4	contenta	46-5	contenta
1	58-5	è	_	_
0	58-6	il	46-6	il
0	58-7	primo	46-7	primo
0	58-8	complimento	46-8	complimento
0	58-9	da	46-9	da
2	58-10	qua~	46-10	qua-
0	58-11	che	46-11	che
0	58-12	hai	46-12	hai
0	58-13	cucinato	46-13	cucinato
0	58-14	qualcosa	46-14	qualcosa
0	58-15	tu	46-15	tu
2	59-0	{applaude}	47-0	{applausi}
0	60-0	grazie	48-0	grazie
2	60-1	gra~	48-1	gra-
0	60-2	me	48-2	me
0	60-3	lo	48-3	lo
0	60-4	ricorderò	48-4	ricorderò
0	60-5	a	48-5	a
0	60-6	vita	48-6	vita
0	60-7	sappiate	48-7	sappiate
0	60-8	che	48-8	che
0	60-9	non	48-9	non
0	60-10	si	48-10	si
0	60-11	replicherà	48-11	replicherà
0	60-12	mai	48-12	mai
0	60-13	più	48-13	più
0	61-0	{ride}	49-0	{ride}
2	62-0	no	50-0	non
0	62-1	perché	50-1	perché
0	62-2	poi	50-2	poi
1	_	_	50-3	a
2	62-3	io	50-4	me
2	62-4	invece	50-5	ceh
2	62-5	e	50-6	a-
0	62-6	adoro	50-7	adoro
2	63-0	i~	50-8	i
0	63-1	come	50-9	come
0	63-2	mangiano	50-10	mangiano
0	63-3	in	50-11	in
0	63-4	ospedale	50-12	ospedale
0	63-5	praticamente	50-13	praticamente
2	63-6	luciana	50-14	fabiana
0	63-7	me	50-15	me
0	63-8	lo	50-16	lo
0	63-9	dice	50-17	dice
0	63-10	sempre	50-18	sempre
2	64-0	allora	50-19	adoro
0	64-1	senza	50-20	senza
0	64-2	sale	50-21	sale
0	65-0	cioè	50-22	cioè
0	65-1	meno	50-23	meno
0	65-2	sale	50-24	sale
0	65-3	c'	50-25	c'
0	65-4	è	50-26	è
0	65-5	più	50-27	più
0	65-6	mi	50-28	mi
0	65-7	piace	50-29	piace
0	65-8	senza	50-30	senza
0	65-9	olio	50-31	olio
0	65-10	senza	50-32	senza
0	65-11	niente	50-33	niente
2	65-12	cioè	50-34	ceh
0	65-13	meno	50-35	meno
0	65-14	condimento	50-36	condimento
0	65-15	è	50-37	è
0	66-0	questo	51-0	questo
0	66-1	sale	51-1	sale
0	66-2	l'	51-2	l'
0	66-3	ho	51-3	ho
1	66-4	pre	_	_
2	66-5	so	51-4	preso
0	66-6	perché	51-5	perché
0	66-7	me	51-6	me
2	66-8	l'	51-7	lo
0	66-9	hai	51-8	hai
0	66-10	chiesto	51-9	chiesto
0	66-11	tu	51-10	tu
0	66-12	eh	51-11	eh
0	66-13	però	51-12	però
0	67-0	eh	52-0	eh
0	68-0	no	53-0	no
0	68-1	no	53-1	no
0	68-2	sì	53-2	sì
0	68-3	sì	53-3	sì
0	68-4	questo	53-4	questo
0	68-5	sì	53-5	sì
1	69-0	x	_	_
0	70-0	più	54-0	più
0	70-1	o	54-1	o
0	70-2	meno	54-2	meno
0	71-0	no	55-0	no
0	71-1	ci	55-1	ci
0	71-2	sono	55-2	sono
0	71-3	cose	55-3	cose
0	71-4	e	55-4	e
0	71-5	cose	55-5	cose
0	72-0	però	56-0	però
0	72-1	tipo	56-1	tipo
0	72-2	la	56-2	la
0	72-3	pasta	56-3	pasta
2	72-4	me	56-4	io
0	72-5	la	56-5	la
0	72-6	sto	56-6	sto
0	72-7	mangiando	56-7	mangiando
0	72-8	quasi	56-8	quasi
0	72-9	completamente	56-9	completamente
0	72-10	senza	56-10	senza
0	72-11	sale	56-11	sale
0	73-0	mh	57-0	mh
0	74-0	non	58-0	non
0	74-1	fa	58-1	fa
0	74-2	schifo	58-2	schifo
0	74-3	la	58-3	la
0	74-4	pasta	58-4	pasta
0	74-5	senza	58-5	senza
2	74-6	sa~	58-6	sale
0	75-0	lo	59-0	lo
0	75-1	so	59-1	so
0	75-2	ma	59-2	ma
0	75-3	mi	59-3	mi
0	75-4	sono	59-4	sono
0	75-5	abituata	59-5	abituata
0	75-6	al	59-6	al
0	75-7	sapore	59-7	sapore
0	75-8	ormai	59-8	ormai
0	75-9	pure	59-9	pure
0	75-10	quando	59-10	quando
0	75-11	ci	59-11	ci
0	75-12	metti	59-12	metti
0	75-13	un	59-13	un
0	75-14	pizzico	59-14	pizzico
0	75-15	di	59-15	di
0	75-16	sale	59-16	sale
0	75-17	io	59-17	io
0	75-18	la	59-18	la
0	75-19	sento	59-19	sento
0	75-20	salatissima	59-20	salatissima
2	76-0	cioè	60-0	te
0	76-1	non	60-1	non
0	76-2	metti	60-2	metti
0	76-3	proprio	60-3	proprio
1	76-4	{P}	_	_
0	76-5	il	60-4	il
0	76-6	sale	60-5	sale
0	76-7	nell'	60-6	nell'
0	76-8	acqua	60-7	acqua
0	77-0	no	61-0	no
0	78-0	mh	62-0	mh
0	79-0	cosa	63-0	cosa
1	80-0	che	_	_
0	80-1	schifo	64-0	schifo
2	80-2	amo'	64-1	amò
0	81-0	eh	65-0	eh
0	81-1	lo	65-1	lo
0	81-2	so	65-2	so
0	81-3	però	65-3	però
0	81-4	no	65-4	no
1	81-5	x	_	_
0	81-6	mi	65-5	mi
0	81-7	sono	65-6	sono
0	81-8	abituata	65-7	abituata
0	81-9	non	65-8	non
0	81-10	so	65-9	so
1	81-11	il	_	_
0	81-12	perché	65-10	perché
1	_	_	66-0	ma
2	82-0	vabbè	66-1	va'
0	83-0	che	67-0	che
0	83-1	problema	67-1	problema
0	83-2	hai	67-2	hai
0	84-0	{ride}	68-0	{ride}
2	85-0	eh	69-0	e
0	85-1	infatti	69-1	infatti
0	85-2	che	69-2	che
0	85-3	problema	69-3	problema
0	85-4	ho	69-4	ho
1	85-5	{P}	_	_
0	85-6	ditemelo	69-5	ditemelo
0	85-7	voi	69-6	voi
0	86-0	vabbè	70-0	vabbè
0	86-1	meglio	70-1	meglio
0	86-2	così	70-2	così
0	86-3	in	70-3	in
0	86-4	realtà	70-4	realtà
0	86-5	eh	70-5	eh
0	87-0	tanti	71-0	tanti
2	88-0	marò	72-0	ma
0	88-1	veramente	72-1	veramente
0	88-2	tantissimi	72-2	tantissimi
1	88-3	{ride}	_	_
0	89-0	{ride}	73-0	{ride}
2	90-0	cioè	74-0	ceh
0	90-1	voglio	74-1	voglio
0	90-2	dire	74-2	dire
0	91-0	ops	75-0	ops
0	92-0	che	76-0	che
0	92-1	non	76-1	non
0	92-2	la	76-2	la
0	92-3	vuoi	76-3	vuoi
0	92-4	che	76-4	che
1	92-5	è	_	_
2	92-6	sala~	76-5	sala-
2	92-7	cioè	76-6	ceh
0	92-8	che	76-7	che
0	92-9	non	76-8	non
0	92-10	vuoi	76-9	vuoi
0	92-11	mettere	76-10	mettere
0	92-12	il	76-11	il
0	92-13	sale	76-12	sale
0	92-14	nel	76-13	nel
0	92-15	condimento	76-14	condimento
0	92-16	della	76-15	della
0	92-17	pasta	76-16	pasta
0	92-18	però	76-17	però
0	93-0	non	76-18	non
0	93-1	salare	76-19	salare
0	93-2	l'	76-20	l'
0	93-3	acqua	76-21	acqua
0	93-4	quando	76-22	quando
0	93-5	la	76-23	la
0	93-6	bolli	76-24	bolli
2	93-7	e	76-25	è
0	93-8	illegale	76-26	illegale
1	94-0	esatto	_	_
0	95-0	non	76-27	non
0	95-1	si	76-28	si
0	95-2	fa	76-29	fa
1	_	_	77-0	esatto
0	96-0	è	78-0	è
0	96-1	illegale	78-1	illegale
0	97-0	lo	79-0	lo
0	97-1	so	79-1	so
0	97-2	ma	79-2	ma
2	97-3	ti	79-3	t-
0	97-4	vi	79-4	vi
0	97-5	giuro	79-5	giuro
0	97-6	che	79-6	che
0	97-7	io	79-7	io
0	97-8	sento	79-8	sento
0	97-9	ormai	79-9	ormai
0	97-10	sempre	79-10	sempre
0	97-11	salato	79-11	salato
0	97-12	pure	79-12	pure
0	97-13	se	79-13	se
0	97-14	ci	79-14	ci
0	97-15	metti	79-15	metti
0	97-16	un	79-16	un
0	97-17	pizzico	79-17	pizzico
0	97-18	io	79-18	io
0	97-19	non	79-19	non
0	97-20	ce	79-20	ce
0	97-21	la	79-21	la
0	97-22	faccio	79-22	faccio
0	97-23	a	79-23	a
2	97-24	mangiarlo	79-24	mangiarla
0	97-25	non	79-25	non
0	97-26	so	79-26	so
0	97-27	quante	79-27	quante
0	97-28	volte	79-28	volte
0	97-29	ho	79-29	ho
0	97-30	litigato	79-30	litigato
0	97-31	con	79-31	con
0	97-32	mamma	79-32	mamma
0	98-0	vabbè	80-0	vabbè
0	98-1	meglio	80-1	meglio
0	98-2	così	80-2	così
0	99-0	perché	81-0	perché
0	99-1	la	81-1	la
0	99-2	sento	81-2	sento
0	99-3	oggettivamente	81-3	oggettivamente
0	99-4	salata	81-4	salata
0	100-0	io	82-0	io
0	100-1	comunque	82-1	comunque
0	100-2	non	82-2	non
0	100-3	so	82-3	so
0	100-4	voi	82-4	voi
0	100-5	ho	82-5	ho
0	100-6	ancora	82-6	ancora
0	100-7	fame	82-7	fame
0	100-8	voi	82-8	voi
0	101-0	io	83-0	io
0	101-1	non	83-1	non
1	101-2	particolarme~	_	_
1	101-3	mangiati	_	_
2	101-4	un	83-2	particolarmente
2	101-5	po'	83-3	ma
2	101-6	di	83-4	rubati
0	101-7	queste	83-5	queste
0	101-8	melanzanette	83-6	melanzanette
0	102-0	io	84-0	io
0	102-1	no	84-1	no
1	_	_	85-0	ma
0	103-0	io	85-1	io
0	103-1	volevo	85-2	volevo
0	103-2	le	85-3	le
0	103-3	mh	85-4	mh
0	103-4	zucchine	85-5	zucchine
0	103-5	di	85-6	di
1	103-6	rosanna	_	_
1	104-0	le	_	_
1	104-1	avete	_	_
1	104-2	mangiate	_	_
1	104-3	tutte	_	_
2	104-4	quante	85-7	miriana
0	105-0	eh	87-0	eh
2	105-1	amo'	87-1	amò
0	105-2	sono	87-2	sono
0	105-3	finite	87-3	finite
